"Date","Discharge.m3s","flux.rate","count","site","model","const","interval","format","Flux","Std.Err","SEP","L95","U95"
2017-12-18,0.450147379050515,334.794111689723,1,"SMD","comp","DOC","daily","flux",309.151144275721,19.3310628831825,53.7126313332846,214.830489588617,431.847084110088
2017-12-19,0.455739271957975,339.835525150569,1,"SMD","comp","DOC","daily","flux",311.954805624965,19.603109737708,54.234635852167,216.726682870475,435.851736910908
2017-12-20,0.567577130107171,433.523961184527,1,"SMD","comp","DOC","daily","flux",395.608729947118,23.8901765331016,68.4336883945354,275.358886829053,551.858569906963
2017-12-21,0.58435280882955,448.30967470849,1,"SMD","comp","DOC","daily","flux",406.687410241515,24.5780723309569,70.3567051002435,283.060220589362,567.329552265065
2017-12-22,0.522841986847492,397.12245988812,1,"SMD","comp","DOC","daily","flux",358.126883630284,22.3375128502737,62.2016645857015,248.893992678791,500.209408428357
2017-12-23,0.545209558477332,416.528840479983,1,"SMD","comp","DOC","daily","flux",373.411258138689,23.2469505857038,64.8405968913672,259.539973442793,521.51782808741
2017-12-24,0.757701488960804,599.695288592097,1,"SMD","comp","DOC","daily","flux",534.444760377403,31.2134409430542,92.0850314310042,372.540152733838,744.607065421645
2017-12-25,0.777273114136914,617.777865657067,1,"SMD","comp","DOC","daily","flux",547.311265271365,31.9986374187432,94.313379575415,381.491746715815,762.562039535925
2017-12-26,0.749313649599615,594.307707155867,1,"SMD","comp","DOC","daily","flux",523.411502306007,31.0286118753551,90.3408026531885,364.614612675901,729.631323600334
2017-12-27,0.704578506339936,556.257415675777,1,"SMD","comp","DOC","daily","flux",487.00965399163,29.4567351289674,84.2609387339486,338.952893788513,679.400763379492
2017-12-28,0.637475791450419,499.004840142415,1,"SMD","comp","DOC","daily","flux",434.306542032139,27.0724464501345,75.4270410490814,301.846880556492,606.597320644791
2017-12-29,0.570373076560901,442.183968965653,1,"SMD","comp","DOC","daily","flux",382.581938411178,24.6760030641838,66.7454965763508,265.447851374423,535.116656546993
2017-12-30,0.525637933301222,404.824745995437,1,"SMD","comp","DOC","daily","flux",348.191671090563,23.0887604706904,60.9818041534037,241.235067839748,487.612907269158
2017-12-31,0.486494682949004,372.393451621556,1,"SMD","comp","DOC","daily","flux",318.407448338006,21.6895689119389,55.9859869925242,220.271735028953,446.461604799795
2018-01-01,0.447351432596785,340.125201880395,1,"SMD","comp","DOC","daily","flux",289.101171856868,20.2625790878977,51.0562863264725,199.666182913639,405.935468191451
2018-01-02,0.419391968059486,317.370176907426,1,"SMD","comp","DOC","daily","flux",268.168035190867,19.2461314361653,47.5400960284681,184.940768668449,377.001231984375
2018-01-03,0.374656824799807,280.780800415004,1,"SMD","comp","DOC","daily","flux",235.851238102503,17.5257480334087,42.0571110716603,162.289218787473,332.194076975878
2018-01-04,0.402616289337106,301.185352702262,1,"SMD","comp","DOC","daily","flux",254.395860871507,18.739876029821,45.2959454159669,175.150489406945,358.14103805198
2018-01-05,0.475310897134084,358.423892287632,1,"SMD","comp","DOC","daily","flux",304.423788294615,21.7146931778845,53.9135190697933,210.024295945789,427.83416389629
2018-01-06,0.469719004226624,350.529858844682,1,"SMD","comp","DOC","daily","flux",299.37263034459,21.5884829669236,53.1136747856182,206.399026645894,420.975808861491
2018-01-07,0.494882522310193,367.935935363522,1,"SMD","comp","DOC","daily","flux",315.983730720238,22.6704521487415,56.0137524408438,217.921045660325,444.214863376358
2018-01-08,0.475310897134084,348.726236687036,1,"SMD","comp","DOC","daily","flux",301.14980060113,21.9971690791335,53.5436114951594,207.454419832498,423.766028391019
2018-01-09,0.436167646781865,314.311983959449,1,"SMD","comp","DOC","daily","flux",272.93820913935,20.5230763664707,48.7715883292121,187.659211674046,384.687750447181
2018-01-10,0.422187914513216,300.504779195253,1,"SMD","comp","DOC","daily","flux",262.397819577288,20.0416364008404,47.0198844491111,180.217417856242,370.16693369138
2018-01-11,0.433371700328135,306.571675084999,1,"SMD","comp","DOC","daily","flux",269.182180136371,20.5866281107756,48.2470288222518,184.860096176897,379.766779880486
2018-01-12,0.651455523719068,476.528255034331,1,"SMD","comp","DOC","daily","flux",420.734743554121,29.2079491124919,74.192329474471,290.742907472751,590.48466162072
2018-01-13,5.06066308125113,4499.52446310322,1,"SMD","comp","DOC","daily","flux",3994.76998749187,284.050057982432,707.113111009368,2756.55855935564,5613.29226712097
2018-01-14,5.11658201032573,4514.94156600068,1,"SMD","comp","DOC","daily","flux",4030.72097902947,286.813892582067,713.560173556558,2781.24255199585,5664.02084881314
2018-01-15,4.05412235790836,3469.01943283131,1,"SMD","comp","DOC","daily","flux",3114.1732895014,200.570450092784,543.193795752481,2160.8746112836,4355.51777042955
2018-01-16,3.71860878346077,3128.91815889774,1,"SMD","comp","DOC","daily","flux",2824.4616821329,176.019315965447,490.515427597366,1963.04893341764,3944.89537366777
2018-01-17,3.24329788632669,2670.49788851536,1,"SMD","comp","DOC","daily","flux",2424.0365466894,144.932174856785,418.813237338243,1687.97712052752,3380.16010673257
2018-01-18,2.46882071864351,1962.77546263689,1,"SMD","comp","DOC","daily","flux",1791.5254634568,102.39731196111,307.930422900343,1249.92449093927,2494.12129188299
2018-01-19,1.85930439173039,1425.37461746578,1,"SMD","comp","DOC","daily","flux",1308.23820193599,75.161748659068,224.991326170157,912.547651282286,1821.62576950243
2018-01-20,1.46507594175447,1087.68464427962,1,"SMD","comp","DOC","daily","flux",1003.84403846485,59.9626638769606,173.419650386072,699.055867703673,1399.74509501806
2018-01-21,1.13515426021434,814.621506415741,1,"SMD","comp","DOC","daily","flux",756.004810981682,48.1085564181072,131.65318725749,524.898624602652,1056.81524217515
2018-01-22,0.950621794268168,664.589907852687,1,"SMD","comp","DOC","daily","flux",620.194442960149,41.6073880832356,108.803395066756,429.41175482708,868.994459061266
2018-01-23,1.32807456552171,952.936999022593,1,"SMD","comp","DOC","daily","flux",894.218722833534,55.3871934501519,155.174429892176,621.679031362631,1248.6377649363
2018-01-24,2.45763693282859,1860.56292310156,1,"SMD","comp","DOC","daily","flux",1755.61536226117,101.185716451728,302.038802927661,1224.44998515969,2444.83682615221
2018-01-25,1.97953008924077,1455.38259366674,1,"SMD","comp","DOC","daily","flux",1380.91716358242,80.4788708964577,237.874459374019,962.66930849638,1923.79519396265
2018-01-26,1.74187464067373,1254.64886257385,1,"SMD","comp","DOC","daily","flux",1197.06598161403,71.2188328281446,206.701251948582,833.759013282314,1668.9217798623
2018-01-27,1.62164894316335,1150.85209755869,1,"SMD","comp","DOC","daily","flux",1104.13161749904,66.8096718464352,191.042736457051,768.448613680819,1540.33746474619
2018-01-28,1.76144626584984,1250.95798514517,1,"SMD","comp","DOC","daily","flux",1206.83944720596,72.2406338091216,208.540994300338,840.338688336335,1682.93218934145
2018-01-29,1.72789490840508,1215.61908043383,1,"SMD","comp","DOC","daily","flux",1179.26042058559,71.1067372892162,203.955016925802,820.866360963553,1644.92747735428
2018-01-30,1.42872863785598,978.81313020697,1,"SMD","comp","DOC","daily","flux",954.81106174583,60.1874303822588,166.065724884577,663.241702768875,1334.19848183783
2018-01-31,1.08203127759347,715.404210323277,1,"SMD","comp","DOC","daily","flux",701.737342493029,47.7934955616508,123.384236887947,485.460959571793,983.9476186821
2018-02-01,0.933846115545788,603.802942018272,1,"SMD","comp","DOC","daily","flux",595.557587110996,42.487715140923,105.475919759796,410.875957020411,836.99716114716
2018-02-02,0.928254222638329,595.528032802375,1,"SMD","comp","DOC","daily","flux",590.658131564351,42.4220283419841,104.722864893387,407.325789702786,830.402575743318
2018-02-03,0.712966345701126,442.006463861894,1,"SMD","comp","DOC","daily","flux",440.826850310523,34.2647801719881,79.2485546660406,302.387188606529,622.528335283703
2018-02-04,0.643067684357878,391.681778612709,1,"SMD","comp","DOC","daily","flux",392.806103830377,31.5547697997719,71.063854270586,268.786742242287,555.855587218692
2018-02-05,1.1127866885845,712.145237825822,1,"SMD","comp","DOC","daily","flux",718.156134778253,49.6954686814874,126.576745537833,496.365193308915,1007.74446804432
2018-02-06,1.06805154532482,676.023851092899,1,"SMD","comp","DOC","daily","flux",685.516259092364,48.1990859670189,121.125187389656,473.358191500749,962.707333358545
2018-02-07,0.917070436823409,567.629264217157,1,"SMD","comp","DOC","daily","flux",578.796584184407,42.6862731775714,103.077024409923,398.468601870381,814.88786315883
2018-02-08,1.26656374353965,804.847164580674,1,"SMD","comp","DOC","daily","flux",825.239564470928,55.7761879857928,144.933710089772,571.145799930472,1156.6977926647
2018-02-09,1.16590967120537,729.857083155284,1,"SMD","comp","DOC","daily","flux",752.505867787478,52.2466993056258,132.6994872691,520.004780782991,1056.11914475059
2018-02-10,1.10160290276958,681.18878628866,1,"SMD","comp","DOC","daily","flux",706.228101322598,50.0178815568067,124.929507260251,487.445247761405,992.161326809534
2018-02-11,3.18737895725209,2178.16756590551,1,"SMD","comp","DOC","daily","flux",2270.7756689115,135.485120551522,392.235501472162,1581.40064738583,3166.20000665008
2018-02-12,6.34679844996689,4605.27422806911,1,"SMD","comp","DOC","daily","flux",4827.74010244273,347.957521378615,856.447093748068,3328.53995699242,6788.54783789727
2018-02-13,5.34025772662412,3788.39794093084,1,"SMD","comp","DOC","daily","flux",3993.46073674162,268.168770431776,700.688369354705,2764.85594934638,5595.74461375345
2018-02-14,5.22841986847492,3693.1345421055,1,"SMD","comp","DOC","daily","flux",3899.68847412519,259.542627658127,683.347159197138,2701.25474437702,5462.0980451653
2018-02-15,4.55739271957975,3170.07023971227,1,"SMD","comp","DOC","daily","flux",3353.08551069757,213.365390053604,583.914133925692,2328.07209280019,4687.25264266101
2018-02-16,4.05412235790836,2782.44666982695,1,"SMD","comp","DOC","daily","flux",2948.10910149938,182.139649951753,511.422142576593,2049.83240207413,4116.15882911367
2018-02-17,3.43901413808778,2318.11685288262,1,"SMD","comp","DOC","daily","flux",2460.32786441688,148.114635508846,425.434956087676,1712.72290400252,3431.65437136675
2018-02-18,3.1035005636402,2067.0305276859,1,"SMD","comp","DOC","daily","flux",2197.58412985378,131.427978237078,379.70010896077,1530.26877266415,3064.41793203237
2018-02-19,2.70927211366428,1777.19447820732,1,"SMD","comp","DOC","daily","flux",1892.66840823105,113.434081520819,327.100330380795,1317.81804114188,2639.44038534741
2018-02-20,3.24329788632669,2161.6621120614,1,"SMD","comp","DOC","daily","flux",2306.04802230618,138.263412652337,398.561400265749,1605.61595376977,3215.9706288553
