"Date","Discharge.m3s","flux.rate","count","site","model","const","interval","format","Flux","Std.Err","SEP","L95","U95"
2019-04-03,2.60582209487627,94.62968758036,1,"SMD","comp","TDN","daily","flux",119.797146623332,9.2713026975265,21.6957587312116,81.9403476994974,169.581885426528
2019-04-04,2.54710721934794,92.4019220228679,1,"SMD","comp","TDN","daily","flux",117.182664181323,9.05775842996627,21.2174792740225,80.1591041902593,165.868689691519
2019-04-05,2.3374112353182,84.5771948012527,1,"SMD","comp","TDN","daily","flux",107.448147995458,8.3446672719501,19.4717461621501,73.4754185897057,152.132664388847
2019-04-06,2.3933301643928,86.6105777196484,1,"SMD","comp","TDN","daily","flux",110.224944304878,8.51231138075432,19.9544301088261,75.4044578151023,156.011924376827
2019-04-07,2.36816664630923,85.6385625853426,1,"SMD","comp","TDN","daily","flux",109.179629629861,8.41208674967367,19.7568830146483,74.7015929575432,154.511210826536
2019-04-08,2.41569773602264,87.3617764403447,1,"SMD","comp","TDN","daily","flux",111.572457505802,8.55193374087407,20.17096960886,76.3666301346054,157.849345434145
2019-04-09,2.55829100516286,92.6051575360243,1,"SMD","comp","TDN","daily","flux",118.476990065815,9.01150645326946,21.3897884756633,81.1358475821315,167.542665228896
2019-04-10,2.63378155941357,95.3617508943267,1,"SMD","comp","TDN","daily","flux",122.218330996892,9.2501745029802,22.0459490827192,83.7264423271273,172.784270433658
2019-04-11,2.4772085580047,89.5310020782193,1,"SMD","comp","TDN","daily","flux",114.947325974259,8.70343734048247,20.735892604213,78.7431842924872,162.508819763359
2019-04-12,2.32902339595701,84.0169205114105,1,"SMD","comp","TDN","daily","flux",108.057640813822,8.19304939424642,19.49776545065,74.0165159775915,152.780468324864
2019-04-13,2.45204503992113,88.53436492073,1,"SMD","comp","TDN","daily","flux",114.068017497397,8.5828076604018,20.5546416779665,78.1741766080024,161.208049607822
