"Date","Discharge.m3s","flux.rate","count","site","model","const","interval","format","Flux","Std.Err","SEP","L95","U95"
2017-08-07,0.385840610614727,251.93333543443,1,"SMD","comp","TSS","daily","flux",287.292795410223,96.997495028863,272.489654130816,41.0635626172722,1058.10838071722
2017-08-08,0.321533842178939,210.404761541488,1,"SMD","comp","TSS","daily","flux",234.510532050667,77.0459953389864,221.67750055163,33.7088654699667,861.596541500662
2017-08-09,0.251355586190319,163.283070616153,1,"SMD","comp","TSS","daily","flux",177.875296318908,56.5422427274947,167.491675074878,25.7337068110344,651.682701872621
2017-08-10,0.187328412399904,120.00295561213,1,"SMD","comp","TSS","daily","flux",127.771534281776,39.2646611336629,119.863496967715,18.6005319763069,466.846643758286
2017-08-11,0.174187464067373,113.698545995352,1,"SMD","comp","TSS","daily","flux",118.321799929123,36.1202034914585,110.920069507344,17.245159959228,432.097185284292
2017-08-12,0.167477192578421,111.918584500909,1,"SMD","comp","TSS","daily","flux",113.836033555758,34.6453686972899,106.680618586342,16.6002353399547,415.618587377578
2017-08-13,0.146507594175447,98.8630774939895,1,"SMD","comp","TSS","daily","flux",98.2832165186754,29.535904578005,91.9839705717425,14.3636833640634,358.490832232821
2017-08-14,0.126097185063219,85.7289226407624,1,"SMD","comp","TSS","daily","flux",83.2990965776511,24.6966882532178,77.8529180533394,12.201687354616,303.531700938435
2017-08-15,0.124140022545608,86.6631970695078,1,"SMD","comp","TSS","daily","flux",82.3029347059139,24.3820367741437,76.9157637004785,12.057361813094,299.884451354301
2017-08-16,0.107923533113974,76.0120677361802,1,"SMD","comp","TSS","daily","flux",70.5554962923928,20.6522319579973,65.8585440917977,10.3568686363815,256.857482405867
2017-08-17,0.0956213687175628,68.1295173281525,1,"SMD","comp","TSS","daily","flux",61.8089414763298,17.9137055758407,57.6385834305013,9.08749379263008,224.857673900064
2017-08-18,0.0922662329730869,67.2841775200526,1,"SMD","comp","TSS","daily","flux",59.6618383957591,17.2453862599836,55.6220581827277,8.77555076590577,217.006070241938
2017-08-19,0.119107318928894,92.5472110752776,1,"SMD","comp","TSS","daily","flux",80.2074499054646,23.7187544815838,74.94397810103,11.7538765190038,292.211036942986
2017-08-20,0.137560565523511,112.155798788771,1,"SMD","comp","TSS","daily","flux",95.0037603150753,28.502645424794,88.8993917274504,13.8883764136325,346.485535958207
2017-08-21,0.101492856270396,81.5051559346687,1,"SMD","comp","TSS","daily","flux",67.4794966915119,19.678923966854,62.9644837202726,9.9112990378087,245.594524791145
2017-08-22,0.0858355561295081,69.2325595322552,1,"SMD","comp","TSS","daily","flux",56.0228023779592,16.1086872402987,52.2031878467271,8.24715638952035,203.695450608249
2017-08-23,0.0810824471581673,66.6829320204248,1,"SMD","comp","TSS","daily","flux",52.7395983976104,15.0953912952731,49.1225067984367,7.76941841900039,191.697385576759
2017-08-24,0.0685006881163827,56.5810117529795,1,"SMD","comp","TSS","daily","flux",43.7381620819207,12.3558280859337,40.6885918194808,6.45643131303538,158.837532899449
2017-08-25,0.060392443400566,50.3916246207337,1,"SMD","comp","TSS","daily","flux",38.0728923015479,10.6567738895757,35.3884939561233,5.62799266513677,138.179046937559
2017-08-26,0.0550801451384791,46.6327977465988,1,"SMD","comp","TSS","daily","flux",34.4363149771106,9.57713171744646,31.9897797712016,5.09531043870331,124.928021584105
2017-08-27,0.0492086575856463,42.1567189232073,1,"SMD","comp","TSS","daily","flux",30.4270390154087,8.39990018518019,28.2467826671125,4.5069787635167,110.330412537195
2017-08-28,0.0447351432596785,38.8642696904943,1,"SMD","comp","TSS","daily","flux",27.4164418003386,7.5248630108646,25.4388870412884,4.06447480434696,99.3767620051596
2017-08-29,0.0371860878346078,32.392012560416,1,"SMD","comp","TSS","daily","flux",22.3339839864315,6.07137778549149,20.705791355482,3.31555971828381,80.9052817027242
2017-08-30,0.0411004128698296,37.2017451482766,1,"SMD","comp","TSS","daily","flux",25.0702849997061,6.84636241775797,23.2517590970242,3.71935362208444,90.8436065053489
2017-08-31,0.0405412235790836,35.4463391943667,1,"SMD","comp","TSS","daily","flux",24.7533559193525,6.75358649216007,22.9559864575552,3.67281952997167,89.6899833840807
2017-09-01,0.0352289253169968,29.2787847357318,1,"SMD","comp","TSS","daily","flux",21.1876350471655,5.74225082438132,19.6378899304228,3.14673623617529,76.7380351782204
2017-09-02,0.0315941949271479,25.0574205449038,1,"SMD","comp","TSS","daily","flux",18.7902491460146,5.07124024950409,17.4096494148702,2.79232664937081,68.0374438653306
2017-09-03,0.0486494682949004,39.3922922457279,1,"SMD","comp","TSS","daily","flux",30.6107640314094,8.43337608745647,28.4122195034504,4.53554493757668,110.982044932835
2017-09-04,0.0746517703145885,61.8219200622159,1,"SMD","comp","TSS","daily","flux",49.7819776126377,14.1322651238225,46.3320387389092,7.34307140148931,180.845701603958
2017-09-05,0.059553659464447,46.2642560560107,1,"SMD","comp","TSS","daily","flux",38.6048597069139,10.7745209367885,35.8735850162772,5.7090951650886,140.083107295219
2017-09-06,0.0657047416626528,49.9724219964913,1,"SMD","comp","TSS","daily","flux",43.210922091365,12.1425547257133,40.1786243836192,6.38372463677913,156.867468025478
2017-09-07,0.274002752465531,246.558679565642,1,"SMD","comp","TSS","daily","flux",220.927699527787,71.7307085489979,208.543095018904,31.8314261684731,810.860815741578
2017-09-08,0.28518653828045,249.415066580014,1,"SMD","comp","TSS","daily","flux",231.589731442139,75.5255381638172,218.722234652139,33.3384031165864,850.317197148623
2017-09-09,0.174467058712746,137.050861410518,1,"SMD","comp","TSS","daily","flux",131.869732029273,40.3759667267303,123.659618557923,19.2096362113408,481.683384154936
2017-09-10,0.141474890558733,104.121808140973,1,"SMD","comp","TSS","daily","flux",103.817793667299,31.0752496624719,97.1241090860113,15.1828426202344,378.565831749606
2017-09-11,0.109041911695466,74.6777758653187,1,"SMD","comp","TSS","daily","flux",77.1592874192466,22.531661022903,72.0059362889655,11.330618685404,280.851009424236
2017-09-12,0.0813620418035403,51.6566061721283,1,"SMD","comp","TSS","daily","flux",55.3081895678282,15.7634558467475,51.4943441396356,8.15321160117391,200.975214672163
