"Date","Discharge.m3s","flux.rate","count","site","model","const","interval","format","Flux","Std.Err","SEP","L95","U95"
2016-09-29,0.00111837858149196,18.7766908963312,1,"SMD","comp","Cl","daily","flux",19.0925553741956,1.5368865762242,2.91069671417827,13.8870798016263,25.6530497640381
2016-09-30,0.000279594645372991,4.51001120515339,1,"SMD","comp","Cl","daily","flux",4.60814013402844,0.633559018986809,0.870249834898921,3.09980474535231,6.61451358039904
2016-10-01,0.00978581258805467,159.036124310186,1,"SMD","comp","Cl","daily","flux",163.285227210519,6.04965330128171,21.9887381877893,123.361888726585,212.279278905684
2016-10-02,0.00251635180835691,41.9455246935954,1,"SMD","comp","Cl","daily","flux",43.2752711266077,2.47993734503646,6.1270614504709,32.2158283005151,56.9889416676733
2016-10-03,0.00167756787223794,27.9071659380569,1,"SMD","comp","Cl","daily","flux",28.9316335484279,1.96575290451564,4.2301935607123,21.3260500548718,38.4280928205306
2016-10-04,0.00111837858149196,18.5018221807705,1,"SMD","comp","Cl","daily","flux",19.2741297530635,1.55159938986872,2.93842912942842,14.019069547317,25.8971421529261
2016-10-05,0.000838783936118972,13.780586889217,1,"SMD","comp","Cl","daily","flux",14.4255056145498,1.30591331385138,2.27891997523667,10.369102900823,19.58011185297
2016-10-06,0.00111837858149196,18.2905473535205,1,"SMD","comp","Cl","daily","flux",19.3525075223981,1.55839363651911,2.95063415000585,14.0756795413391,26.0030853597887
2016-10-07,0.00111837858149196,18.1336401640376,1,"SMD","comp","Cl","daily","flux",19.3928995859163,1.56199834808086,2.95697860265429,14.1047686538333,26.0578183110519
2016-10-08,0.00419391968059486,67.1281396097269,1,"SMD","comp","Cl","daily","flux",72.5620558732639,3.44236624961658,10.005268564958,54.4456767019638,94.9021962107328
2016-10-09,0.0128613536871576,197.575251931537,1,"SMD","comp","Cl","daily","flux",215.866238734405,7.93504229574248,29.0523461692021,163.11447327959,280.595642211486
2016-10-10,0.00726946077969776,112.941657725832,1,"SMD","comp","Cl","daily","flux",124.725010836064,5.05712806891082,16.9212242499936,94.0284544359024,162.452690047964
2016-10-11,0.00447351432596785,69.7167056831986,1,"SMD","comp","Cl","daily","flux",77.8186087376695,3.64110721326735,10.7127573823959,58.4175350334768,101.73498652146
2016-10-12,0.00503270361671383,77.5891191061765,1,"SMD","comp","Cl","daily","flux",87.5376006046489,3.95661477523118,12.0040931190161,65.7880804453965,114.327594674113
2016-10-13,0.00475310897134084,72.7504652748657,1,"SMD","comp","Cl","daily","flux",82.9615399398505,3.83173859166409,11.4038507790158,62.3053155997693,108.417410779293
2016-10-14,0.00531229826208682,80.4413007759444,1,"SMD","comp","Cl","daily","flux",92.7186985124274,4.15531916311931,12.7029317418776,69.7005447842641,121.065992718523
2016-10-15,0.00643067684357878,96.1192470893451,1,"SMD","comp","Cl","daily","flux",111.981379888738,4.78541449230835,15.2673275250707,84.3008282130528,146.036427686049
2016-10-16,0.00559189290745981,83.1781405455388,1,"SMD","comp","Cl","daily","flux",97.9471659343717,4.36474640948553,13.4111357523924,73.6440157090648,127.873236389182
2016-10-17,0.00559189290745981,82.4917536511454,1,"SMD","comp","Cl","daily","flux",98.1839308807134,4.39676505358813,13.4505562975533,73.8108158909001,128.19936310345
2016-10-18,0.00447351432596785,65.7592615932843,1,"SMD","comp","Cl","daily","flux",79.1104800076142,3.80131273894295,10.9249100559118,59.3324593570142,103.507389066381
2016-10-19,0.00391432503522187,57.2001858075306,1,"SMD","comp","Cl","daily","flux",69.5539411733451,3.50411294135901,9.66274276011794,52.0731600718602,91.1438833804918
2016-10-20,0.00671027148895177,98.8390436377027,1,"SMD","comp","Cl","daily","flux",118.151615286609,5.13978451723963,16.1372217901665,88.8999001881043,154.15273849393
2016-10-21,0.0385840610614727,535.622050492932,1,"SMD","comp","Cl","daily","flux",629.442990066103,24.2276405976392,85.0177000793024,475.135259671787,818.924635584802
2016-10-22,0.0735333917330965,995.513798686897,1,"SMD","comp","Cl","daily","flux",1150.09062247248,44.9764866632936,155.544085561742,867.819241576665,1496.79680198895
2016-10-23,0.08974988116473,1220.11197362547,1,"SMD","comp","Cl","daily","flux",1385.70662097426,54.5675330134593,187.519298125473,1045.4313904334,1803.70679833651
2016-10-24,0.169993544386778,2230.61001472931,1,"SMD","comp","Cl","daily","flux",2490.47436238951,99.8102151171536,337.530743620797,1878.09226297756,3242.9665662877
2016-10-25,0.18788760169065,2491.0222465366,1,"SMD","comp","Cl","daily","flux",2734.1532827435,110.016227441301,370.686622067046,2061.64359846853,3560.58909567579
2016-10-26,0.20102855002318,2700.89788552962,1,"SMD","comp","Cl","daily","flux",2914.34016614881,117.566392394273,395.204803986041,2197.36747707298,3795.45622167188
2016-10-27,0.190403953499007,2622.77006531846,1,"SMD","comp","Cl","daily","flux",2782.1408946283,111.993964113788,377.206508122722,2097.80554917101,3623.1153654135
2016-10-28,0.553597397838521,6947.32234853546,1,"SMD","comp","Cl","daily","flux",7244.74621388916,325.019773837698,992.677005927042,5446.00411745978,9459.9817777617
2016-10-29,0.483698736495274,6288.77978218758,1,"SMD","comp","Cl","daily","flux",6447.01882269511,280.664547228783,880.604436679177,4850.77348801903,8411.60498328143
2016-10-30,0.553597397838521,7228.31259589364,1,"SMD","comp","Cl","daily","flux",7284.77766842358,323.121567018779,996.958713720899,5478.02440126023,9509.32827213912
2016-10-31,0.911478543915949,11423.8363471374,1,"SMD","comp","Cl","daily","flux",11318.2210977179,562.172436130513,1569.4808602377,8478.2714688185,14824.4051401336
2016-11-01,0.808028525127943,10488.4133907202,1,"SMD","comp","Cl","daily","flux",10215.575115636,487.358919678012,1409.52276188131,7663.57405726389,13362.9996555318
2016-11-02,0.704578506339936,9488.10488358928,1,"SMD","comp","Cl","daily","flux",9084.88275195493,416.230245790238,1247.67417540328,6824.68566091221,11869.7365641736
2016-11-03,0.60672038045939,8414.42378138166,1,"SMD","comp","Cl","daily","flux",7987.57076365096,352.480249177747,1092.55285633181,6007.45247775434,10425.307182421
2016-11-04,0.548005504931061,7780.46342431017,1,"SMD","comp","Cl","daily","flux",7322.27931000643,315.715517586399,999.188362656215,5510.87760708844,9551.22787369005
2016-11-05,0.466923057772894,6830.38475584568,1,"SMD","comp","Cl","daily","flux",6372.89087155286,267.603684710923,867.395109571384,4799.94557652877,8307.39587923207
2016-11-06,0.408208182244566,6132.04697543596,1,"SMD","comp","Cl","daily","flux",5672.14434945896,234.370292403667,770.852168076513,4274.02798575224,7391.10370206743
2016-11-07,0.360677092531158,5555.38459139611,1,"SMD","comp","Cl","daily","flux",5094.55692436502,208.525050171468,691.757937987104,3839.77111490401,6637.02170570484
2016-11-08,0.335513574447589,5268.4144713998,1,"SMD","comp","Cl","daily","flux",4789.8588016158,195.415027389303,650.192722956427,3610.42846768836,6239.60445839641
2016-11-09,0.327125735086399,5210.34587184151,1,"SMD","comp","Cl","daily","flux",4696.3431105128,191.495531565587,637.467233611003,3539.98991019759,6117.7083285504
