"Sample","Site","Location","Date","Time","CArea.km2","Cond.uScm","Sp_Cond.uScm","Temp.C","DO.mgL","DO.pct","pH","TSS.mgL","Chl.mgL","UNH_ID","PO4.ugL","NH4.ugL","Cl.mgL","NO3.mgL","SO4.mgL","Br.mgL","DOC.mgL","TDN.mgL","DIN.mgL","DON.mgL","TDP.mgL","Q_est.m3s","CH4.mM","CH4.uatm","N2O.mM","N2O.uatm","CO2.ppm","Gas_Flag","AFDM.pct","AFDM.mgL","Ash.pct","Ash.mgL","PC.mgL","PN.mgL","TN.mgL","NAr_sat","NAr_calc.A","NAr_calc.B","NAr_calc.C","NArcalc.mean","N2.mM.A","N2.mM.B","N2.mM.C","N2.mM.mean","Notes","DateTime","Year","DateTime15","NArDisEq","DOCtoDON","DOCtoTDN","Discharge.m3s","SArea.km2","Sp_CondCA","TempCA","DO.mgLCA","DO.pctCA","TSSCA","ChlCA","PO4CA","NH4CA","ClCA","NO3CA","SO4CA","BrCA","DOCCA","TDNCA","DONCA","DINCA","TDPCA","N2OCA","CH4CA","AFDM.mgLCA","Ash.mgLCA","PCCA","PNCA","TNCA","NArCA","N2CA","DOCtoDONCA","DOCtoTDNCA","TSS.kgkm2Day","Chl.kgkm2Day","PO4.kgkm2Day","NH4.kgkm2Day","Cl.kgkm2Day","NO3.kgkm2Day","SO4.kgkm2Day","Br.kgkm2Day","DOC.kgkm2Day","TDN.kgkm2Day","DON.kgkm2Day","DIN.kgkm2Day","TDP.kgkm2Day","AFDM.kgkm2Day","Ash.kgkm2Day","PC.kgkm2Day","PN.kgkm2Day","TN.kgkm2Day","DOCtoDON.kgkm2Day","DOCtoTDN.kgkm2Day"
"WB","PD","UP_2",2015-09-16,"12:30",6,536,639,17.2,9.35,97.2,NA,9.125,NA,143349,7.071290627,36.83409882,153.9217,2.332,5.1063,0.0374,2.0459188,2.373821862,2.368834099,0.004987763,22.7,0.000862441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5863,0.23335,2.607171862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-16 11:30:00,2015,2015-09-16 11:30:00,NA,410.187653262595,410.187653262595,0.000831537987115943,0.162161,3834,103.2,56.1,583.2,54.75,NA,42.427743762,221.00459292,923.5302,13.992,30.6378,0.2244,12.2755128,14.242931172,0.029926578,14.213004594,136.2,NA,NA,NA,NA,15.5178,1.4001,15.643031172,NA,NA,2461.12591957557,2461.12591957557,0.109264091507035,NA,84.6726735497388,441.05691441618,1.84308106451708,0.0279237108377431,0.061143586899986,0.000447833098341162,0.0244981324908672,0.0284244919617499,5.97242074353318e-05,0.0283647677543146,0.271813137228459,NA,NA,0.0309687364235227,0.00279416720582648,0.0312186591675764,4.91164726368658,4.91164726368658
"PD_UP","PD","UP_1",2015-09-16,"12:45",55.7,350.5,317,19.8,5.99,65.7,NA,4.142857143,NA,143350,9.38798681,19.45999908,70.8708,0.4057,1.1271,0.0423,6.855107732,0.751724266,0.425159999,0.326564267,41.29,0.008006324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.662457143,0.0936,0.845324266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-16 11:45:00,2015,2015-09-16 11:45:00,NA,20.9916038731819,20.9916038731819,0.00771944431372634,0.162161,17656.9,1102.86,333.643,3659.49,230.7571428651,NA,522.910865317,1083.921948756,3947.50356,22.59749,62.77947,2.35611,381.8295006724,41.8710416162,18.1896296719,23.6814119443,2299.853,NA,NA,NA,NA,92.5988628651,5.21352,47.0845616162,NA,NA,1169.23233573623,1169.23233573623,0.0496071804902274,NA,112.413134232841,233.016889885363,0.848617378233071,0.00485791144377031,0.0134960611000087,0.000506506418712063,0.0820840677829951,0.00900125687542824,0.0039103285427305,0.00509092833269774,0.494412530227449,NA,NA,0.0199065062355371,0.00112078016055435,0.0101220370359826,0.251356550846989,0.251356550846989
"SMD_UP","SMD","UP",2015-09-16,"13:15",111.9,670,751,19.4,3.81,41.5,NA,2.375,NA,143351,8.956,20.95700073,195.5365,0.0351,2.4493,0.2202,8.551255777,0.44798887,0.056057001,0.391931869,45.27,NA,NA,NA,0.05559656,1.34125355,NA,1,53.76554313,1.276931649,46.23445687,1.098068351,0.84105,0.0822,0.53018887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-16 12:15:00,2015,2015-09-16 12:15:00,NA,21.8182200871244,21.8182200871244,0.0549853089933878,0.060809,84036.9,2170.86,426.339,4643.85,265.7625,NA,1002.1764,2345.088381687,21880.53435,3.92769,274.07667,24.64038,956.8855214463,50.129954553,43.8571761411,6.2727784119,5065.713,150.086272245,NA,142.8886515231,122.8738484769,94.113495,9.19818,59.328134553,NA,NA,2441.45882774922,2441.45882774922,0.100830968770716,NA,380.228276341279,889.732499425058,8.30153041054113,0.00149017558056933,0.103985386025312,0.00934862287297338,0.363044801768882,0.019019432320252,0.0166395242287947,0.00237990809145727,1.92194440263172,0.0542123179884878,0.0466186507822287,0.0357068994882573,0.00348981289808543,0.0225092452183375,0.926295691889455,0.926295691889455
"SMD_OUT","SMD","OUT",2015-09-16,"13:30",113.8,668,715,21.6,7.34,83.5,NA,2.133333333,NA,143352,9.387,2.5,194.7333,0.0057,2.6785,0.0607,8.889599623,0.427165039,0.0082,0.418965039,19.14,NA,NA,NA,0.055811169,1.346430942,NA,1,60.73943662,1.295774648,39.26056338,0.837558685,0.819413333,0.092213333,0.519378373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-16 12:30:00,2015,2015-09-16 12:30:00,NA,21.2179986287591,21.2179986287591,0.0559189290745981,0.060809,81367,2458.08,835.292,9502.3,242.7733332954,NA,1068.2406,284.5,22160.64954,0.64866,304.8133,6.90766,1011.6364370974,48.6113814382,47.6782214382,0.93316,2178.132,153.2238411996,NA,147.4591549424,95.314178353,93.2492372954,10.4938772954,59.1052588474,NA,NA,2414.60824395278,2414.60824395278,0.0905709754430533,NA,398.526443726617,106.137861863912,8.2674304382815,0.00024199432504972,0.113716105200995,0.00257702728605578,0.377409238724584,0.0181353535609898,0.0177872213740762,0.000348132186913632,0.812591470430111,0.0550123002384733,0.0355586752045799,0.0347883116589607,0.00391493039998597,0.022050284003431,0.900813202995164,0.900813202995164
"SMD_DOWN","SMD","DOWN",2015-09-16,"13:40",114.9955,683,723,22,8.75,100.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056957253,1.374079956,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-16 12:40:00,2015,2015-09-16 12:45:00,NA,NA,NA,NA,0.060809,83141.7465,2529.901,1006.210625,11511.04955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.013011580198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID_UP","ID","UP_1",2015-09-16,"14:40",337.8,466,492,22.3,8.32,95.8,NA,6.25,NA,143353,8.753002432,17.95389938,116.3969,0.1574,2.4531,0.0358,5.369287823,0.463199316,0.175353899,0.287845417,5.61,0.109319029,NA,NA,0.060313451,1.455047406,NA,1,NA,NA,NA,NA,1.81285,0.18285,0.646049316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-16 13:40:00,2015,2015-09-16 13:45:00,NA,18.653372629518,18.653372629518,0.106069406039549,0.12961,166197.6,7532.94,2810.496,32361.24,2111.25,NA,2956.7642215296,6064.827210564,39318.87282,53.16972,828.65718,12.09324,1813.7454266094,156.4687289448,97.2341818626,59.2345470822,1895.058,491.5150137468,NA,NA,NA,612.38073,61.76673,218.2354589448,NA,NA,6301.10927425119,6301.10927425119,0.169560329370505,NA,237.465916056121,487.083054777234,3.15780747227292,0.0042702073348668,0.0665517510366058,0.000971241566634254,0.145666913880468,0.0125664365736244,0.00780914619428967,0.00475729037933477,0.152197351642966,NA,NA,0.0491819908958913,0.0049606569960635,0.0175270935696879,0.506059521109095,0.506059521109095
"ID","ID","OUT",2015-09-16,"15:00",387.5,543,542,25.1,7.28,88.1,NA,3.376623377,NA,143354,8.036021862,38.11539841,131.1314,0.0655,2.2634,0.0453,6.840262563,0.798132514,0.103615398,0.694517116,26.05,0.125402971,NA,NA,0.061722837,1.489048515,NA,1,NA,NA,NA,NA,1.465090909,0.188831169,0.986963683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-16 14:00:00,2015,2015-09-16 14:00:00,NA,9.84894742752459,9.84894742752459,0.121675236353835,0.12961,210025,9726.25,2821,34138.75,1308.4415585875,NA,3113.958471525,14769.716883875,50813.4175,25.38125,877.0675,17.55375,2650.6017431625,309.276349175,269.12538245,40.150966725,10094.375,577.0062995625,NA,NA,NA,567.7227272375,73.1720779875,382.4484271625,NA,NA,3816.46712816578,3816.46712816578,0.0916066195142828,NA,218.014482199888,1034.05752135802,3.55754933997048,0.00177699225180289,0.0614052559195523,0.00122897326727742,0.185573947706083,0.0216530579128239,0.0188420081507861,0.00281104976203776,0.706727452816266,NA,NA,0.0397474075340437,0.00512292403376921,0.0267759819465931,0.267198523162218,0.267198523162218
"MR","ID","UP_2",2015-09-16,"15:15",43.3,443.9,509,18.3,2.14,22.8,NA,4.714285714,NA,143355,10.37465482,10.26749992,124.86,0.0148,1.1312,0.0337,7.626759541,0.411474926,0.0250675,0.386407426,46.74,0.014012771,NA,NA,0.057085298,1.377168988,NA,1,NA,NA,NA,NA,1.961942857,0.201314286,0.612789212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-09-16 14:15:00,2015,2015-09-16 14:15:00,NA,19.7376112047081,19.7376112047081,0.013596226410635,0.12961,22039.7,792.39,92.662,987.24,204.1285714162,NA,449.222553706,444.582746536,5406.438,0.64084,48.98096,1.45921,330.2386881253,17.8168642958,16.7314415458,1.08542275,2023.842,59.6314171804,NA,NA,NA,84.9521257081,8.7169085838,26.5337728796,NA,NA,854.638565163859,854.638565163859,0.127896934146001,NA,281.46078214152,278.553706919494,3.38740843603221,0.000401518859949356,0.0306890631334265,0.000914269295965764,0.206911337568257,0.0111631718368423,0.0104830992678031,0.000680072569039222,1.26803996716439,NA,NA,0.0532268283262448,0.00546158666258369,0.016624758499426,0.535474537097164,0.535474537097164
"SMD_SIDE","SMD","SIDE",2015-10-02,"10:45",113.1825,401.4,485.8,16.1,2.16,22,NA,NA,NA,143356,13.047,26.07909966,100.499,0.3094,8.1053,0.2621,7.857343307,0.656676935,0.3354791,0.321197835,47.2,NA,0.859161847,20.72707163,0.318144394,7.701262499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-02 09:45:00,2015,2015-10-02 09:45:00,NA,24.4626284825363,24.4626284825363,NA,0.060809,54984.0585,1822.23825,244.4742,2490.015,NA,NA,1476.6920775,2951.69769726795,11374.7280675,35.0186655,917.37811725,29.66513325,889.313758844528,74.3243371956375,36.3539739598875,37.97036323575,5342.214,871.648142793068,2345.94178476248,NA,NA,NA,NA,NA,NA,NA,2768.74144822467,2768.74144822467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMD_OUT","SMD","OUT",2015-10-02,"12:00",113.8,379.6,458.2,16.1,4.7,47.7,NA,2.714285714,NA,143357,19.897,20.07130051,104.8576,0.1882,9.4718,0.1558,9.378045103,0.599557572,0.208271301,0.391286272,5.25,NA,0.490038985,11.82207192,0.324152901,7.846709311,NA,NA,71.94736842,1.952857143,28.05263158,0.761428571,1.330971429,0.152971429,0.752529001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-02 11:00:00,2015,2015-10-02 11:00:00,NA,23.9672223997677,23.9672223997677,1.17429751056656,0.060809,52143.16,1832.18,534.86,5428.26,308.8857142532,NA,2264.2786,2284.113998038,11932.79488,21.41716,1077.89084,17.73004,1067.2215327214,68.2296516936,44.5283777536,23.7012740538,597.45,892.9555195918,1345.351784496,222.2351428734,86.6505713798,151.4645486202,17.4081486202,85.6378003138,NA,NA,2727.46990909357,2727.46990909357,2.41994325024246,NA,17739.3303150526,17894.7293360594,93.4866362991233,0.167791223063421,8.44465944002186,0.138904742578539,8.36107150784431,0.534540373553748,0.348854421608961,0.185685952836344,4.68067970819852,1.74108548614298,0.678857764099485,1.18663827807853,0.136382907362749,0.670923280916496,21.3681698187569,21.3681698187569
"SMD_DOWN","SMD","DOWN",2015-10-02,"12:30",114.9955,380.9,460.4,16,8.68,87.9,NA,NA,NA,143358,23.489,25.1298008,106.3059,0.1814,9.5351,0.0839,9.426028412,0.575270599,0.206529801,0.368740799,47.78,NA,0.243724674,5.87979878,0.327005212,7.915754678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-02 11:30:00,2015,2015-10-02 11:30:00,NA,25.5627487860382,25.5627487860382,NA,0.060809,52943.9282,1839.928,998.16094,10108.10445,NA,NA,2701.1292995,2889.8140078964,12224.70012345,20.8601837,1096.49359205,9.64812245,1083.95085025215,66.1535301673045,42.4035325514045,23.7499977308955,5494.48499,910.276167073949,676.15040060549,NA,NA,NA,NA,NA,NA,NA,2939.60107802485,2939.60107802485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMD_UP","SMD","UP",2015-10-02,"13:00",111.9,398.1,485.5,15.6,5.08,51,NA,3.75,NA,143359,24.791,24.21969986,117.9264,0.0993,10.1431,0.1805,9.825889321,0.532543517,0.1235197,0.409023817,39.6,NA,0.474999171,11.45924004,0.32999414,7.9881071,NA,NA,67.54643206,2.532991202,32.45356794,1.217008798,1.9218,0.21415,0.746693517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-02 12:00:00,2015,2015-10-02 12:00:00,NA,24.0227803678239,24.0227803678239,1.15469148886114,0.060809,54327.45,1745.64,568.452,5706.9,419.625,NA,2774.1129,2710.184414334,13195.96416,11.11167,1135.01289,20.19795,1099.5170150199,59.5916195523,45.7697651223,13.82185443,4431.24,893.86918449,1282.288960476,283.4417155038,136.1832844962,215.04942,23.963385,83.5550045523,NA,NA,2688.1491231595,2688.1491231595,3.34334264871323,NA,22102.6153611332,21593.2681282592,105.138230007791,0.0885317133379263,9.04316235204351,0.160926226158063,8.76035062091605,0.47479345404849,0.364668472457487,0.110124981591004,35.3056983704117,2.2583086705232,1.08503397819003,1.71339624061256,0.190927154192517,0.665720608241007,21.4177029718444,21.4177029718444
"ID_UP","ID","UP_1",2015-10-02,"13:50",337.8,300.8,365.2,15.8,8.67,87.5,NA,2.375,NA,143360,12.34165911,10.3217001,76.4231,0.0764,5.9928,0.0136,8.321913733,0.477416206,0.0867217,0.390694506,34.72,1.802286695,0.385756299,9.30627735,0.330227965,7.993767251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-02 12:50:00,2015,2015-10-02 12:45:00,NA,21.300309078316,21.300309078316,1.77570231280694,0.12961,123364.56,5337.24,2928.726,29557.5,802.275,NA,4169.012447358,3486.67029378,25815.72318,25.80792,2024.36784,4.59408,2811.1424590074,161.2711943868,131.9766041268,29.29459026,11728.416,2700.2945773878,3143.66048883,NA,NA,NA,NA,NA,NA,NA,7195.24440665516,7195.24440665516,1.07866819001772,NA,5605.28635536815,4687.8692904306,34.7095439800181,0.0346990525125699,2.7217864122687,0.00617679468810144,3.77961415741418,0.216831020973114,0.177444099215531,0.0393869217575829,15.768993497859,NA,NA,NA,NA,NA,9.67409088013688,9.67409088013688
"ID","ID","OUT",2015-10-02,"14:10",387.5,348.7,425,15.6,7.47,75,NA,2.75,NA,143361,11.12166599,14.72270012,88.795,0.0669,3.6387,0.0131,7.019389326,0.445637276,0.0816227,0.364014576,37.52,2.101347089,0.334262365,8.063998654,0.347835753,8.419995729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-02 13:10:00,2015,2015-10-02 13:15:00,NA,19.2832644316968,19.2832644316968,2.03695869216308,0.12961,164687.5,6045,2894.625,29062.5,1065.625,NA,4309.645571125,5705.0462965,34408.0625,25.92375,1409.99625,5.07625,2720.013363825,172.68444445,141.0556482,31.62879625,14539,3262.7483449875,3124.799478425,NA,NA,NA,NA,NA,NA,NA,7472.26496728252,7472.26496728252,1.24898422002051,NA,5051.19466249048,6686.69822762695,40.3285650242623,0.030384379752499,1.65261050232314,0.00594970664809771,3.18803872812888,0.202397791118882,0.165326713193257,0.0370710779256248,17.0406865218799,NA,NA,NA,NA,NA,8.75799744933533,8.75799744933533
"MR","ID","UP_2",2015-10-02,"14:25",43.3,297,374.3,14.2,4.19,40.8,NA,3.2,NA,143362,15.09321281,6.754799843,86.7744,0.0188,3.338,0.0162,9.058587372,0.454000152,0.0255548,0.428445352,38.08,0.234808591,0.639341513,15.42395929,0.338206029,8.186890768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-02 13:25:00,2015,2015-10-02 13:30:00,NA,21.1429236650932,21.1429236650932,0.227613706762997,0.12961,16207.19,614.86,181.427,1766.64,138.56,NA,653.536114673,292.4828332019,3757.33152,0.81404,144.5354,0.70146,392.2368332076,19.6582065816,18.5516837416,1.10652284,1648.864,354.4923702544,667.857437257,NA,NA,NA,NA,NA,NA,NA,915.488594698537,915.488594698537,1.45336345602387,NA,6854.97622876417,3067.86851392874,39.4108568369993,0.00853851030414023,1.5160397550649,0.00735765249612084,4.11419370302003,0.206196009358151,0.194589630468776,0.0116063788893746,17.295025126684,NA,NA,NA,NA,NA,9.60261019010899,9.60261019010899
"LH_OUT","LH","OUT",2015-10-06,"12:45",1.113657,241.3,330.4,10.9,1.89,17.5,NA,313.6,60.613,142412,17.37845381,2.5,60.6132,0.0113,2.9479,NA,6.613482412,0.403446307,0.0138,0.389646307,NA,0.002918063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 11:45:00,2015,2015-10-06 11:45:00,NA,16.9730401474073,16.9730401474073,0.00275716843880922,0.003607,367.9522728,12.1388613,2.10481173,19.4889975,349.2428352,67.502091741,19.3536367346832,2.7841425,67.5023144724,0.0125843241,3.2829494703,NA,7.36515098250068,0.449300803914699,0.433932337314699,0.0153684666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9021449714412,18.9021449714412,67.0813267785983,12.965562691426,3717.37799405417,534.768230058979,12.9656054728844,0.00241715239986658,0.630577306156346,NA,1.41467211359657,0.0863001070072886,0.083348186377363,0.00295192062992556,NA,NA,NA,NA,NA,NA,3.6306570553396,3.6306570553396
"LH_IN","LH","UP",2015-10-06,"12:55",1.061859,335.5,466.5,10.3,9.79,87.7,NA,2.111801242,95.461,142413,9.719812214,28.23469925,95.4613,0.1399,5.1683,NA,3.237095272,0.323894773,0.168134699,0.155760073,NA,0.002782339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 11:55:00,2015,2015-10-06 12:00:00,NA,20.7825741838218,20.7825741838218,0.00262892804630647,0.003607,495.3572235,10.9371477,10.39559961,93.1250343,2.24243515502888,101.366121999,10.3210700777458,29.9812695109058,101.3664405567,0.1485540741,5.4880058697,NA,3.43733874843065,0.343930579763007,0.165395235355707,0.178535343345441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0681634402588,22.0681634402588,0.451729684968277,20.4198040038641,2079.13870967457,6039.60805766803,20.4198681760517,0.0299256301541004,1.10553705736553,NA,0.692438283655891,0.0692834537930259,0.0333182154208269,0.0359652381582917,NA,NA,NA,NA,NA,NA,4.44554416494073,4.44554416494073
"PTEB","BRDS","UP_2",2015-10-06,"13:20",2.51,714,946,12.2,10.15,94.8,NA,3.5,250.144,142415,21.04309299,36.90069962,250.1437,0.5457,5.836,NA,7.182372527,0.748077707,0.5826007,0.165477007,NA,0.006350047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 12:20:00,2015,2015-10-06 12:15:00,NA,43.4040514583395,43.4040514583395,0.00621420489559276,0.061656,2374.46,30.622,25.4765,237.948,8.785,627.86144,52.8181634049,92.6207560462,627.860687,1.369707,14.64836,NA,18.02775504277,1.87767504457,0.41534728757,1.462327757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.944169160432,108.944169160432,0.74867552208257,53.5076256559493,4501.27103729152,7893.32872949017,53.5075614837617,0.116729209257274,1.24836295624968,NA,1.53636185755521,0.160019276527588,0.0353967384595389,0.124622538068049,NA,NA,NA,NA,NA,NA,9.28444311030601,9.28444311030601
"BRDS","BRDS","UP_1",2015-10-06,"13:30",4.9014,288.6,385.1,11.2,10.28,93.9,NA,5.5,73.832,142416,9.178445062,7.946100235,73.8323,0.1791,5.4198,NA,4.735658804,0.424908217,0.1870461,0.237862117,NA,0.012842907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 12:30:00,2015,2015-10-06 12:30:00,NA,19.9092603047841,19.9092603047841,0.0121347824204217,0.061656,1887.52914,54.89568,50.386392,460.24146,26.9577,361.8801648,44.9872306268868,38.947015691829,361.88163522,0.87784074,26.56460772,NA,23.2113580619256,2.0826451348038,1.1658573802638,0.91678775454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5832484578685,97.5832484578685,1.17649010612975,15.7932031846858,1963.33632819973,1699.72878341687,15.7932673568734,0.0383107960014252,1.15933474130946,NA,1.01299195071132,0.0908909660570426,0.0508804413224687,0.0400105247345739,NA,NA,NA,NA,NA,NA,4.25873595798914,4.25873595798914
"BRDS_OUT","BRDS","OUT",2015-10-06,"13:45",8.32,295.3,356.4,14.3,5.61,57.3,NA,2.428571429,72.982,142417,12.24871611,49.36059952,72.9823,0.0344,3.4831,NA,6.100995079,0.394254911,0.0837606,0.310494311,NA,0.021048761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 12:45:00,2015,2015-10-06 12:45:00,NA,19.6492974681266,19.6492974681266,0.0205984799726421,0.061656,2965.248,118.976,46.6752,476.736,20.20571428928,607.21024,101.9093180352,410.6801880064,607.212736,0.286208,28.979392,NA,50.76027905728,3.28020085952,2.58331266752,0.696888192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.482154934813,163.482154934813,0.519489137863254,15.6113819864658,2620.08969385584,10558.5921759842,15.6114461586534,0.00735841084561155,0.745060488847372,NA,1.30504733599815,0.0843340003790121,0.0664169972547408,0.0179170031242712,NA,NA,NA,NA,NA,NA,4.20312801157296,4.20312801157296
"OMPD","OMPD","OUT",2015-10-06,"14:00",50.59,220.5,298.2,12.6,6.42,61,NA,7.5,58.104,142418,5.487305392,61.57749939,58.1035,0.1255,3.7801,NA,7.32435194,0.641917081,0.187077499,0.454839582,NA,0.127987599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 13:00:00,2015,2015-10-06 13:00:00,NA,16.103154232518,16.103154232518,0.125249651660573,0.091525,15085.938,637.434,324.7878,3085.99,379.425,2939.48136,277.60277978128,3115.2056941401,2939.456065,6.349045,191.235259,NA,370.5389646446,32.47458512779,23.01033445338,9.46425067441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814.658572623084,814.658572623084,1.60430469017694,12.4288692957388,1173.77463690917,13171.8761440993,12.4287623420927,0.0268453651489607,0.808590954578378,NA,1.56673228931314,0.137310744500398,0.0972935032907623,0.0400172412096362,NA,NA,NA,NA,NA,NA,3.44458211491615,3.44458211491615
"OMPD_IN","OMPD","UP_1",2015-10-06,"14:10",43.173633,193,257.5,11.8,9.93,92.1,NA,3.125,55.042,142419,16.55693862,32.88150024,55.0419,0.1864,5.0081,NA,6.323688816,0.442739526,0.2192815,0.223458025,NA,0.109224938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 13:10:00,2015,2015-10-06 13:15:00,NA,28.2992245008878,28.2992245008878,0.106888359723709,0.091525,11117.2104975,509.4488694,428.71417569,3976.2915993,134.917603125,2376.363107586,714.823191583406,1419.61382385117,2376.3587902227,8.0475651912,216.2178714273,NA,273.016620148189,19.114673810118,9.64749476225483,9.4671790046895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1221.78033278594,1221.78033278594,0.66846024112452,11.7738843494323,3541.6496583069,7033.59218526924,11.7738629587045,0.0398723164625954,1.07126903474423,NA,1.35268305623673,0.094705206497701,0.0477992976872669,0.0469059085965269,NA,NA,NA,NA,NA,NA,6.05341005872012,6.05341005872012
"CLGB","OMPD","UP_2",2015-10-06,"14:20",2.006,1263,1642,12.9,9.03,85.9,NA,2.375,469.632,142420,10.2536078,45.60430145,469.6319,1.3588,12.5372,NA,2.863669966,1.46895652,1.404404301,0.064552219,NA,0.005074978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 13:20:00,2015,2015-10-06 13:15:00,NA,44.3620685758301,44.3620685758301,0.00496641235878848,0.091525,3293.852,25.8774,18.11418,172.3154,4.76425,942.081792,20.5687372468,91.4822287087,942.0815914,2.7257528,25.1496232,NA,5.744521951796,2.94672677912,0.129491751314,2.817235027806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9903095631151,88.9903095631151,0.50802981855603,100.457709367623,2193.32147796998,9755.09262779705,100.457687976894,0.290657228401656,2.68179850155817,NA,0.61255988767635,0.314220511293599,0.0138081903604038,0.300412320933195,NA,NA,NA,NA,NA,NA,9.48936995762067,9.48936995762067
"HAM","OMPD","UP_3",2015-10-06,"14:30",1.7364,627,886,9.7,5.42,48,NA,5.125,97.698,142421,16.84465822,60.92789841,97.698,0.5709,6.454,NA,3.14665633,0.839532099,0.631827898,0.207704201,NA,0.004392917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 13:30:00,2015,2015-10-06 13:30:00,NA,15.1496999812729,15.1496999812729,0.0042989423827519,0.091525,1538.4504,16.84308,9.411288,83.3472,8.89905,169.6428072,29.249064533208,105.795202799124,169.6428072,0.99131076,11.2067256,NA,5.463854051412,1.4577635367036,0.3606575746164,1.0971059620872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3059390474822,26.3059390474822,1.09627487162091,20.8983146161208,3603.19522490313,13032.9217575716,20.8983146161208,0.122119673016268,1.38055766272026,NA,0.673092734479193,0.179582037863972,0.0444294431778338,0.135152594686138,NA,NA,NA,NA,NA,NA,3.24063129796394,3.24063129796394
