"Sample","Site","Location","Date","Time","CArea.km2","Cond.uScm","Sp_Cond.uScm","Temp.C","DO.mgL","DO.pct","pH","TSS.mgL","Chl.mgL","UNH_ID","PO4.ugL","NH4.ugL","Cl.mgL","NO3.mgL","SO4.mgL","Br.mgL","DOC.mgL","TDN.mgL","DIN.mgL","DON.mgL","TDP.mgL","Q_est.m3s","CH4.mM","CH4.uatm","N2O.mM","N2O.uatm","CO2.ppm","Gas_Flag","AFDM.pct","AFDM.mgL","Ash.pct","Ash.mgL","PC.mgL","PN.mgL","TN.mgL","NAr_sat","NAr_calc.A","NAr_calc.B","NAr_calc.C","NArcalc.mean","N2.mM.A","N2.mM.B","N2.mM.C","N2.mM.mean","Notes","DateTime","Year","DateTime15","NArDisEq","DOCtoDON","DOCtoTDN","Discharge.m3s","SArea.km2","Sp_CondCA","TempCA","DO.mgLCA","DO.pctCA","TSSCA","ChlCA","PO4CA","NH4CA","ClCA","NO3CA","SO4CA","BrCA","DOCCA","TDNCA","DONCA","DINCA","TDPCA","N2OCA","CH4CA","AFDM.mgLCA","Ash.mgLCA","PCCA","PNCA","TNCA","NArCA","N2CA","DOCtoDONCA","DOCtoTDNCA","TSS.kgkm2Day","Chl.kgkm2Day","PO4.kgkm2Day","NH4.kgkm2Day","Cl.kgkm2Day","NO3.kgkm2Day","SO4.kgkm2Day","Br.kgkm2Day","DOC.kgkm2Day","TDN.kgkm2Day","DON.kgkm2Day","DIN.kgkm2Day","TDP.kgkm2Day","AFDM.kgkm2Day","Ash.kgkm2Day","PC.kgkm2Day","PN.kgkm2Day","TN.kgkm2Day","DOCtoDON.kgkm2Day","DOCtoTDN.kgkm2Day"
"SMD_DOWN","SMD","DOWN",2018-01-03,"9:35",114.9955,NA,923,0,NA,NA,NA,15.2173913,NA,168877,NA,177.5624908,241.6192,0.2494,6.1954,0.0797,8.097437518,0.714937958,0.426962491,0.287975467,NA,NA,1.40731072,33.8932907,0.143907167,3.465821292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-03 09:35:00,2018,2018-01-03 09:30:00,NA,28.1184977399481,28.1184977399481,NA,0.060809,106140.8465,0,NA,NA,1749.93152123915,NA,NA,20418.8874107914,27785.1207136,28.6798777,712.4431207,9.16514135,931.168876101169,82.214647949189,33.1158828153985,49.0987651337905,NA,398.553852384186,3897.57591069185,NA,NA,NA,NA,NA,NA,NA,3233.5007068542,3233.5007068542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMD_OUT","SMD","OUT",2018-01-03,"9:50",113.8,NA,924,0.1,NA,NA,NA,13.6,NA,159510,NA,171.5598171,233.4195,0.2227,6.6274,0.0615,8.674011969,0.762066401,0.394259817,0.367806584,NA,NA,0.460620688,11.09346404,0.157150705,3.78477507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-03 09:50:00,2018,2018-01-03 09:45:00,NA,23.5830796574321,23.5830796574321,0.374656824799807,0.060809,105151.2,11.38,NA,NA,1547.68,NA,NA,19523.50718598,26563.1391,25.34326,754.19812,6.9987,987.1025620722,86.7231564338,41.8563892592,44.8667671746,NA,430.707402966,1262.436207752,NA,NA,NA,NA,NA,NA,NA,2683.75446501578,2683.75446501578,3.86851278921587,NA,NA,48800.099012271,66.3960530148804,0.0633468969234098,1.88516041612127,0.01749364239241,2.46731810558,0.216769383713251,0.104622387806015,0.112146995907236,NA,NA,NA,NA,NA,NA,6.70819450469652,6.70819450469652
"SMD_UP","SMD","UP",2018-01-03,"10:30",111.9,NA,875,0,NA,NA,NA,13.09090909,NA,159511,NA,180.4109145,231.9425,0.2311,6.8208,0.0715,8.474076978,0.730536563,0.411510914,0.319025648,NA,NA,3.817298517,91.93478489,0.219482711,5.285962244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-03 10:30:00,2018,2018-01-03 10:30:00,NA,26.5623689854554,26.5623689854554,0.368401570255698,0.060809,97912.5,0,NA,NA,1464.872727171,NA,NA,20187.98133255,25954.36575,25.86009,763.24752,8.00085,948.2492138382,81.7470413997,35.6989700112,46.0480712766,NA,591.4991751036,10287.502429191,NA,NA,NA,NA,NA,NA,NA,2972.32908947246,2972.32908947246,3.72370214978877,NA,NA,51317.7889748074,65.9759211479927,0.0657362724696902,1.94017294357968,0.0203381370903628,2.41044670339652,0.207800738011419,0.090746676424697,0.117054061302273,NA,NA,NA,NA,NA,NA,7.55565177441948,7.55565177441948
"PD_UP","PD","UP_1",2018-01-03,"11:30",55.7,NA,346.6,0.1,NA,NA,NA,NA,NA,168878,NA,19.87836188,66.8066,0.0661,2.0105,0.0838,9.215631309,0.465495758,0.085978362,0.379517396,NA,NA,4.177821154,100.6175146,0.030006188,0.722660921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-03 11:30:00,2018,2018-01-03 11:30:00,NA,24.2825003705496,24.2825003705496,0.325932093246223,0.162161,19305.62,5.57,NA,NA,NA,NA,NA,1107.224756716,3721.12762,3.68177,111.98485,4.66766,513.3106639113,25.9281137206,21.1391189572,4.7889947634,NA,40.2522132997,5604.39556322,NA,NA,NA,NA,NA,NA,NA,1352.53527063961,1352.53527063961,NA,NA,NA,10050.0047191134,33.7757532195565,0.0334185138566052,1.01645873084273,0.0423671930587521,4.65919368528262,0.235343062615945,0.191874543979557,0.0434685186363876,NA,NA,NA,NA,NA,NA,12.2766274600035,12.2766274600035
"PD","PD","OUT",2018-01-03,"12:00",63.9,NA,386,0.3,NA,NA,NA,NA,NA,168879,NA,42.55895577,78.3715,0.2724,2.1776,0.1363,8.604957209,0.593210949,0.314958956,0.278251994,NA,NA,0.897489296,21.61488943,0.053102706,1.278911205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-03 12:00:00,2018,2018-01-03 12:00:00,NA,30.9250513726777,30.9250513726777,0.373914914873136,0.162161,24665.4,19.17,NA,NA,NA,NA,NA,2719.517273703,5007.93885,17.40636,139.14864,8.70957,549.8567656551,37.9061796411,17.7803024166,20.1258772884,NA,81.7224259995,1381.191434577,NA,NA,NA,NA,NA,NA,NA,1976.1107827141,1976.1107827141,NA,NA,NA,21516.7481561633,39.6226786492123,0.137718656195753,1.10094032941216,0.068909885607493,4.35045206844874,0.299912682587692,0.140677278625069,0.159235404468198,NA,NA,NA,NA,NA,NA,15.6349358216953,15.6349358216953
"PD","PD","OUT",2018-02-13,"9:45",63.9,NA,281.1,0.2,12.13,83.4,6.883,9.62962963,NA,168886,NA,12.96618088,59.7726,0.1729,2.5036,0.0909,5.919847947,0.401687245,0.185866181,0.215821065,NA,NA,0.79362695,19.14605811,0.036429121,0.878843732,2194.787834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-13 09:45:00,2018,2018-02-13 09:45:00,NA,27.4294260710835,27.4294260710835,2.63052422568645,0.162161,17962.29,12.78,775.107,5329.26,615.333333357,NA,NA,828.538958232,3819.46914,11.04831,159.98004,5.80851,378.2782838133,25.6678149555,13.7909660535,11.8768489659,NA,56.1581144748,1223.433113229,NA,NA,NA,NA,NA,NA,NA,1752.74032594223,1752.74032594223,34.2503310775477,NA,NA,46117.6602854838,212.597100618275,0.614964694473717,8.90471723010062,0.323309952155355,21.0555088725143,1.42870719430546,0.767624842676213,0.661082355186013,NA,NA,NA,NA,NA,NA,97.5600267402733,97.5600267402733
"WB","PD","UP_2",2018-02-13,"10:00",6,NA,554,0.2,11.22,77.3,6.951,8.510638298,NA,168887,NA,41.69493314,140.4166,0.8326,3.8259,0.1088,5.118338191,1.138037478,0.874294933,0.263742545,NA,NA,0.782376975,18.87465519,0.051685808,1.246907614,1473.44257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-13 10:00:00,2018,2018-02-13 10:00:00,NA,19.4065701117732,19.4065701117732,0.246997579876662,0.162161,3324,1.2,67.32,463.8,51.063829788,NA,NA,250.16959884,842.4996,4.9956,22.9554,0.6528,30.710029146,6.828224868,1.58245527,5.245769598,NA,7.481445684,113.24793114,NA,NA,NA,NA,NA,NA,NA,116.439420670639,116.439420670639,30.2703417044875,NA,NA,148299.085133269,499.428869392933,2.96136266407644,13.6078277882417,0.386976048344363,18.204726904809,4.04773204139913,0.938070292687366,3.10966174871176,NA,NA,NA,NA,NA,NA,69.0246122589322,69.0246122589322
"PD_UP","PD","UP_1",2018-02-13,"10:20",55.7,NA,250.7,0.1,11.85,81.5,6.791,6,NA,168888,NA,6.270005543,50.5358,0.0789,2.4415,0.0817,5.874460007,0.2964032,0.085170006,0.211233195,NA,NA,0.281585189,6.793174536,0.033741032,0.813994233,2600.905455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-13 10:20:00,2018,2018-02-13 10:15:00,NA,27.8103070258441,27.8103070258441,2.29296086652168,0.162161,13963.99,5.57,660.045,4539.55,334.2,NA,NA,349.2393087451,2814.84406,4.39473,135.99155,4.55069,327.2074223899,16.50965824,11.7656889615,4.7439693342,NA,45.3394787781,378.3798216552,NA,NA,NA,NA,NA,NA,NA,1549.03410133952,1549.03410133952,21.3405909013436,NA,NA,22300.9372070532,179.743972278686,0.280628770352668,8.68384211427172,0.290587712773295,20.8940746292818,1.05423657217485,0.751306866546455,0.302929709185163,NA,NA,NA,NA,NA,NA,98.91473084655,98.91473084655
"SMD_UP","SMD","UP",2018-02-13,"10:55",111.9,NA,612,0.3,9.91,68.5,6.521,7.058823529,NA,159516,NA,14.83062937,165.8567,0.4278,4.3098,0.0811,7.924555057,0.736621268,0.442630629,0.293990639,NA,NA,0.440008341,10.61509474,0.064540704,1.557028858,2770.672928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-13 10:55:00,2018,2018-02-13 11:00:00,NA,26.9551271562766,26.9551271562766,5.25109700886853,0.060809,68482.8,33.57,1108.929,7665.15,789.8823528951,NA,NA,1659.547426503,18559.36473,47.87082,482.26662,9.07509,886.7577108783,82.4279198892,32.8975525041,49.5303673851,NA,174.2315292102,1187.829101406,NA,NA,NA,NA,NA,NA,NA,3016.27872878735,3016.27872878735,28.6197622797525,NA,NA,60130.2873325472,672.460404627324,1.73450069306558,17.4739389597336,0.328817218811637,32.1298416049622,2.98660612405994,1.19197514516197,1.79463097889797,NA,NA,NA,NA,NA,NA,109.288655292736,109.288655292736
"SMD_SIDE","SMD","SIDE",2018-02-13,"11:25",113.1825,NA,550,2.5,9.12,67.3,6.36,NA,NA,168889,NA,22.68643541,186.4937,0.5317,4.2467,0.0933,8.046891857,0.80377904,0.554386435,0.249392605,NA,NA,0.757694195,18.27918908,0.063605378,1.534464357,2763.71931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-13 11:25:00,2018,2018-02-13 11:30:00,NA,32.2659601594843,32.2659601594843,NA,0.060809,62250.375,282.95625,1032.2244,7617.18225,NA,NA,NA,2567.70747579233,21107.82320025,60.17913525,480.65212275,10.55992725,910.767337604903,90.9737211948,28.2268785154125,62.7468426793875,NA,173.674512086153,2068.8843180471,NA,NA,NA,NA,NA,NA,NA,3651.94203575083,3651.94203575083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMD_OUT","SMD","OUT",2018-02-13,"11:35",113.8,NA,582,0.3,9.9,68.4,6.534,9.5,NA,159517,NA,18.06883573,161.4811,0.4516,4.0929,0.0177,8.210689565,0.738833889,0.469668836,0.269165053,NA,NA,0.677265271,16.33886076,0.064909911,1.565935897,2688.796838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-13 11:35:00,2018,2018-02-13 11:30:00,NA,30.5042927136607,30.5042927136607,5.34025772662412,0.060809,66231.6,34.14,1126.62,7783.92,1081.1,NA,NA,2056.233506074,18376.54918,51.39208,465.77202,2.01426,934.376472497,84.0792965682,30.6309830314,53.4483135368,NA,178.2035050786,1859.362354488,NA,NA,NA,NA,NA,NA,NA,3471.38851081459,3471.38851081459,38.5174300704137,NA,NA,73259.4859667439,654.719681783524,1.83099699155777,16.5945252142312,0.0717640539206655,33.289964331554,2.99557712139045,1.09132064277123,1.90425647861922,NA,NA,NA,NA,NA,NA,123.678627520616,123.678627520616
"SMD_DOWN","SMD","DOWN",2018-02-13,"11:50",114.9955,NA,601,0.2,11.4,78.6,6.633,9.189189189,NA,168890,NA,28.73459378,161.6997,0.4396,3.9954,0.1041,7.390829817,0.772365619,0.468334594,0.304031025,NA,NA,0.408861023,9.863673224,0.060618037,1.462395468,1268.036136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-13 11:50:00,2018,2018-02-13 11:45:00,NA,24.3094592632446,24.3094592632446,NA,0.060809,69112.2955,22.9991,1310.9487,9038.6463,1056.71540538365,NA,NA,3304.34897902799,18594.73785135,50.5520218,459.4530207,11.97103155,849.912170220824,88.8185705397145,34.9621997353875,53.856370804327,NA,168.168898040394,1134.27803423049,NA,NA,NA,NA,NA,NA,NA,2795.47842270644,2795.47842270644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID_UP","ID","UP_1",2018-02-13,"12:45",337.8,NA,494,0.3,10.73,74.2,6.782,10,NA,168891,NA,10.37411301,127.0389,0.3145,3.5739,0.0864,6.183923234,0.515659065,0.324874113,0.190784952,NA,NA,0.427582995,10.31533629,0.043710928,1.054515557,2140.662905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-13 12:45:00,2018,2018-02-13 12:45:00,NA,32.4130554803924,32.4130554803924,10.2819368528588,0.12961,166873.2,101.34,3624.594,25064.76,3378,NA,NA,3504.375374778,42913.74042,106.2381,1207.26342,29.18592,2088.9292684452,174.189632157,64.4471567856,109.7424753714,NA,356.2153551546,3484.520598762,NA,NA,NA,NA,NA,NA,NA,10949.1301412766,10949.1301412766,26.2983820037597,NA,NA,27282.2386887153,334.091752153743,0.827084114018243,9.39877874432368,0.227218020512484,16.2627175489657,1.35609990750716,0.501733554826496,0.85436635268066,NA,NA,NA,NA,NA,NA,85.2410914932416,85.2410914932416
"ID","ID","OUT",2018-02-13,"13:05",387.5,NA,462,0.3,10.47,72.6,6.734,7.179487179,NA,168892,NA,10.37411301,118.7423,0.2706,3.2912,0.0921,6.204554116,0.50059044,0.280974113,0.219616327,NA,NA,0.544448405,13.13468601,0.037556175,0.906033643,2375.97361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-13 13:05:00,2018,2018-02-13 13:00:00,NA,28.2517889300644,28.2517889300644,11.7947025769177,0.12961,179025,116.25,4057.125,28132.5,2782.0512818625,NA,NA,4019.968791375,46012.64125,104.8575,1275.34,35.68875,2404.26471995,193.9787955,85.1013267125,108.8774687875,NA,351.0880366625,5089.690828875,NA,NA,NA,NA,NA,NA,NA,10947.5682103999,10947.5682103999,18.8808896424437,NA,NA,27282.2386887153,312.273036540504,0.711634217021737,8.65532348507739,0.242208098254627,16.3169734305568,1.31647186185501,0.577555406170861,0.738916455684154,NA,NA,NA,NA,NA,NA,74.2976337572423,74.2976337572423
"MR","ID","UP_2",2018-02-13,"13:20",43.3,NA,329,0.6,8.74,60.9,6.577,8.666666667,NA,168893,NA,7.782045136,79.9384,0.1089,2.3025,0.0907,5.159599954,0.336897064,0.116682045,0.220215019,NA,NA,0.371668942,8.966423277,0.044286762,1.068407413,3064.664403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-13 13:20:00,2018,2018-02-13 13:15:00,NA,23.429827708527,23.429827708527,1.31796289440138,0.12961,14245.7,25.98,378.442,2636.97,375.2666666811,NA,NA,336.9625543888,3461.33272,4.71537,99.69825,3.92731,223.4106780082,14.5876428712,9.5353103227,5.0523325485,NA,46.2620409829,388.2461278941,NA,NA,NA,NA,NA,NA,NA,1014.51153977922,1014.51153977922,22.7919310708017,NA,NA,20465.5195757028,210.225057996934,0.286389380020943,6.05520245636567,0.2385263247741,13.5689130576873,0.885984768501708,0.57912986926272,0.306854899238988,NA,NA,NA,NA,NA,NA,61.6166559361117,61.6166559361117
"PD","PD","OUT",2018-03-06,"9:45",63.9,NA,230.1,3.8,10.29,78.3,7.052,1,NA,168900,NA,6.918022511,48.2727,0.1417,2.3433,0.0839,5.253470466,0.335768144,0.148618023,0.187150121,NA,NA,0.22705224,5.496211566,0.031598939,0.764909664,1234.096433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-06 09:45:00,2018,2018-03-06 09:45:00,NA,28.0708900316447,28.0708900316447,2.80108190615489,0.162161,14703.39,242.82,657.531,5003.37,63.9,NA,NA,442.0616384529,3084.62553,9.05463,149.73687,5.36121,335.6967627774,21.4555844016,11.9588927319,9.4966916697,NA,48.8777275296,351.2079190674,NA,NA,NA,NA,NA,NA,NA,1793.7298730221,1793.7298730221,3.78737835198408,NA,NA,26201.1686967,182.826978971822,0.536671512476144,8.8749636922043,0.317761043731465,19.8968803157161,1.27168099987147,0.708808316846601,0.562872683024872,NA,NA,NA,NA,NA,NA,106.315081226777,106.315081226777
"WB","PD","UP_2",2018-03-06,"10:00",6,NA,577,3.3,10.28,77,7.081,3,NA,168901,NA,21.17439581,149.0648,0.8646,4.6486,0.0829,4.835695111,1.208226842,0.885774396,0.322452446,NA,NA,0.249706364,6.044595766,0.040644648,0.983877484,1425.828315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-06 10:00:00,2018,2018-03-06 10:00:00,NA,14.9966147597466,14.9966147597466,0.26301238555445,0.162161,3462,19.8,61.68,462,18,NA,NA,127.04637486,894.3888,5.1876,27.8916,0.4974,29.014170666,7.249361052,1.934714676,5.314646376,NA,5.903264904,36.267574596,NA,NA,NA,NA,NA,NA,NA,89.9796885584797,89.9796885584797,11.3621350559522,NA,NA,80195.4483071365,564.564796562837,3.27456732312544,17.6060070070332,0.31397366537948,18.3146069801967,4.57601218567689,1.22124941352472,3.35476277215218,NA,NA,NA,NA,NA,NA,56.7978540941093,56.7978540941093
"PD_UP","PD","UP_1",2018-03-06,"10:25",55.7,NA,200.3,4,10.98,84,7.098,1.2,NA,168902,NA,20.95839016,29.6949,0.0144,1.6003,0.0869,5.070887163,0.249577569,0.03535839,0.214219179,NA,NA,0.153809582,3.723240093,0.03091776,0.748420506,1203.123817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-06 10:25:00,2018,2018-03-06 10:30:00,NA,23.6714900443158,23.6714900443158,2.44163164589715,0.162161,11156.71,222.8,611.586,4678.8,66.84,NA,NA,1167.382331912,1654.00593,0.80208,89.13671,4.84033,282.4484149791,13.9014705933,11.9320082703,1.969462323,NA,41.6870221842,207.3844731801,NA,NA,NA,NA,NA,NA,NA,1318.50199546839,1318.50199546839,4.5448540223809,NA,NA,79377.3531844202,112.465821424332,0.0545382482685708,6.06094157668013,0.329123178787417,19.2053682665002,0.945244681971413,0.811329081124403,0.13391560084701,NA,NA,NA,NA,NA,NA,89.6528889530483,89.6528889530483
"SMD_UP","SMD","UP",2018-03-06,"11:00",111.9,NA,473,3.6,9.77,74,6.815,0.3,NA,168903,NA,7.782045136,125.7106,0.2904,3.7748,0.0852,8.216065088,0.571614222,0.298182045,0.273432177,NA,NA,0.244085416,5.908530513,0.037052596,0.896925342,1521.08352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-06 11:00:00,2018,2018-03-06 11:00:00,NA,30.04790869218,30.04790869218,6.26832522524621,0.060809,52928.7,402.84,1093.263,8280.6,33.57,NA,NA,870.8108507184,14067.01614,32.49576,422.40012,9.53388,919.3776833472,63.9636314418,30.5970606063,33.3665708355,NA,100.3659457698,661.1645644047,NA,NA,NA,NA,NA,NA,NA,3362.36098265494,3362.36098265494,1.45196595029832,NA,NA,37664.2152038554,608.425035971905,1.40550303988877,18.2696035639536,0.412358329884722,39.7648225107025,2.76654795683421,1.32338070239981,1.4431672544344,NA,NA,NA,NA,NA,NA,145.428467662394,145.428467662394
"SMD_SIDE","SMD","SIDE",2018-03-06,"11:25",113.1825,NA,481,4.5,8.74,69,6.519,NA,NA,168904,NA,8.862073416,122.4236,0.4526,3.8109,0.0901,8.419279273,0.879367586,0.461462073,0.417905512,NA,NA,0.238719966,5.778650045,0.056141103,1.358997286,3026.667785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-06 11:25:00,2018,2018-03-06 11:30:00,NA,20.1463704862548,20.1463704862548,NA,0.060809,54440.7825,509.32125,989.21505,7809.5925,NA,NA,NA,1003.03162440642,13856.209107,51.2263995,431.32718925,10.19774325,952.915076316323,99.529021802445,47.29959061194,52.2294310773225,NA,153.814710322695,654.042058718213,NA,NA,NA,NA,NA,NA,NA,2280.21657756053,2280.21657756053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMD_OUT","SMD","OUT",2018-03-06,"11:45",113.8,NA,476,3.7,9.57,72.6,6.767,1,NA,168905,NA,9.726096041,124.7598,0.3192,3.7343,0.0942,8.106721414,0.542654974,0.328926096,0.213728878,NA,NA,0.250302525,6.059026929,0.038242895,0.925738694,1613.389602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-06 11:45:00,2018,2018-03-06 11:45:00,NA,37.9299301519751,37.9299301519751,6.37475791450419,0.060809,54168.8,421.06,1089.066,8261.88,113.8,NA,NA,1106.8297294658,14197.66524,36.32496,424.96334,10.71996,922.5448969132,61.7541360412,24.3223463164,37.4317897248,NA,105.3490633772,689.5172645202,NA,NA,NA,NA,NA,NA,NA,4316.42605129476,4316.42605129476,4.83988650099439,NA,NA,47073.2009362109,603.82327188676,1.54489177111741,18.0735881606634,0.455917308393672,39.2356115389408,2.62638848336006,1.03442351150488,1.59196497185519,NA,NA,NA,NA,NA,NA,183.576556926204,183.576556926204
"SMD_DOWN","SMD","DOWN",2018-03-06,"11:55",114.9955,NA,443.5,3.7,10.58,80.3,6.79,0.7,NA,168906,NA,7.782045136,126.1953,0.3149,3.6672,0.0946,8.372859789,0.586830098,0.322682045,0.264148053,NA,NA,0.210870722,5.104508566,0.035223428,0.852647004,1520.947843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-06 11:55:00,2018,2018-03-06 12:00:00,NA,31.6976017574508,31.6976017574508,NA,0.060809,51000.50425,425.48335,1216.65239,9234.13865,80.49685,NA,NA,894.900171436888,14511.89162115,36.21208295,421.7114976,10.8785743,962.84119786595,67.482820534559,30.3758374287615,37.1069831057975,NA,98.050568548482,586.995514801453,NA,NA,NA,NA,NA,NA,NA,3645.08156289893,3645.08156289893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID_UP","ID","UP_1",2018-03-06,"12:50",337.8,NA,334.9,3.9,9.88,75.3,6.897,1.8,NA,168907,NA,7.56603948,100.7032,0.1593,3.2896,0.1126,8.101563694,0.453912059,0.166866039,0.287046019,NA,NA,0.206186599,4.991120856,0.031125076,0.753438945,1375.650803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-06 12:50:00,2018,2018-03-06 12:45:00,NA,28.223919363954,28.223919363954,17.7865689236236,0.12961,113129.22,1317.42,3337.464,25436.34,608.04,NA,NA,2555.808136344,34017.54096,53.81154,1111.22688,38.03628,2736.7082158332,153.3314935302,96.9641452182,56.3673479742,NA,254.511675621,1686.0006251568,NA,NA,NA,NA,NA,NA,NA,9534.03996114365,9534.03996114365,8.18877205151552,NA,NA,34420.3181302706,458.13086092121,0.724706326559124,14.9654358559253,0.51225318500036,36.8565879727778,2.06499021254726,1.30586356549222,0.759126642505722,NA,NA,NA,NA,NA,NA,128.399578928763,128.399578928763
"ID","ID","OUT",2018-03-06,"13:15",387.5,NA,371.6,3.9,9.97,75.8,6.921,1.5,NA,168908,NA,5.189977263,91.5828,0.1207,3.0768,0.077,7.234035116,0.40203083,0.125889977,0.276140853,NA,NA,0.221431292,5.360146313,0.03179074,0.769552574,1436.846157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-06 13:15:00,2018,2018-03-06 13:15:00,NA,26.196902911718,26.196902911718,20.4034797451277,0.12961,143995,1511.25,3863.375,29372.5,581.25,NA,NA,2011.1161894125,35488.335,46.77125,1192.26,29.8375,2803.18860745,155.786946625,107.0045805375,48.7823660875,NA,298.201622425,2077.0566962875,NA,NA,NA,NA,NA,NA,NA,10151.2998782907,10151.2998782907,6.82397670959627,NA,NA,23610.8559773641,416.639262799742,0.54910265923218,13.9973410267239,0.350297471092608,32.9099247653237,1.82896601363977,1.2562524996267,0.572713514013073,NA,NA,NA,NA,NA,NA,119.178036888746,119.178036888746
"MR","ID","UP_2",2018-03-06,"13:30",43.3,NA,253,3.3,9.34,69.9,6.773,0.7,NA,168909,NA,2.5,71.7884,0.002,2.5765,0.0863,5.420580609,0.268425622,0.0045,0.263925622,NA,NA,0.22373077,5.415809371,0.024692665,0.597730771,1685.554753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-06 13:30:00,2018,2018-03-06 13:30:00,NA,20.5382886584615,20.5382886584615,2.27992431732653,0.12961,10954.9,142.89,404.422,3026.67,30.31,NA,NA,108.25,3108.43772,0.0866,111.56245,3.73679,234.7111403697,11.6228294326,11.4279794326,0.19485,NA,25.8817423843,234.5045457643,NA,NA,NA,NA,NA,NA,NA,889.307898911383,889.307898911383,3.18452246447826,NA,NA,11373.2945159938,326.588246412787,0.00909863561279502,11.7213173281832,0.392606126692105,24.6599438855368,1.22115346185793,1.20068153172914,0.0204719301287888,NA,NA,NA,NA,NA,NA,93.435202306871,93.435202306871
