"Date","Site","Sp_CondCA.UP","TempCA.UP","DO.mgLCA.UP","DO.pctCA.UP","TSSCA.UP","ChlCA.UP","PO4CA.UP","NH4CA.UP","ClCA.UP","NO3CA.UP","SO4CA.UP","BrCA.UP","DOCCA.UP","TDNCA.UP","DONCA.UP","DINCA.UP","TDPCA.UP","N2OCA.UP","CH4CA.UP","AFDM.mgLCA.UP","Ash.mgLCA.UP","PCCA.UP","PNCA.UP","TNCA.UP","NArCA.UP","N2CA.UP","Sample","Location","Time","CArea.km2","Cond.uScm","Sp_Cond.uScm","Temp.C","DO.mgL","DO.pct","pH","TSS.mgL","Chl.mgL","UNH_ID","PO4.ugL","NH4.ugL","Cl.mgL","NO3.mgL","SO4.mgL","Br.mgL","DOC.mgL","TDN.mgL","DIN.mgL","DON.mgL","TDP.mgL","Q_est.m3s","CH4.mM","CH4.uatm","N2O.mM","N2O.uatm","CO2.ppm","Gas_Flag","AFDM.pct","AFDM.mgL","Ash.pct","Ash.mgL","PC.mgL","PN.mgL","TN.mgL","NAr_sat","NAr_calc.A","NAr_calc.B","NAr_calc.C","NArcalc.mean","N2.mM.A","N2.mM.B","N2.mM.C","N2.mM.mean","Notes","DateTime","Year","DateTime15","Sp_CondCA.OUT","TempCA.OUT","DO.mgLCA.OUT","DO.pctCA.OUT","TSSCA.OUT","ChlCA.OUT","PO4CA.OUT","NH4CA.OUT","ClCA.OUT","NO3CA.OUT","SO4CA.OUT","BrCA.OUT","DOCCA.OUT","TDNCA.OUT","DONCA.OUT","DINCA.OUT","TDPCA.OUT","N2OCA.OUT","CH4CA.OUT","AFDM.mgLCA.OUT","Ash.mgLCA.OUT","PCCA.OUT","PNCA.OUT","TNCA.OUT","NArCA.OUT","N2CA.OUT","NArDisEq","Discharge.m3s","Runoff.mmd","SArea.km2","RSpCond","RTemp","RDO.mgL","RDO.pct","RTSS","RChl","RPO4","RNH4","RCl","RNO3","RSO4","RBr","RDOC","RTDN","RDON","RDIN","RTDP","RN2O","RCH4","RAFDM","RAsh","RPC","RPN","RTN","RNAr","RN2","RFlag","HL.myr","Month","Season"
2015-10-02,"SMD",54327.45,1745.64,568.452,5706.9,419.625,0,2774.1129,2710.184414334,13195.96416,11.11167,1135.01289,20.19795,1099.5170150199,59.5916195523,45.7697651223,13.82185443,4431.24,893.86918449,1282.288960476,283.4417155038,136.1832844962,215.04942,23.963385,83.5550045523,0,0,"SMD_OUT","OUT","12:00",113.8,379.6,458.2,16.1,4.7,47.7,NA,2.714285714,NA,143357,19.897,20.07130051,104.8576,0.1882,9.4718,0.1558,9.378045103,0.599557572,0.208271301,0.391286272,5.25,NA,0.490038985,11.82207192,0.324152901,7.846709311,NA,NA,71.94736842,1.952857143,28.05263158,0.761428571,1.330971429,0.152971429,0.752529001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-02 11:00:00,"2015",2015-10-02 11:00:00,52143.16,1832.18,534.86,5428.26,308.8857142532,NA,2264.2786,2284.113998038,11932.79488,21.41716,1077.89084,17.73004,1067.2215327214,68.2296516936,44.5283777536,23.7012740538,597.45,892.9555195918,1345.351784496,222.2351428734,86.6505713798,151.4645486202,17.4081486202,85.6378003138,NA,NA,NA,1.17429751056656,0.891558039656861,0.060809,0.0402060100372833,-0.0495749409958525,0.059093819706853,0.0488251064500868,0.263900591592017,NA,0.183782822970183,0.157210857697557,0.0957239095744863,-0.927447449393295,0.0503272257991715,0.122186162457081,0.0293724261264986,-0.144953807367476,0.0271224325793005,-0.714768027245097,0.865173179516343,0.00102214609705039,-0.0491798853174174,0.215940594776634,0.363720946367556,0.295675623676641,0.273552187213952,-0.0249272413143883,NA,NA,0,608.999429249405,"October","Fall"
2015-10-06,"BRDS",4261.98914,85.51768,75.862892,698.18946,35.7427,989.7416048,97.8053940317868,131.567771738029,989.74232222,2.24754774,41.21296772,0,41.2391131046956,3.9603201793738,1.5812046678338,2.37911551154,0,0,0,0,0,0,0,0,0,0,"BRDS_OUT","OUT","13:45",8.32,295.3,356.4,14.3,5.61,57.3,NA,2.428571429,72.982,142417,12.24871611,49.36059952,72.9823,0.0344,3.4831,NA,6.100995079,0.394254911,0.0837606,0.310494311,NA,0.021048761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 12:45:00,"2015",2015-10-06 12:45:00,2965.248,118.976,46.6752,476.736,20.20571428928,607.21024,101.9093180352,410.6801880064,607.212736,0.286208,28.979392,NA,50.76027905728,3.28020085952,2.58331266752,0.696888192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0205984799726421,0.213907292023591,0.061656,0.304257260495976,-0.391244477165424,0.384742674982651,0.317182473651206,0.434689760726526,0.386496195516909,-0.0419600988681609,-2.12143454723947,0.386494118349898,0.872657654871438,0.296838019603797,NA,-0.230877078476751,0.171733417766575,-0.633762358581357,0.707080976682421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.5357737189769,"October","Fall"
2015-10-06,"LH",495.3572235,10.9371477,10.39559961,93.1250343,2.24243515502888,101.366121999,10.3210700777458,29.9812695109058,101.3664405567,0.1485540741,5.4880058697,0,3.43733874843065,0.343930579763007,0.165395235355707,0.178535343345441,0,0,0,0,0,0,0,0,0,0,"LH_OUT","OUT","12:45",1.113657,241.3,330.4,10.9,1.89,17.5,NA,313.6,60.613,142412,17.37845381,2.5,60.6132,0.0113,2.9479,NA,6.613482412,0.403446307,0.0138,0.389646307,NA,0.002918063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 11:45:00,"2015",2015-10-06 11:45:00,367.9522728,12.1388613,2.10481173,19.4889975,349.2428352,67.502091741,19.3536367346832,2.7841425,67.5023144724,0.0125843241,3.2829494703,NA,7.36515098250068,0.449300803914699,0.433932337314699,0.0153684666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00275716843880922,0.213907292023591,0.003607,0.257198128251379,-0.10987449680322,0.797528588156157,0.790722251578274,-154.742668597033,0.334076411232681,-0.875157962197472,0.907137271189025,0.334076306697954,0.915287923429628,0.40179556140317,NA,-1.1426898893405,-0.30637061765284,-1.6236084514857,0.913919192065718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24.1059228961152,"October","Fall"
2015-10-06,"LMPD",95512.24,6408.32,4806.24,46648.8,765.7,20059.4552,7535.834105312,5363.245571832,20059.31384,56.35552,1093.23112,0,1929.4728326952,158.4660480496,96.7472820584,61.71876552,0,0,0,0,0,0,0,0,0,0,"LMPD","OUT","15:25",475.3,121.3,159.1,12.5,9.99,94.3,NA,1.5,29.831,142426,10.53754162,8.520700455,29.8308,0.0714,1.856,NA,4.310693026,0.288645768,0.0799207,0.208725068,NA,1.43255291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 14:25:00,"2015",2015-10-06 14:30:00,75620.23,5941.25,4748.247,44820.79,712.95,14178.6743,5008.493531986,4049.8889262615,14178.57924,33.93642,882.1568,NA,2048.8723952578,137.1933335304,99.2070248204,37.98630871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38480790060416,0.251730281111296,0.19456,0.208266605410992,0.0728849370817936,0.0120661889543592,0.0391866457443706,0.0688912106569151,0.293167528298575,0.335376354894076,0.244880945311978,0.293167286124878,0.39781551124007,0.193073830536401,NA,-0.061881960989218,0.134241465481247,-0.0254244120317015,0.384525785797019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,224.461872704835,"October","Fall"
2015-10-06,"MCLN",91864.4911215,7061.4270975,5717.62795764,54501.5266827,745.960384669225,18625.611731145,12091.1567907137,4089.43848521452,18625.4033167122,44.4382241922,1440.4584319869,0,2706.31139296321,159.951425320604,111.423762697896,48.52766256573,0,0,0,0,0,0,0,0,0,0,"MCLN_OUT","OUT","14:40",549.0588,111.2,141.6,13.5,9.36,90,NA,2.5,26.535,142422,7.315839198,21.0557003,26.5347,0.1142,2.3676,NA,5.705203153,0.414705767,0.1352557,0.279450067,NA,1.654861734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 13:40:00,"2015",2015-10-06 13:45:00,77746.72608,7412.2938,5139.190368,49415.292,1372.647,14569.275258,4016.82589104684,11560.8175398776,14569.11054036,62.70251496,1299.95161488,NA,3132.4919969424,227.6978507821,153.43451844694,74.26333233516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59970747766934,0.251730281111296,0.526548,0.153680327068136,-0.0496877894022613,0.101167406121114,0.0933227928148017,-0.840107099800831,0.217782724760774,0.667788123123846,-1.82699387255148,0.217782815618955,-0.411004064626998,0.0975431251515475,NA,-0.157476558347023,-0.423543743519049,-0.377035873962972,-0.530329886269948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95.8096413162338,"October","Fall"
2015-10-06,"OMPD",15949.5128975,552.1693494,456.23964369,4231.9541993,148.580903125,3488.087706786,764.640993363415,1616.891255359,3488.0831888227,11.7646287512,252.5742202273,0,284.224996151397,23.5191641259416,10.1376440881852,13.3815199945827,0,0,0,0,0,0,0,0,0,0,"OMPD","OUT","14:00",50.59,220.5,298.2,12.6,6.42,61,NA,7.5,58.104,142418,5.487305392,61.57749939,58.1035,0.1255,3.7801,NA,7.32435194,0.641917081,0.187077499,0.454839582,NA,0.127987599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-06 13:00:00,"2015",2015-10-06 13:00:00,15085.938,637.434,324.7878,3085.99,379.425,2939.48136,277.60277978128,3115.2056941401,2939.456065,6.349045,191.235259,NA,370.5389646446,32.47458512779,23.01033445338,9.46425067441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125249651660573,0.213907292023592,0.091525,0.0541442803331857,-0.154417572602772,0.288120169976542,0.270788421927995,-1.55365926589363,0.157279974846589,0.636950173753838,-0.926663703458793,0.157286135141712,0.460327636828116,0.242855193899437,NA,-0.303681835383779,-0.380771227833333,-1.26979111253245,0.292737246722237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43.1562197734807,"October","Fall"
2015-10-14,"ID",183098.98,5449.73,3252.711,31770.1,472.6571429054,0,3222.9701646947,3774.873315806,43031.67256,14.99823,2302.55113,9.25115,2990.2234267803,161.6370270058,142.8639239336,18.77310341,2537.209,22984.959,4608.400541227,0,0,0,0,0,0,0,"ID","OUT","16:30",387.5,371.2,466.6,14.3,7.98,77.9,NA,1.714285714,NA,143380,8.966970455,19.17779922,109.2547,0.0395,5.6718,0.0237,7.64573986,0.410471381,0.058677799,0.351793582,3.1,0.6778539,0.775098248,18.69905767,0.0474,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-14 15:30:00,"2015",2015-10-14 15:30:00,180807.5,5541.25,3092.25,30186.25,664.285714175,NA,3474.7010513125,7431.39719775,42336.19625,15.30625,2197.8225,9.18375,2962.72419575,159.0576601375,136.320013025,22.7376471125,1201.25,445.625,7245.884847125,NA,NA,NA,NA,NA,NA,NA,NA,0.701581446385621,0.156430030884433,0.12961,0.0125149796028356,-0.0167934925216479,0.0493314653530548,0.0498534785852106,-0.405428277443706,NA,-0.0781052488091045,-0.968648104463148,0.0161619632383631,-0.0205370900432917,0.04548373698872,0.00728558071158732,0.00919638003769827,0.0159577722758252,0.0458052021001569,-0.211182116026068,0.52654668968934,0.980612321301073,-0.572320978244604,NA,NA,NA,NA,NA,NA,NA,0,170.704980273258,"October","Fall"
2015-10-14,"SMD",69937.5,1622.55,626.64,6143.31,191.8285713966,0,1442.5029,1183.085079645,15451.23033,13.61823,744.36999,12.95802,824.1666412557,52.545698751,37.7443837329,14.80131513,6152.262,175600.194,2694.71586636,191.8285713966,0,86.5402629051,6.84828,59.393978751,0,0,"SMD_OUT","OUT","14:45",113.8,481,611,14,6.09,59.1,NA,1.985815603,NA,143376,8.864,8.592900276,158.4996,0.1073,8.2627,0.2317,8.626306594,0.477223189,0.1158929,0.361330289,17.23,NA,0.78505839,18.93934368,0.0507,1.23,NA,NA,84.67689648,1.681527022,15.32310352,0.304288581,0.925957447,0.085049645,0.562272835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-14 13:45:00,"2015",2015-10-14 13:45:00,69531.8,1593.2,693.042,6725.58,225.9858156214,NA,1008.7232,977.8720514088,18037.25448,12.21074,940.29526,26.36746,981.6736903972,54.3079989082,41.1193868882,13.18861202,1960.774,139.974,2155.297310784,191.3577751036,34.6280405178,105.3739574686,9.678649601,63.986648623,NA,NA,NA,0.114633804602926,0.0870330467284079,0.060809,0.00580089365504911,0.0180888108224709,-0.105965147453083,-0.0947811521801764,-0.178061297001378,NA,0.300713225602527,0.17345585010486,-0.167366875955437,0.103353372648281,-0.263209522995413,-1.03483711246008,-0.191110682302698,-0.03353842843638,-0.0894173601875019,0.108956744440317,0.681292181639859,0.999202882429617,0.200176412775067,0.00245425532584846,NA,-0.217629273719136,-0.413296419100854,-0.0773255129321114,NA,NA,1,59.4499442838704,"October","Fall"
2015-10-28,"ID",173970.4,2862.58,3070.975,25595.21,296.957142773,0,3753.2711417731,3097.375640238,39468.02285,18.92104,1882.06998,11.94314,3019.8900217987,155.8629585573,133.8445430073,22.01841555,11450.384,416.5677098091,8428.690058343,0,0,0,0,0,0,0,"ID","OUT","14:40",387.5,336.1,473.6,9.9,7.06,62.3,NA,1.571428571,NA,143393,10.0555797,8.581000328,111.8083,0.0451,4.6893,0.0264,7.4072996,0.431044057,0.053681,0.377363056,59.26,0.183020553,1.223311003,29.66265376,0.046541712,1.124717078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-28 13:40:00,"2015",2015-10-28 13:45:00,183520,3836.25,2735.75,24141.25,608.9285712625,NA,3896.53713375,3325.1376271,43325.71625,17.47625,1817.10375,10.23,2870.328595,167.0295720875,146.2281842,20.8013875,22963.25,435.827867725,11494.278332,NA,NA,NA,NA,NA,NA,NA,NA,0.182004462178299,0.0405811239540775,0.12961,-0.0548920965865456,-0.340137218872486,0.109159143268832,0.0568059414241961,-1.05056044645465,NA,-0.0381709678212106,-0.073533860053377,-0.0977422511044281,0.0763589105038624,0.0345184986160824,0.143441339547221,0.0495254548076618,-0.0716437929419569,-0.0925225706962483,0.0552731892645201,-1.00545676022743,-0.0462353597323383,-0.36370874387801,NA,NA,NA,NA,NA,NA,NA,0,44.284335462193,"October","Fall"
2015-10-28,"SMD",76651.5,917.58,553.905,4710.99,223.8,0,1063.9452,1771.914094263,19731.1032,11.19,793.44933,24.3942,803.6530383645,48.1067687592,35.1448546392,12.96191412,5515.551,131.497284228,1996.673042574,127.0137662265,96.7862337735,97.0716513966,7.2575143017,55.3642830609,0,0,"SMD_OUT","OUT","12:35",113.8,453.1,666,8.4,4.64,39.6,NA,1.714285714,NA,143389,11.937,2.5,168.2653,0.0335,7.115,0.3483,7.453791374,0.38974511,0.036,0.35374511,20.63,NA,1.230039113,29.82579592,0.043571943,1.052950271,NA,NA,84.62934163,1.450788714,15.37065837,0.263497001,0.745942857,0.075885714,0.465630825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-28 11:35:00,"2015",2015-10-28 11:30:00,75790.8,955.92,528.032,4506.48,195.0857142532,NA,1358.4306,284.5,19148.59114,3.8123,809.687,39.63654,848.2414583612,44.352993518,40.256193518,4.0968,2347.694,119.8257408398,3394.175575696,165.0997556532,29.9859587138,84.8882971266,8.6357942532,52.988787885,NA,NA,NA,0.112117452794569,0.0851225652148575,0.060809,0.0112287430774348,-0.0417838226639641,0.0467101759326963,0.043411257506384,0.128303332201966,NA,-0.276786248013526,0.839439168681406,0.0295225286744231,0.659311885612154,-0.020464659035001,-0.624834591829205,-0.0554821768451732,0.0780300847057438,-0.145436335738856,0.683935569849309,0.574350051336666,0.0887588170107224,-0.69991556119795,-0.29985717736125,0.690183639297574,0.125508880241701,-0.189910745498242,0.0429066366358792,NA,NA,0,58.1449455069074,"October","Fall"
2015-11-02,"BRDS",3243.68906,70.70674,72.23467,643.0803,13.9663666674638,777.2047284,154.004821742176,30.78985057479,777.2012737,1.38599264,39.27816122,0,50.1226700741016,3.470752035099,2.053969542589,1.41678249,0,0,0,0,0,0,0,0,0,0,"BRDS_OUT","OUT","13:30",8.32,259.4,360.2,10.4,6.82,61.3,NA,5.4,73.4,142433,10.53754162,40.6570015,73.3996,0.0462,4.0148,NA,7.129859593,0.397058286,0.086857001,0.310201285,NA,0.042849264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-02 13:30:00,"2015",2015-11-02 13:30:00,2996.864,86.528,56.7424,510.016,44.928,610.688,87.6723462784,338.26625248,610.684672,0.384384,33.403136,NA,59.32043181376,3.30352493952,2.5808746912,0.72265024832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0366111669586742,0.38019288764777,0.061656,0.0760939336152028,-0.223758866552185,0.214471388877391,0.206917083294263,-2.2168710065922,0.214250791735147,0.430716874402966,-9.98629081223812,0.214251581070202,0.722665193950813,0.149574853748716,NA,-0.183505023297051,0.0481818043720399,-0.256530166434135,0.489935644023946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18.72599197497,"November","Fall"
2015-11-02,"LH",451.3962609,10.5124041,9.48240087,83.9930469,1.94674149964605,87.703182246,10.7873864939702,14.5967384301769,87.703182246,0.1180787208,5.0485024296,0,4.42968391990528,0.294447547918446,0.161772088560846,0.1326754593576,0,0,0,0,0,0,0,0,0,0,"LH_OUT","OUT","12:45",1.113657,208.4,309.3,7.9,6.44,56.9,NA,14.81481481,51.108,142429,26.97541695,9.875200272,51.1083,0.0217,3.8368,NA,9.469602525,0.427343937,0.0315752,0.395768737,NA,0.005735503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-02 12:45:00,"2015",2015-11-02 12:45:00,344.4541101,8.7978903,7.17195108,63.3670833,16.4986222168602,56.916781956,30.0413619142861,10.9975859093147,56.9171160531,0.0241663569,4.2728791776,NA,10.5458891391839,0.475914566847609,0.440750624341209,0.0351639425064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00490051470693464,0.38019288764777,0.003607,0.236914126374856,0.16309435821631,0.243656624696146,0.245567512565138,-7.47499383963403,0.35102945527845,-1.78486007070186,0.246572379033759,0.351025645871637,0.795336901210739,0.153634322814707,NA,-1.38073174742667,-0.616296587327752,-1.72451588071964,0.734962722747221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42.8451987241172,"November","Fall"
2015-11-02,"LMPD",86465.2,4382.16,4905.192,43774.48,601.531915044,15949.6488,3372.3012447696,1178,15949.6488,27.04688,964.82912,0,2530.204456476,135.7067172152,107.4818372152,28.22488,0,0,0,0,0,0,0,0,0,0,"LMPD","OUT","15:00",475.3,131.7,190.4,8.8,10.05,87.3,NA,1.714285714,39.104,142442,6.464037735,2.5,39.1042,0.055,2.4258,NA,5.593370053,0.266172805,0.0575,0.208672805,NA,3.089820003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-02 15:00:00,"2015",2015-11-02 15:00:00,90497.12,4182.64,4776.765,41493.69,814.7999998642,18586.1312,3072.3571354455,1188.25,18586.22626,26.1415,1152.98274,NA,2658.5287861909,126.5119342165,99.1821842165,27.32975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28646094058187,0.597412634686037,0.19456,-0.0466305519445975,0.0455300582361209,0.0261818497624557,0.0521031888899651,-0.354541595360905,-0.165300341910977,0.0889434506449595,-0.00870118845500849,-0.165306301916817,0.0334744709925876,-0.195012376906701,NA,-0.0507169803556614,0.0677548111647202,0.0772191210509591,0.031714218094107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,532.698561997275,"November","Fall"
2015-11-02,"MCLN",106453.9675995,4954.426902,5813.32890648,50627.0751312,702.962374382438,23554.34099787,3378.81658004982,1562.9472041973,23554.2387719271,33.9883402782,1726.6507214649,0,3299.91506800876,155.363208011094,119.811920519961,35.5512874893978,0,0,0,0,0,0,0,0,0,0,"MCLN_OUT","OUT","14:15",549.0588,107,152.6,9.4,10.12,88.4,NA,2.833333333,29.668,142438,12.25250189,2.5,29.6678,0.0387,2.4296,NA,6.972320792,0.418520197,0.0412,0.377320197,NA,3.569309621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-02 14:15:00,"2015",2015-11-02 14:15:00,83786.37288,5161.15272,5556.475056,48536.79792,1555.66659981698,16289.4764784,6727.34398472113,1372.647,16289.36666664,21.24857556,1333.99326048,NA,3828.21408727057,229.792197140584,207.170974580584,22.62122256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79646602205502,0.597412634686038,0.526548,0.212933300943557,-0.0417254754362305,0.044183608843066,0.0412877339997036,-1.21301545645833,0.308429962872956,-0.991035566843922,0.121757282450903,0.308431623523562,0.374827503017888,0.22740989599319,NA,-0.160094732250364,-0.47906444570953,-0.729134911463738,0.363701734663023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,227.377850588222,"November","Fall"
2015-11-02,"OMPD",14425.1890237,409.8280838,479.62375454,4133.5862636,167.524521014391,3025.880122056,459.680887961449,191.923905855304,3025.8668496461,6.7771949029,184.6001484024,0,411.752703896654,20.8266302132932,13.8575114045628,6.9691188087304,0,0,0,0,0,0,0,0,0,0,"OMPD","OUT","13:40",50.59,190.6,275.2,9,8.64,78.1,NA,5.571428571,51.436,142434,12.02914062,11.08600044,51.4357,0.0777,3.5712,NA,8.166503802,0.485203776,0.088786,0.396417775,NA,0.260546184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-02 13:40:00,"2015",2015-11-02 13:45:00,13922.368,455.31,437.0976,3951.079,281.85857140689,2602.14724,608.5542239658,560.8407622596,2602.132063,3.930843,180.667008,NA,413.14342734318,24.54645902784,20.05477523725,4.49168374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222615256783573,0.38019288764777,0.091525,0.0348571531973608,-0.110978036883865,0.0886656553964601,0.0441522813270266,-0.68249143289702,0.140036242337349,-0.323862357350902,-1.92220377529431,0.140037486016828,0.419989677688335,0.0213062689084429,NA,-0.00337756967559548,-0.178609250582101,-0.447213330861607,0.355487564027012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76.7046679915516,"November","Fall"
2015-11-18,"ID",192477.81,1888.18,4343.339,33989.02,272.2142856054,0,3842.9991954464,3772.2615391483,43206.37476,10.69773,1718.94923,9.54743,2508.5795947542,131.5553853103,117.0853935325,14.46999144,7566.775,2380.7361386444,3745.2163663058,0,0,0,0,0,0,0,"ID","OUT","14:40",387.5,307.6,489,5.7,10.75,85.7,NA,1.142857143,NA,143406,9.462475352,7.726200104,115.4419,0.0316,4.4276,0.0391,6.840568669,0.37635778,0.0393262,0.33703158,76.97,1.152351629,0.439747662,10.68097466,0.039397149,0.960145121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-18 14:40:00,"2015",2015-11-18 14:45:00,189487.5,2208.75,4165.625,33208.75,442.8571429125,NA,3666.7091989,2993.9025403,44733.73625,12.245,1715.695,15.15125,2650.7203592375,145.83863975,130.59973725,15.2389025,29825.875,372.0562343875,4138.87768075,NA,NA,NA,NA,NA,NA,NA,NA,1.12185245774706,0.250136909288634,0.12961,0.0155358687840433,-0.169777245813429,0.0409164470007982,0.0229565312562705,-0.626869588888743,NA,0.045873024578118,0.206337495629754,-0.035350373607693,-0.144635357220644,0.00189315073604588,-0.586945387397446,-0.05666185150375,-0.108572175939511,-0.11542296873904,-0.0531383216906727,-2.94168916083801,0.843722188129866,-0.105110433134334,NA,NA,NA,NA,NA,NA,NA,0,272.963036089122,"November","Fall"
2015-11-18,"SMD",70608.9,503.55,1018.29,7866.57,159.8571429051,0,1856.1972,3962.49082167,18643.63662,13.14825,442.57569,16.57239,1070.1922002327,58.1824354368,41.0716945368,17.1107407881,2707.98,113.9297878938,2143.343796714,124.5716027742,35.285540019,81.1243029051,6.4326513966,64.6150868334,0,0,"SMD_OUT","OUT","12:35",113.8,383.7,627,4.8,8.84,68.8,NA,1.166666667,NA,143402,12.552,15.32199955,163.1329,0.0805,3.7136,0.1729,9.929237987,0.488467158,0.095822,0.392645159,37.02,3.271382779,0.548532198,13.32322836,0.032479821,0.79156341,NA,NA,100,1.166666667,0,0,0.8478,0.068533333,0.557000492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-18 12:35:00,"2015",2015-11-18 12:30:00,71352.6,546.24,1005.992,7829.44,132.7666667046,NA,1428.4176,1743.64354879,18564.52402,9.1609,422.60768,19.67602,1129.9472829206,55.5875625804,44.6830190942,10.9045436,4212.876,90.079916058,1516.183387368,132.7666667046,0,96.47964,7.7990932954,63.3866559896,NA,NA,NA,0.715762292154856,0.54342585274323,0.060809,-0.0105326665618638,-0.0847780756627942,0.012077109664241,0.00471997325390864,0.169466785832538,NA,0.23046021187835,0.559962753918724,0.00424341031808849,0.30326089023254,0.0451177289019196,-0.18727715193765,-0.055835842080429,0.0445989040664799,-0.0879273328779817,0.362707685480001,-0.555726408614539,0.209338332640729,0.292608404824047,-0.0657859716652636,1,-0.189281590658015,-0.212422812080604,0.0190115173406378,NA,NA,0,371.199652113923,"November","Fall"
2016-02-01,"BRDS",2988.96524,31.49748,89.20242,688.57836,24.7173999985996,763.457509,102.923747143384,344.200829059238,763.45603858,3.73482266,27.67377396,0,27.0507625957578,5.2902016391864,1.211178152115,4.0790234870714,0,0,0,0,0,0,0,0,0,0,"BRDS_OUT","OUT","14:35",8.32,254.9,456,2.1,12.38,88.7,NA,60.6557377,91.037,142446,9.685740155,34.76179886,91.0374,0.5344,3.8731,NA,3.070804315,0.735209752,0.569161799,0.166047954,NA,0.135313464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-01 14:35:00,"2016",2016-02-01 14:30:00,3793.92,17.472,103.0016,737.984,504.655737664,757.42784,80.5853580896,289.2181665152,757.431168,4.446208,32.224192,NA,25.5490919008,6.11694513664,1.38151897728,4.73542616768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133814942887967,1.38961671460581,0.061656,-0.269308839469809,0.445288956449849,-0.154695130468434,-0.0717502071950098,-19.4170235418204,0.00789784490809139,0.21703824116182,0.15974006423609,0.00789157498997047,-0.190473659598071,-0.164430700582336,NA,0.0555130632506935,-0.156278258153644,-0.140640602596361,-0.16092152513686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,68.4440774444488,"February","Winter"
