Sample,Site,Location,Date,Time,CArea.km2,Cond.uScm,Sp_Cond.uScm,Temp.C,DO.mgL,DO.pct,TSS.mgL,Chl.mgL,PO4.ugL,NH4.ugL,Cl.mgL,NO3.mgL,SO4.mgL,Br.mgL,DOC.mgL,TDN.mgL,DIN.mgL,DON.mgL,TDP.mgL,Q_est.m3s
SMD_OUT,SMD,OUT,1/3/18,9:50,113.8,NA,924,0.1,NA,NA,13.6,NA,NA,NA,233.4195,0.2227,6.6274,0.0615,6.542968354,0.212562174,NA,NA,NA,NA
SMD_OUT,SMD,OUT,2/13/18,11:35,113.8,NA,582,0.3,9.9,68.4,NA,NA,NA,NA,161.4811,0.4516,4.0929,0.0177,6.56810988,0.194805897,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/7/17,18:00,113.8,NA,NA,NA,NA,NA,2.105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/8/17,0:00,113.8,NA,NA,NA,NA,NA,3.865546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/8/17,6:00,113.8,NA,NA,NA,NA,NA,2.020202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/8/17,12:00,113.8,NA,NA,NA,NA,NA,3.471074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/8/17,18:00,113.8,NA,NA,NA,NA,NA,2.857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/9/17,0:00,113.8,NA,NA,NA,NA,NA,3.809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/9/17,6:00,113.8,NA,NA,NA,NA,NA,2.500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/9/17,12:00,113.8,NA,NA,NA,NA,NA,3.278689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/9/17,18:00,113.8,NA,NA,NA,NA,NA,3.140496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/10/17,0:00,113.8,NA,NA,NA,NA,NA,2.708333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/10/17,6:00,113.8,NA,NA,NA,NA,NA,2.970297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/10/17,12:00,113.8,NA,NA,NA,NA,NA,3.725490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/10/17,18:00,113.8,NA,NA,NA,NA,NA,4.038462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/11/17,0:00,113.8,NA,NA,NA,NA,NA,4.200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/11/17,6:00,113.8,NA,NA,NA,NA,NA,4.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/11/17,18:00,113.8,NA,NA,NA,NA,NA,4.158416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/12/17,0:00,113.8,NA,NA,NA,NA,NA,2.935780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/12/17,18:00,113.8,NA,NA,NA,NA,NA,3.434343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/13/17,0:00,113.8,NA,NA,NA,NA,NA,2.689076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/13/17,6:00,113.8,NA,NA,NA,NA,NA,4.754098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/13/17,12:00,113.8,NA,NA,NA,NA,NA,3.015873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,8/26/15,12:15,NA,692,683,25.7,1.87,22.6,NA,NA,14.588,13.8919,129.209,0.0162,2.463,0.0908,7.301229,0.428964,0.0300919,0.3988721,23.44,NA
SMD_SIDE,SMD,SIDE,10/2/15,10:45,NA,401.4,485.8,16.1,2.16,22,NA,NA,13.047,26.0791,100.499,0.3094,8.1053,0.2621,7.857343,0.656677,0.3354791,0.3211979,47.2,NA
SMD_SIDE,SMD,SIDE,10/14/15,13:15,NA,499,615,15.2,4.99,50.8,NA,NA,10.984,13.8823,159.1225,0.0222,7.8441,0.1338,9.049544,0.395457,0.0360823,0.3593747,18.64,NA
SMD_SIDE,SMD,SIDE,10/28/15,12:15,NA,514,695,10.5,4.38,38.7,NA,NA,20.078,6.1914,166.5183,0.0068,6.2682,0.0547,9.744687,0.368157,0.0129914,0.3551656,46.16,NA
SMD_SIDE,SMD,SIDE,11/18/15,12:25,NA,442.6,649,9.5,4.74,41.5,NA,NA,20.913,11.3601,165.6839,0.0455,3.7016,0.1419,9.316528,0.459233,0.0568601,0.4023729,110.25,NA
SMD_SIDE,SMD,SIDE,3/9/16,12:30,NA,341.3,467,12,9.57,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,4/6/16,16:00,NA,399.2,580,8.5,12.67,107.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,5/26/16,12:40,NA,591,611,23.2,6.75,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,6/9/16,13:30,NA,536,573,21.5,5.86,67.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,6/28/16,11:30,NA,729,746,23.8,4.62,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,7/14/16,11:30,NA,758,761,24.8,2.26,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,7/26/16,13:10,NA,872,790,30.6,0.48,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,8/10/16,11:15,NA,712,736,23.3,3.16,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,8/23/16,11:45,NA,766,744,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,9/7/16,11:30,NA,694,745,21.5,1.12,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,9/21/16,13:20,NA,716,744,23.5,1.48,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,10/5/16,10:20,NA,592,720,15.7,4.77,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,10/19/16,12:45,NA,613,726,16.8,2.67,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,11/2/16,12:10,NA,552,778,9.8,3.34,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,11/16/16,13:30,NA,542,736,11,2.51,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,12/14/16,12:35,NA,315.9,470.5,7.8,4.91,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,6/21/17,14:10,NA,NA,505,25.3,3.42,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,7/26/17,12:25,NA,NA,294.9,19.5,3.36,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,8/30/17,13:10,NA,NA,707,24.5,1.98,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,10/11/17,11:45,NA,NA,725,18.8,1.88,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,11/8/17,11:45,NA,NA,529,12.4,3.48,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,12/13/17,11:15,NA,NA,526,2.6,7.44,54.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,6/18/15,14:30,111.9,529,576,20.7,6.94,77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357418212
SMD_UP,SMD,UP,6/26/15,12:15,111.9,464.8,493,22.2,5.13,58.8,3,NA,14.824,33.62129974,125.3203,0.0673,1.2824,0.0564,11.7722429,0.587050774,0.1009213,0.486129474,NA,1.292204306
SMD_UP,SMD,UP,7/10/15,12:40,111.9,508,532,22.6,9.7,103,5.714285714,,9.086,42.81750107,127.873,0.1489,1.124,0.0622,10.96519197,0.640986825,0.191717501,0.449269324,NA,1.044760928
SMD_UP,SMD,UP,7/24/15,12:25,111.9,625,643,23.5,3.94,46.5,1.875,NA,7.813,22.47699928,168.0769,0.3921,1.6674,0.0975,8.50255382,0.704679229,0.414576999,0.29010223,NA,0.140217914
SMD_UP,SMD,UP,8/7/15,12:15,111.9,630,668,22.3,3.53,40.6,2.125,NA,23.092,19.5734,176.4637,0.3132,2.431,0.2603,9.681939,0.701653,0.3327734,0.3688796,102.73,0.118222947
SMD_UP,SMD,UP,8/26/15,13:15,111.9,670,678,24.6,5.19,62.3,4.223602484,NA,12.124,10.0134,178.9598,0.1631,4.2069,0.1801,8.110794,0.525797,0.1731134,0.3526836,21.46,0.219949669
SMD_UP,SMD,UP,9/16/15,13:15,111.9,670,751,19.4,3.81,41.5,2.375,NA,8.956,20.957001,195.5365,0.0351,2.4493,0.2202,8.551256,0.447989,0.056057001,0.391931999,45.27,NA
SMD_UP,SMD,UP,10/2/15,13:00,111.9,398.1,485.5,15.6,5.08,51,3.75,NA,24.791,24.2197,117.9264,0.0993,10.1431,0.1805,9.825889,0.532544,0.1235197,0.4090243,39.6,NA
SMD_UP,SMD,UP,10/14/15,15:15,111.9,498,625,14.5,5.6,54.9,1.714285714,NA,12.891,10.5727,138.0807,0.1217,6.6521,0.1158,7.365207,0.469577,0.1322727,0.3373043,54.98,NA
SMD_UP,SMD,UP,10/28/15,13:15,111.9,462,685,8.2,4.95,42.1,2,NA,9.508,15.8348,176.328,0.1,7.0907,0.218,7.181886,0.429909,0.1158348,0.3140742,49.29,NA
SMD_UP,SMD,UP,11/18/15,13:15,111.9,384.6,631,4.5,9.1,70.3,1.428571429,NA,16.588,35.410999,166.6098,0.1175,3.9551,0.1481,9.563827,0.51995,0.152910999,0.367039001,24.2,3.21676391
SMD_UP,SMD,UP,3/9/16,13:45,111.9,366,539,8.3,10.85,92.3,NA,NA,NA,-3.326116701,145.49,0.32,4.85,NA,6.119462881,0.543775764,0.316673883,0.227101881,NA,NA
SMD_UP,SMD,UP,4/6/16,14:15,111.9,337,531,6,12.46,100.5,NA,NA,NA,-4.875434904,157.96,0.18,3.82,NA,7.192650298,0.437424595,0.175124565,0.26230003,NA,NA
SMD_UP,SMD,UP,5/26/16,13:45,111.9,511,555,20.8,6.99,78.3,3,NA,NA,69.27050764,165.05,0.26,2.73,NA,8.938892755,0.737730779,0.329270508,0.408460271,NA,NA
SMD_UP,SMD,UP,6/9/16,14:05,111.9,539,599,19.8,6.18,67.7,1.833333333,NA,NA,32.30820195,160.05,0.21,2.04,NA,10.92105141,0.70731624,0.242308202,0.465008038,NA,NA
SMD_UP,SMD,UP,6/28/16,12:55,111.9,716,745,23,4.17,48.6,1.4,NA,NA,11.72440298,195.03,0.16,2.26,NA,7.181085778,0.550257551,0.171724403,0.378533148,NA,NA
SMD_UP,SMD,UP,7/14/16,11:05,111.9,746,773,24.8,3.74,43.7,2,NA,NA,14.82303938,199.24,0.16,3.15,NA,6.257080664,0.487334356,0.174823039,0.312511317,NA,NA
SMD_UP,SMD,UP,7/26/16,12:30,111.9,782,789,24.5,3.57,43.1,2.833333333,NA,NA,2.207162593,203.46,0.01,3.01,NA,6.496466219,0.366822975,0.012207163,0.354615812,NA,NA
SMD_UP,SMD,UP,8/10/16,10:45,111.9,718,771,21.4,4.75,53.8,3.5,NA,NA,12.38839649,203.77,0.02,2.96,NA,7.223874501,0.426854296,0.032388396,0.3944659,NA,NA
SMD_UP,SMD,UP,8/23/16,11:00,111.9,725,793,20.6,NA,NA,6.142857143,NA,NA,-0.006149125,198.75,0,5.78,NA,6.316059714,0.351815145,-6.14912E-06,0.351821294,NA,NA
SMD_UP,SMD,UP,9/7/16,11:00,111.9,667,750,19.2,2.42,26.2,8.717948718,NA,NA,24.56161094,194.8,0.04,4.67,NA,6.097490294,0.412045905,0.064561611,0.347484294,NA,NA
SMD_UP,SMD,UP,9/21/16,12:45,111.9,624,703,19.1,2.78,29.8,3.050847458,NA,NA,60.63859194,187.3,0.06,3.91,NA,6.007287041,0.451883966,0.120638592,0.331245374,NA,NA
SMD_UP,SMD,UP,10/5/16,10:45,111.9,523,685,12.6,4.57,43,12.25806452,NA,NA,32.7508643,171.92,0.05,5.87,NA,5.676541781,0.459711971,0.082750864,0.376961107,NA,NA
SMD_UP,SMD,UP,10/19/16,12:15,111.9,468,596,13.8,5.22,50.6,5.666666667,NA,NA,-5.539428419,171.34,0.01,15.82,NA,5.444094938,0.267402332,0.004460572,0.26294176,NA,NA
SMD_UP,SMD,UP,11/2/16,11:45,111.9,466,690,8.1,8.2,69.3,12.90322581,NA,NA,8.625766574,154.05,0.06,27.56,NA,8.413863566,0.49541166,0.068625767,0.426785893,NA,NA
SMD_UP,SMD,UP,11/16/16,12:45,111.9,462,676,8.4,8.1,69.2,NA,NA,NA,14.82303938,156.5,0.18,21.53,NA,7.499110067,0.578677695,0.194823039,0.383854656,NA,NA
SMD_UP,SMD,UP,12/14/16,11:45,111.9,336.8,652.7131783,0.8,11.72,82.2,0,NA,NA,23.45495508,158.18,0.23,16.25,NA,9.110047644,0.628038997,0.253454955,0.374584042,NA,NA
SMD_UP,SMD,UP,6/21/17,13:20,111.9,NA,510,24.3,3.99,47.7,5,NA,NA,72.59047522,128.71,0.07,1.19,NA,15.81862545,0.817506621,0.142590475,0.674916146,NA,NA
SMD_UP,SMD,UP,7/26/17,11:30,111.9,NA,531,18.4,5.36,57,12.7027027,NA,NA,28.54557203,131.82,0.14,2.19,NA,12.40709218,0.69684566,0.168545572,0.528300088,NA,NA
SMD_UP,SMD,UP,8/30/17,11:10,111.9,NA,718,17.2,3.19,33.1,11.92982456,NA,NA,35.40683836,181.97,0.08,3.13,NA,8.572297484,0.525327601,0.115406838,0.409920763,NA,NA
SMD_UP,SMD,UP,10/11/17,11:00,111.9,NA,739,16.4,2.75,28,17.14285714,NA,NA,-0.67014264,184.37,0,3.58,NA,7.064284131,0.310531147,-0.000670143,0.31120129,NA,NA
SMD_UP,SMD,UP,11/8/17,10:55,111.9,NA,536,9.6,6.78,59.5,14.64285714,NA,NA,26.55359149,141.3,0.06,6.36,NA,13.00844719,0.628038997,0.086553591,0.541485406,NA,NA
SMD_UP,SMD,UP,12/4/17,11:30,111.9,NA,555,3,10.71,79,NA,NA,NA,38.06281242,145,0.18,5.83,NA,9.681334912,0.589148274,0.218062812,0.371085462,NA,NA
SMD_UP,SMD,UP,12/13/17,10:50,111.9,NA,555,1,11.06,77.6,1.666666667,NA,NA,39.61213062,143.38,0.21,5.75,NA,9.228005744,0.638509576,0.249612131,0.388897445,NA,NA
SMD_UP,SMD,UP,1/3/18,10:30,111.9,NA,875,0,NA,NA,13.09090909,NA,NA,NA,231.9425,0.2311,6.8208,0.0715,7.924555057,0.736621268,NA,NA,NA,NA
SMD_UP,SMD,UP,2/13/18,10:55,111.9,NA,612,0.3,9.91,68.5,NA,NA,NA,NA,165.8567,0.4278,4.3098,0.0811,8.210689565,0.738833889,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/7/17,18:00,111.9,NA,NA,NA,NA,NA,52.200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/8/17,0:00,111.9,NA,NA,NA,NA,NA,41.481481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/8/17,6:00,111.9,NA,NA,NA,NA,NA,34.782609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/8/17,12:00,111.9,NA,NA,NA,NA,NA,18.222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/8/17,18:00,111.9,NA,NA,NA,NA,NA,16.808511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/9/17,0:00,111.9,NA,NA,NA,NA,NA,23.617021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/9/17,6:00,111.9,NA,NA,NA,NA,NA,12.643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/9/17,12:00,111.9,NA,NA,NA,NA,NA,12.747253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/9/17,18:00,111.9,NA,NA,NA,NA,NA,13.684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/10/17,0:00,111.9,NA,NA,NA,NA,NA,8.043478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/10/17,6:00,111.9,NA,NA,NA,NA,NA,8.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/10/17,12:00,111.9,NA,NA,NA,NA,NA,12.527473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/10/17,18:00,111.9,NA,NA,NA,NA,NA,7.291667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/11/17,0:00,111.9,NA,NA,NA,NA,NA,8.247423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/11/17,6:00,111.9,NA,NA,NA,NA,NA,11.910112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/11/17,18:00,111.9,NA,NA,NA,NA,NA,13.265306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/12/17,0:00,111.9,NA,NA,NA,NA,NA,8.400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/12/17,18:00,111.9,NA,NA,NA,NA,NA,8.349515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/13/17,0:00,111.9,NA,NA,NA,NA,NA,14.845361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/13/17,6:00,111.9,NA,NA,NA,NA,NA,8.686869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/13/17,12:00,111.9,NA,NA,NA,NA,NA,7.010309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,6/18/15,16:20,6,561,654,18.2,9.65,102.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03080145
WB,PD,UP_2,6/26/15,13:50,6,570,661,18.5,7.21,76.5,2.333333333,NA,4.238,51.75159836,174.1384,1.3851,3.6353,0.038,4.114430073,1.545720574,1.436851598,0.108868976,NA,0.03696174
WB,PD,UP_2,7/10/15,14:05,6,452,503,19.7,6.86,75.7,0.166666667,NA,9.904,26.28380013,124.8714,0.7178,2.7252,0.0249,6.630732341,1.045072235,0.7440838,0.300988435,NA,0.052362466
WB,PD,UP_2,7/24/15,10:05,6,582,686,17.1,6.81,70.2,2.25,NA,7.056,30.43950081,154.847,1.5459,3.8106,0.1027,2.800948557,1.570437852,1.576339501,-0.005901649,NA,0.016016754
WB,PD,UP_2,8/7/15,13:10,6,561,659,16.2,9.17,93.3,2.375,NA,11.128573,24.2514,165.5882,2.0051,4.7932,0.0948,2.524161,2.081654,2.0293514,0.0523026,29.39,0.002895336
WB,PD,UP_2,8/26/15,15:30,6,633,675,21.5,8.05,91.2,2,NA,7.410419,30.925301,170.8148,1.7438,4.4423,0.0638,3.605985,1.901783,1.774725301,0.127057699,70.53,0.0021253
WB,PD,UP_2,9/16/15,12:30,6,536,639,17.2,9.35,97.2,9.125,NA,7.071291,36.834099,153.9217,2.332,5.1063,0.0374,2.045919,2.373822,2.368834099,0.004987901,22.7,0.000862441
WB,PD,UP_2,3/9/16,11:20,6,378.5,547,8.9,10.98,94.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,5/26/16,11:25,6,558,656,17.5,9.09,95.1,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,6/9/16,12:00,6,554,675,15.9,8.22,83.1,1.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,6/28/16,10:25,6,599,667,19.7,4.71,51.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,7/14/16,10:05,6,615,671,20.6,3.78,42.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,7/26/16,11:20,6,613,649,22.1,3.59,41.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,8/10/16,9:45,6,569,641,19.2,3.05,33.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,8/23/16,9:55,6,452.8,510,19.1,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,9/7/16,10:05,6,516,596,18,3.5,37,4.810126582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,9/21/16,10:45,6,522,603,18,3.82,40.5,6.440677966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,10/5/16,11:40,6,520,689,12.2,5.2,47.7,13.7704918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,10/19/16,10:45,6,544,692,13.8,2.21,21.3,5.079365079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,11/2/16,11:00,6,501,760,7.3,7.4,61.3,18.06451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,11/16/16,11:45,6,303.7,418.9,10,8.5,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,12/14/16,10:45,6,389.2,742.7480916,1.2,12.19,86.2,1.639344262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,6/21/17,12:15,6,NA,562,20.7,7.23,80.6,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,7/26/17,10:35,6,NA,676,15.3,8.27,82.7,11.37254902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,8/30/17,10:10,6,NA,679,14.8,5.95,58.7,5.161290323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,10/11/17,10:00,6,NA,664,15.2,4.64,46.1,13.93939394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,11/8/17,9:45,6,NA,603,7.2,8.87,73.6,16.32653061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,12/13/17,9:50,6,NA,654,0.9,11.5,80.9,36.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
