Date,Time,DateTime,Site,Permanent.ID,UNH.ID,Location,Location.Flag,Sample.Name,CArea.km2,BTC.Flag,PO4,NH4,Cl,NO3,SO4,Br,DOC,TDN,DON
2014-07-17,13:40,2014-07-17 13:40:00,CH,SB-Chest,130729,OUT,3.A,CH_DN_RT_sensor,4.791,1,NA,NA,110.899,0.404,2.63,0.064,NA,NA,NA
2014-11-21,13:20,2014-11-21 13:20:00,CH,CH-Side,134077,SIDE,2,CH_SIDE,NA,0,28,NA,177.132,0.834,5.615,0.056,3.744,0.877,NA
2014-12-05,11:50,2014-12-05 11:50:00,CH,CH-Side,134083,SIDE,2,CH_SIDE,NA,0,13,NA,166.46,1.1,5.444,0.059,4.693,1.268,NA
2014-12-16,11:05,2014-12-16 11:05:00,CH,CH-Side,134080,SIDE,2,CH_SIDE,NA,0,9,NA,155.426,1.343,5.388,0.051,4.326,1.61,NA
2015-07-06,10:40,2015-07-06 10:40:00,CH,CH-Side,138412,SIDE,2,CH_SIDE,NA,0,7.62,130.44,303.203,0.852,4.918,0.152,3.707,1.164,0.181
2015-07-10,10:45,2015-07-10 10:45:00,CH,CH-Side,138416,SIDE,2,CH_SIDE,NA,0,10.17,69.86,71.267,0.319,1.9,0.046,4.821,0.548,0.159
2015-07-10,13:15,2015-07-10 13:15:00,CH,CH-Side,138427,SIDE,2,CH_SIDE,NA,1,7.85,91.26,96.903,0.353,2.198,0.052,4.289,0.605,0.161
2015-07-14,10:05,2015-07-14 10:05:00,CH,CH-Side,138429,SIDE,2,CH_SIDE,NA,0,5.79,162.05,342.996,0.692,5.256,0.165,3.612,0.893,0.039
2014-07-11,11:20,2014-07-11 12:20:00,CH,SB-Chest-midreach,134069,UP,1,CH_UP,4.636,0,9,NA,204.753,0.511,4.21,0.062,4.174,0.884,NA
2014-07-17,10:30,2014-07-17 10:30:00,CH,SB-Chest-midreach,130734,UP,1,CH_UP,4.636,0,NA,NA,100.212,0.405,2.582,0.061,NA,NA,NA
2014-07-17,10:50,2014-07-17 10:50:00,CH,SB-Chest-midreach,130732,UP,1,CH_UP,4.636,0,9,126,101.805,0.406,2.598,0.061,NA,NA,NA
2014-07-17,13:18,2014-07-17 13:18:00,CH,SB-Chest-midreach,130740,UP,1,CH_UP,4.636,1,NA,NA,119.879,0.432,2.754,0.052,NA,NA,NA
2014-11-21,13:35,2014-11-21 13:35:00,CH,SB-Chest-midreach,134078,UP,1,CH_UP,4.636,0,8,NA,171.324,0.815,5.444,0.054,4.131,1.041,NA
2014-12-05,12:15,2014-12-05 12:15:00,CH,SB-Chest-midreach,134085,UP,1,CH_UP,4.636,0,20,NA,141.317,0.949,5.027,0.052,4.654,1.116,NA
2014-12-16,11:15,2014-12-16 11:15:00,CH,SB-Chest-midreach,134081,UP,1,CH_UP,4.636,0,8,NA,157.795,1.378,5.41,0.056,4.346,1.648,NA
2015-06-26,8:56,2015-06-26 8:56:00,CH,SB-Chest-midreach,137261,UP,1,CH_UP,4.636,0,NA,221,295.344,0.625,4.771,NA,NA,NA,NA
2015-06-29,9:50,2015-06-29 9:50:00,CH,SB-Chest-midreach,137275,UP,1,CH_UP,4.636,0,7,153,159.899,0.511,3.227,NA,NA,NA,NA
2015-06-30,12:49,2015-06-30 12:49:00,CH,SB-Chest-midreach,137289,UP,1,CH_UP,4.636,0,NA,118,243.302,0.855,4.391,NA,NA,NA,NA
2015-07-06,11:10,2015-07-06 11:10:00,CH,SB-Chest-midreach,138413,UP,1,CH_UP,4.636,0,13.64,153.74,305.515,0.889,5.037,0.155,3.618,1.137,0.094
2015-07-10,10:55,2015-07-10 10:55:00,CH,SB-Chest-midreach,138417,UP,1,CH_UP,4.636,0,11.83,81.26,86.149,0.314,2.087,0.04,4.092,0.631,0.236
2015-07-10,13:25,2015-07-10 13:25:00,CH,SB-Chest-midreach,138428,UP,1,CH_UP,4.636,0,8.29,104.32,336.819,0.565,5.024,0.168,4.063,0.617,-0.052
2015-07-14,10:15,2015-07-14 10:15:00,CH,SB-Chest-midreach,138430,UP,1,CH_UP,4.636,0,3.04,163.62,267.68,0.432,4.331,0.113,3.4,0.985,0.389
2014-07-17,9:39,2014-07-17 9:39:00,CH,CH-Side,130724,SIDE,2,CH_W1-1,NA,0,NA,NA,100.401,0.4,2.477,0.033,NA,NA,NA
2014-07-17,11:56,2014-07-17 11:56:00,CH,CH-Side,130752,SIDE,2,CH_W1-2,NA,1,NA,NA,108.202,0.435,2.688,0.075,NA,NA,NA
2014-07-17,13:50,2014-07-17 13:50:00,CH,CH-Side,130721,SIDE,2,CH_W1-3,NA,1,NA,NA,128.57,0.451,2.906,0.06,NA,NA,NA
2014-07-17,12:10,2014-07-17 12:10:00,CH,NA,130730,Transect,5,CH_W2-2,NA,1,NA,NA,90.64,0.266,2.204,0.041,NA,NA,NA
2014-07-17,13:30,2014-07-17 13:30:00,CH,NA,130716,Transect,5,CH_W2-3,NA,1,NA,NA,102.637,0.429,2.399,0.182,NA,NA,NA
2014-07-17,9:50,2014-07-17 9:50:00,CH,NA,130735,Transect,5,CH_W3-1,NA,0,NA,NA,81.835,0.332,2.093,0.039,NA,NA,NA
2014-07-17,12:04,2014-07-17 12:04:00,CH,NA,130736,Transect,5,CH_W3-2,NA,1,NA,NA,109.119,0.434,2.686,0.089,NA,NA,NA
2014-07-17,13:45,2014-07-17 13:45:00,CH,NA,130731,Transect,5,CH_W3-3,NA,1,NA,NA,127.109,0.448,2.86,0.066,NA,NA,NA
2014-07-17,10:10,2014-07-17 10:10:00,CH,NA,130717,Transect,5,CH_W4-1,NA,0,NA,NA,69.666,0.256,1.845,0.047,NA,NA,NA
2014-07-17,12:18,2014-07-17 12:18:00,CH,NA,130737,Transect,5,CH_W4-2,NA,1,NA,NA,101.846,0.714,2.53,0.405,NA,NA,NA
2014-07-17,13:37,2014-07-17 13:37:00,CH,NA,130748,Transect,5,CH_W4-3,NA,1,NA,NA,108.285,0.437,2.658,0.116,NA,NA,NA
2014-07-17,10:25,2014-07-17 10:25:00,CH,NA,130723,Transect,5,CH_W5-1,NA,0,NA,NA,100.889,0.387,2.443,0.055,NA,NA,NA
2014-07-17,11:40,2014-07-17 11:40:00,CH,NA,130725,Transect,5,CH_W5-2,NA,1,NA,NA,111.012,0.481,2.62,0.129,NA,NA,NA
2014-07-17,13:24,2014-07-17 13:24:00,CH,NA,130739,Transect,5,CH_W5-3,NA,1,NA,NA,99.632,0.379,2.488,0.058,NA,NA,NA
2014-07-11,10:30,2014-07-11 10:30:00,CH,CH-Side,134067,SIDE,2,CH_WSIDE1,NA,0,10,NA,225.189,0.564,4.366,0.061,4.449,0.947,NA
2014-07-11,11:50,2014-07-11 12:50:00,CH,NA,134070,Transect,5,CH_WSIDE2,NA,0,3,NA,170.48,0.071,1.724,0.064,7.499,1.009,NA
2014-07-17,9:50,2014-07-17 9:50:00,CH,NA,130727,Transect,5,CH-W2-1,NA,0,6,82,59.614,0.222,1.68,0.047,NA,NA,NA
2015-06-26,9:30,2015-06-26 9:30:00,ID,IP24,136961,OUT,3,ID,387.5,0,15.865,16.16760063,96.2436,0.0531,1.0819,0.0409,8.76299759,0.466999565,0.397731964
2015-07-10,9:55,2015-07-10 9:55:00,ID,IP24,136962,OUT,3,ID,387.5,0,13.134,20.28980064,92.4679,0.0584,0.8415,0.0445,10.9468499,0.568782112,0.490092311
2015-07-24,10:15,2015-07-24 10:15:00,ID,IP24,137337,OUT,3,ID,387.5,0,8.616,17.18720055,110.7525,0.0736,0.8625,0.0777,8.913257919,0.497675323,0.406888123
2015-06-26,9:55,2015-06-26 9:55:00,ID,ID-Up,136963,UP,1,ID_UP,337.8,0,13.631,12.49279976,97.6501,0.0388,1.014,0.0515,8.260883515,0.413194005,0.361901205
2015-07-10,10:15,2015-07-10 10:15:00,ID,ID-Up,136964,UP,1,ID_UP,337.8,0,7.522,23.72100067,94.1895,0.0578,0.6065,0.0519,11.41686536,0.623588099,0.542067098
2015-07-24,10:40,2015-07-24 10:40:00,ID,ID-Up,137338,UP,1,ID_UP,337.8,0,8.89,17.81800079,112.1407,0.0922,0.9295,0.0919,9.045670715,0.486938606,0.376920605
2015-06-26,9:00,2015-06-26 9:00:00,ID,MR-1A,136965,UP,3,MR,43.3,0,15.365,16.0802002,61.5013,0.0426,0.6169,0.0126,6.012833971,0.355386738,0.296706538
2015-07-10,9:35,2015-07-10 9:35:00,ID,MR-1A,136966,UP,3,MR,43.3,0,10.198,2.329099894,81.3346,0.0291,0.6398,0.0448,7.720938928,0.382963719,0.351534619
2015-07-24,10:00,2015-07-24 10:00:00,ID,MR-1A,137336,UP,3,MR,43.3,0,5.52,13.76749992,98.5644,0.0142,0.3472,0.0937,7.415197886,0.35371742,0.32574992
2015-06-26,12:40,2015-06-26 12:40:00,PD,10,136953,OUT,3,PD,63.9,0,8.248,54.33679962,60.2365,0.1111,1.0723,0.0345,8.017851132,0.503971858,0.338535058
2015-07-10,12:55,2015-07-10 12:55:00,PD,10,136954,OUT,3,PD,63.9,0,7.902,32.42860031,55.5384,0.0881,1.0071,0.0373,7.631521353,0.494837527,0.374308926
2015-07-24,8:50,2015-07-24 8:50:00,PD,10,137333,OUT,3,PD,63.9,0,6.368,40.70660019,66.0849,0.1154,0.9808,0.0688,7.80906985,0.49853426,0.34242766
2015-06-26,13:10,2015-06-26 13:10:00,PD,PD-Up,136955,UP,1,PD_UP,55.7,0,20.201,34.46820068,44.2847,0.0774,0.9917,0.0288,6.668562854,0.441988897,0.330120696
2015-07-10,13:20,2015-07-10 13:20:00,PD,PD-Up,136956,UP,1,PD_UP,55.7,0,8.269,18.90780067,40.2251,0.0626,0.8169,0.0109,8.135928186,0.443467788,0.361959988
2015-07-24,9:25,2015-07-24 9:25:00,PD,PD-Up,137335,UP,1,PD_UP,55.7,0,8.57,61.97639847,45.1129,0.1158,0.6315,0.0576,8.073895443,0.543199004,0.365422605
2014-09-17,10:55,2014-09-17 10:55:00,SMD,SMD-Out,131853,OUT,3,SMD_OUT,113.8,0,2,19,157.885,0.104,2.216,0.061,6.796,0.46,0.336
2014-09-19,10:55,2014-09-19 10:55:00,SMD,SMD-Out,131856,OUT,3,SMD_OUT,113.8,0,4,21,158.555,0.21,2.479,0.061,7.801,0.641,0.411
2014-09-19,22:00,2014-09-19 22:00:00,SMD,SMD-Out,131859,OUT,3,SMD_OUT,113.8,1,NA,21,159.75,0.159,2.499,0.075,NA,NA,NA
2014-09-20,1:00,2014-09-20 1:00:00,SMD,SMD-Out,131860,OUT,3,SMD_OUT,113.8,1,NA,19,156.994,0.105,2.519,0,NA,NA,NA
2014-09-20,4:00,2014-09-20 4:00:00,SMD,SMD-Out,131861,OUT,3,SMD_OUT,113.8,1,NA,16,157.845,0.108,2.512,0,NA,NA,NA
2014-09-20,7:00,2014-09-20 7:00:00,SMD,SMD-Out,131862,OUT,3,SMD_OUT,113.8,1,NA,20,159.753,0.124,2.527,0.089,NA,NA,NA
2014-09-20,10:00,2014-09-20 10:00:00,SMD,SMD-Out,131863,OUT,3,SMD_OUT,113.8,1,NA,21,158.117,0.122,2.524,0,NA,NA,NA
2014-09-20,13:00,2014-09-20 13:00:00,SMD,SMD-Out,131864,OUT,3,SMD_OUT,113.8,1,NA,21,158.448,0.12,2.52,0.061,NA,NA,NA
2014-09-20,16:00,2014-09-20 16:00:00,SMD,SMD-Out,131865,OUT,3,SMD_OUT,113.8,1,NA,25,158.582,0.121,2.528,0.047,NA,NA,NA
2014-09-20,19:00,2014-09-20 19:00:00,SMD,SMD-Out,131866,OUT,3,SMD_OUT,113.8,1,NA,22,158.791,0.124,2.518,0.075,NA,NA,NA
2014-09-20,22:00,2014-09-20 22:00:00,SMD,SMD-Out,131867,OUT,3,SMD_OUT,113.8,1,NA,12,156.783,0.09,2.327,0.047,NA,NA,NA
2014-09-21,1:00,2014-09-21 1:00:00,SMD,SMD-Out,131868,OUT,3,SMD_OUT,113.8,1,NA,25,157.224,0.084,2.369,0.061,NA,NA,NA
2014-09-21,4:00,2014-09-21 4:00:00,SMD,SMD-Out,131869,OUT,3,SMD_OUT,113.8,1,12,26,158.982,0.097,2.402,0.047,7.997,0.517,0.394
2014-09-21,7:00,2014-09-21 7:00:00,SMD,SMD-Out,131870,OUT,3,SMD_OUT,113.8,1,NA,27,157.933,0.102,2.374,0.061,NA,NA,NA
2014-09-21,10:00,2014-09-21 10:00:00,SMD,SMD-Out,131871,OUT,3,SMD_OUT,113.8,1,NA,25,158.705,0.098,2.401,0.006,NA,NA,NA
2014-09-21,13:00,2014-09-21 13:00:00,SMD,SMD-Out,131872,OUT,3,SMD_OUT,113.8,1,NA,22,155.824,0.087,2.368,0.034,NA,NA,NA
2014-09-21,16:00,2014-09-21 16:00:00,SMD,SMD-Out,131873,OUT,3,SMD_OUT,113.8,1,NA,21,158.666,0.088,2.403,0.061,NA,NA,NA
2014-09-21,19:00,2014-09-21 19:00:00,SMD,SMD-Out,131874,OUT,3,SMD_OUT,113.8,1,NA,21,158.137,0.087,2.401,0.061,NA,NA,NA
2014-09-21,22:00,2014-09-21 22:00:00,SMD,SMD-Out,131875,OUT,3,SMD_OUT,113.8,1,NA,20,157.751,0.102,2.433,0.075,NA,NA,NA
2014-09-22,1:00,2014-09-22 1:00:00,SMD,SMD-Out,131876,OUT,3,SMD_OUT,113.8,1,NA,22,158.097,0.094,2.453,0.047,NA,NA,NA
2014-09-22,4:00,2014-09-22 4:00:00,SMD,SMD-Out,131877,OUT,3,SMD_OUT,113.8,1,NA,21,158.417,0.103,2.456,0.089,NA,NA,NA
2014-09-22,7:00,2014-09-22 7:00:00,SMD,SMD-Out,131878,OUT,3,SMD_OUT,113.8,1,NA,21,160.167,0.108,2.439,0.075,NA,NA,NA
2014-09-22,10:00,2014-09-22 10:00:00,SMD,SMD-Out,131879,OUT,3,SMD_OUT,113.8,1,NA,28,166.132,0.139,2.552,0.089,NA,NA,NA
2014-09-22,13:00,2014-09-22 13:00:00,SMD,SMD-Out,131880,OUT,3,SMD_OUT,113.8,1,NA,27,172.137,0.184,2.669,0.103,NA,NA,NA
2014-09-22,16:00,2014-09-22 16:00:00,SMD,SMD-Out,131881,OUT,3,SMD_OUT,113.8,1,NA,21,177.68,0.203,2.729,0.089,NA,NA,NA
2014-09-22,19:00,2014-09-22 19:00:00,SMD,SMD-Out,131882,OUT,3,SMD_OUT,113.8,1,NA,19,161.926,0.178,2.47,0.089,NA,NA,NA
2014-10-03,12:35,2014-10-03 12:35:00,SMD,SMD-Out,131885,OUT,3,SMD_OUT,113.8,0,7,18,155.78,0.768,3.074,0.199,7.169,1.808,1.023
2014-10-03,18:00,2014-10-03 18:00:00,SMD,SMD-Out,131886,OUT,3,SMD_OUT,113.8,1,NA,26,101.494,0.167,2.308,0.061,NA,NA,NA
2014-10-03,21:00,2014-10-03 21:00:00,SMD,SMD-Out,131887,OUT,3,SMD_OUT,113.8,1,NA,36,149.287,0.173,2.91,0.089,NA,NA,NA
2014-10-04,0:00,2014-10-04 0:00:00,SMD,SMD-Out,131888,OUT,3,SMD_OUT,113.8,1,NA,23,146.84,0.164,2.851,0.089,NA,NA,NA
2014-10-04,3:00,2014-10-04 3:00:00,SMD,SMD-Out,131889,OUT,3,SMD_OUT,113.8,1,NA,24,148.663,0.166,2.867,0.089,NA,NA,NA
2014-10-04,6:00,2014-10-04 6:00:00,SMD,SMD-Out,131890,OUT,3,SMD_OUT,113.8,1,NA,28,148.653,0.163,2.877,0.089,NA,NA,NA
2014-10-04,9:00,2014-10-04 9:00:00,SMD,SMD-Out,131891,OUT,3,SMD_OUT,113.8,1,NA,9,146.603,0.169,2.871,0.089,NA,NA,NA
2014-10-04,12:00,2014-10-04 12:00:00,SMD,SMD-Out,131892,OUT,3,SMD_OUT,113.8,1,NA,12,149.167,0.168,2.925,0.089,NA,NA,NA
2014-10-04,15:00,2014-10-04 15:00:00,SMD,SMD-Out,131893,OUT,3,SMD_OUT,113.8,1,NA,12,149.059,0.179,2.955,0.075,NA,NA,NA
2014-10-04,18:00,2014-10-04 18:00:00,SMD,SMD-Out,131894,OUT,3,SMD_OUT,113.8,1,NA,32,147.526,0.144,2.874,0.061,NA,NA,NA
2014-10-04,21:00,2014-10-04 21:00:00,SMD,SMD-Out,131895,OUT,3,SMD_OUT,113.8,1,NA,42,147.525,0.143,2.866,0.075,NA,NA,NA
2014-10-05,0:00,2014-10-05 0:00:00,SMD,SMD-Out,131896,OUT,3,SMD_OUT,113.8,1,NA,22,148.721,0.141,2.88,0.061,NA,NA,NA
2014-10-05,3:00,2014-10-05 3:00:00,SMD,SMD-Out,131897,OUT,3,SMD_OUT,113.8,1,NA,113,149.873,0.145,2.869,0.075,NA,NA,NA
2014-10-05,6:00,2014-10-05 6:00:00,SMD,SMD-Out,131898,OUT,3,SMD_OUT,113.8,1,NA,29,94.685,0.146,2.062,0.047,NA,NA,NA
2014-10-05,9:00,2014-10-05 9:00:00,SMD,SMD-Out,131899,OUT,3,SMD_OUT,113.8,1,NA,26,149.491,0.151,2.845,0.061,NA,NA,NA
2014-10-05,12:00,2014-10-05 12:00:00,SMD,SMD-Out,131900,OUT,3,SMD_OUT,113.8,1,NA,35,149.367,0.15,2.81,0.061,NA,NA,NA
2014-10-05,15:00,2014-10-05 15:00:00,SMD,SMD-Out,131901,OUT,3,SMD_OUT,113.8,1,NA,31,149.749,0.159,2.82,0.061,NA,NA,NA
2014-10-05,18:00,2014-10-05 18:00:00,SMD,SMD-Out,131902,OUT,3,SMD_OUT,113.8,1,NA,34,148.969,0.163,2.806,0.061,NA,NA,NA
2014-10-05,21:00,2014-10-05 21:00:00,SMD,SMD-Out,131903,OUT,3,SMD_OUT,113.8,1,NA,16,148.182,0.182,2.816,0.075,NA,NA,NA
2014-10-06,0:00,2014-10-06 0:00:00,SMD,SMD-Out,131904,OUT,3,SMD_OUT,113.8,1,NA,27,148.416,0.163,2.816,0.089,NA,NA,NA
2014-10-06,3:00,2014-10-06 3:00:00,SMD,SMD-Out,131905,OUT,3,SMD_OUT,113.8,1,NA,16,149.333,0.164,2.833,0.089,NA,NA,NA
2014-10-06,6:00,2014-10-06 6:00:00,SMD,SMD-Out,131906,OUT,3,SMD_OUT,113.8,1,NA,,148.133,0.168,2.815,0.075,NA,NA,NA
2014-10-06,9:00,2014-10-06 9:00:00,SMD,SMD-Out,131907,OUT,3,SMD_OUT,113.8,1,NA,27,149.375,0.171,2.838,0.089,NA,NA,NA
2014-10-06,12:00,2014-10-06 12:00:00,SMD,SMD-Out,131908,OUT,3,SMD_OUT,113.8,1,NA,26,149.522,0.177,2.862,0.089,NA,NA,NA
2014-10-06,15:00,2014-10-06 15:00:00,SMD,SMD-Out,131909,OUT,3,SMD_OUT,113.8,1,NA,26,145.617,0.17,2.823,0.089,NA,NA,NA
2014-10-07,11:45,2014-10-07 11:45:00,SMD,SMD-Out,131911,OUT,3,SMD_OUT,113.8,0,3,24,153.319,0.168,3.3,0.075,7.106,0.552,0.36
2014-10-10,10:00,2014-10-10 10:00:00,SMD,SMD-Out,131914,OUT,3,SMD_OUT,113.8,0,7,19,150.8,0.105,3.324,0.061,6.468,0.486,0.362
2015-06-26,10:50,2015-06-26 10:50:00,SMD,SMD-Out,136957,OUT,3,SMD_OUT,113.8,0,17.784,44.33190155,122.7216,0.0915,1.2674,0.0526,12.23079457,0.626632876,0.490800974
2015-07-10,11:15,2015-07-10 11:15:00,SMD,SMD-Out,136958,OUT,3,SMD_OUT,113.8,0,10.586,39.76490021,129.1714,0.127,1.0534,0.061,11.27012883,0.664910073,0.498145173
2015-07-24,11:45,2015-07-24 11:45:00,SMD,SMD-Out,137340,OUT,3,SMD_OUT,113.8,0,7.857,13.60429955,162.9087,0.2369,1.5156,0.0993,8.545195229,0.581851185,0.331346886
2014-09-17,11:13,2014-09-17 11:13:00,SMD,SMD-Side,131854,SIDE,2,SMD_SIDE,NA,0,8,18,158.56,0.049,2.212,0.061,8.44,0.542,0.474
2014-09-19,11:13,2014-09-19 11:13:00,SMD,SMD-Side,131857,SIDE,2,SMD_SIDE,NA,0,4,10,159.022,0.016,2.58,0.075,8.256,0.447,0.422
2014-10-03,12:00,2014-10-03 12:00:00,SMD,SMD-Side,131884,SIDE,2,SMD_SIDE,NA,0,2,19,151.524,0.061,3.089,0.075,7.586,0.53,0.45
2014-10-07,11:20,2014-10-07 11:20:00,SMD,SMD-Side,131910,SIDE,2,SMD_SIDE,NA,0,0,14,154.312,0.096,3.152,0.089,7.334,0.517,0.408
2014-10-10,9:47,2014-10-10 9:47:00,SMD,SMD-Side,131913,SIDE,2,SMD_SIDE,NA,0,2,11,151.054,0.084,3.324,0.061,6.657,0.465,0.37
2014-09-17,12:03,2014-09-17 12:03:00,SMD,SMD-Up,131855,UP,1,SMD_UP,111.9,0,6,31,157.859,0.207,2.417,0.047,7.536,0.671,0.433
2014-09-19,12:03,2014-09-19 12:03:00,SMD,SMD-Up,131858,UP,1,SMD_UP,111.9,0,1,12,158.469,0.08,2.333,0.061,7.953,0.528,0.436
2014-10-03,11:45,2014-10-03 11:45:00,SMD,SMD-Up,131883,UP,1,SMD_UP,111.9,0,6,30,149.188,0.07,3.046,0.047,7.706,0.536,0.436
2014-10-07,12:15,2014-10-07 12:15:00,SMD,SMD-Up,131912,UP,1,SMD_UP,111.9,0,9,7,151.05,0.168,3.232,0.061,6.077,0.618,0.443
2014-10-10,10:30,2014-10-10 10:30:00,SMD,SMD-Up,131915,UP,1,SMD_UP,111.9,0,1,6,158.665,0.169,3.634,0,6.645,0.484,0.309
2015-06-26,11:15,2015-06-26 11:15:00,SMD,SMD-Up,136959,UP,1,SMD_UP,111.9,0,14.824,33.62129974,125.3203,0.0673,1.2824,0.0564,11.7722429,0.587050774,0.486129474
2015-07-10,11:40,2015-07-10 11:40:00,SMD,SMD-Up,136960,UP,1,SMD_UP,111.9,0,9.086,42.81750107,127.873,0.1489,1.124,0.0622,10.96519197,0.640986825,0.449269323
2015-07-24,11:25,2015-07-24 11:25:00,SMD,SMD-Up,137339,UP,1,SMD_UP,111.9,0,7.813,22.47699928,168.0769,0.3921,1.6674,0.0975,8.50255382,0.704679229,0.29010223
2015-06-26,12:45,2015-06-26 12:45:00,PD,9,136979,UP,1,WB,6,0,4.238,51.75159836,174.1384,1.3851,3.6353,0.038,4.114430073,1.545720574,0.108868975
2015-07-10,13:05,2015-07-10 13:05:00,PD,9,136952,UP,1,WB,6,0,9.904,26.28380013,124.8714,0.7178,2.7252,0.0249,6.630732341,1.045072235,0.300988434
2015-07-24,9:05,2015-07-24 9:05:00,PD,9,137334,UP,1,WB,6,0,7.056,30.43950081,154.847,1.5459,3.8106,0.1027,2.800948557,1.570437852,0.002990649
