Sample,Site,Location,Date,Time,CArea.km2,Cond.uScm,Sp_Cond.uScm,Temp.C,DO.mgL,DO.pct,pH,TSS.mgL,Chl.mgL,PO4.ugL,NH4.ugL,Cl.mgL,NO3.mgL,SO4.mgL,Br.mgL,DOC.mgL,TDN.mgL,DIN.mgL,DON.mgL,TDP.mgL,Q_est.m3s,CH4.mM,CH4.uatm,N2O.mM,N2O.uatm,Gas_Flag,AFDM.pct,AFDM.mgL,Ash.pct,Ash.mgL,PC.mgL,PN.mgL,TN.mgL,NAr_sat,NAr_calc.A,NAr_calc.B,NAr_calc.C,NArcalc.mean
LH_OUT,LH,OUT,10/6/15,12:45,1.113657,241.3,330.4,10.9,1.89,17.5,NA,313.6,60.613,17,3,6.613,0.011,2.948,NA,NA,0.403,0.0142591,0.389,NA,0.002918063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH_IN,LH,UP,10/6/15,12:55,1.061859,335.5,466.5,10.3,9.79,87.7,NA,2.111801242,95.461,10,28,3.237,0.140,5.168,NA,NA,0.324,0.168134699,0.156,NA,0.002782339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH_EDGE,LH,NA,10/6/15,13:05,0.647475,305.5,416.9,11,6.17,56.1,NA,3.333333333,72.736,9,50,3.168,0.118,2.757,NA,NA,0.308,0.168215801,0.140,NA,0.001696548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTEB,BRDS,UP_2,10/6/15,13:20,2.51,714,946,12.2,10.15,94.8,NA,3.5,250.144,21,37,7.182,0.546,5.836,NA,NA,0.748,0.5826007,0.165,NA,0.006350047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRDS,BRDS,UP_1,10/6/15,13:30,4.9014,288.6,385.1,11.2,10.28,93.9,NA,5.5,73.832,9,8,4.736,0.179,5.420,NA,NA,0.425,0.1870461,0.238,NA,0.012842907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRDS_OUT,BRDS,OUT,10/6/15,13:45,8.32,295.3,356.4,14.3,5.61,57.3,NA,2.428571429,72.982,12,49,6.101,0.034,3.483,NA,NA,0.394,0.0837606,0.310,NA,0.021048761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OMPD,OMPD,OUT,10/6/15,14:00,50.59,220.5,298.2,12.6,6.42,61,NA,7.5,58.104,5,62,7.324,0.126,3.780,NA,NA,0.642,0.187077499,0.455,NA,0.127987599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OMPD_IN,OMPD,UP_1,10/6/15,14:10,43.173633,193,257.5,11.8,9.93,92.1,NA,3.125,55.042,17,33,6.324,0.186,5.008,NA,NA,0.443,0.2192815,0.223,NA,0.109224938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLGB,OMPD,UP_2,10/6/15,14:20,2.006,1263,1642,12.9,9.03,85.9,NA,2.375,469.632,10,46,2.864,1.359,12.537,NA,NA,1.469,1.404404301,0.065,NA,0.005074978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAM,OMPD,UP_3,10/6/15,14:30,1.7364,627,886,9.7,5.42,48,NA,5.125,97.698,17,61,3.147,0.571,6.454,NA,NA,0.840,0.631827898,0.208,NA,0.004392917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCLN_OUT,MCLN,OUT,10/6/15,14:40,549.0588,111.2,141.6,13.5,9.36,90,NA,2.5,26.535,7,21,5.705,0.114,2.368,NA,NA,0.415,0.1352557,0.279,NA,1.654861734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piscassic,MCLN,UP_2,10/6/15,14:55,56.9778,214,276.4,13.2,9.7,92.3,NA,2.236024845,53.292,11,28,7.046,0.068,7.069,NA,NA,0.428,0.0957431,0.332,NA,0.171730935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sidetrib_IN,MCLN,UP_3,10/6/15,15:05,1.735233,116.1,155.5,12,5.38,49.9,NA,10.66666667,11.295,10,16,3.378,0.021,3.301,NA,NA,0.183,0.037716,0.146,NA,0.005229988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCLN_IN,MCLN,UP_1,10/6/15,15:15,480.037965,122.1,158,13.1,10.74,102.4,NA,1.25,32.434,24,5,4.789,0.084,2.150,NA,NA,0.282,0.0895908,0.192,NA,1.446833124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMPD,LMPD,OUT,10/6/15,15:25,475.3,121.3,159.1,12.5,9.99,94.3,NA,1.5,29.831,11,9,4.311,0.071,1.856,NA,NA,0.289,0.0799207,0.209,NA,1.43255291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMPD_IN,LMPD,UP,10/6/15,15:40,471.2,158.7,202.7,13.6,10.2,99,NA,1.625,42.571,16,11,4.095,0.120,2.320,NA,NA,0.336,0.1309821,0.205,NA,1.420195522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_OUT,CCBP,OUT,10/14/15,10:45,1.72665,226.9,295.7,12.9,6.18,58.6,NA,NA,NA,9.556321,31.692301,63.1034,0.0118,5.0134,0.0261,8.547305,0.425525,0.043492301,0.382032699,30.16,NA,3.146010443,75.89674061,0.0569,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_SIDE,CCBP,SIDE,10/14/15,11:15,NA,244.5,318.2,13,5.44,51.8,NA,NA,NA,7.439164,15.9901,66.2739,0.0119,5.2196,0.0272,9.052656,0.409677,0.0278901,0.3817869,33.97,NA,1.295416065,31.25159907,25.696,622.02,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,10/14/15,11:30,0.078275,566,723,13.7,7.75,74.7,NA,NA,NA,10.427208,38.375999,219.9568,0.072,0.4082,0.0179,9.8178,0.566481,0.110375999,0.456105001,10.42,NA,0.375497352,9.058782755,0.0972,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,10/14/15,11:45,0.554225,827,1050,14,3.22,31.3,NA,NA,NA,11.365665,78.507103,329.8763,0.0117,0.6781,0.0376,10.085897,0.558954,0.090207103,0.468746897,11.16,NA,1.208464025,29.15390217,0.0502,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,10/14/15,12:00,0.91245,180.4,216.7,16.5,6.55,67.4,NA,NA,NA,9.586352,49.802299,59.9793,0.0116,5.9409,0.0029,6.791625,0.426194,0.061402299,0.364791701,25.07,NA,1.728283835,41.69442927,0.0523,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,10/14/15,12:15,4.63,196.6,225.1,13.2,6.53,62.4,NA,NA,NA,12.270336,3.196,45.3693,0.0278,3.304,0.0232,5.999197,0.306395,0.030996,0.275399,64.66,NA,0.506473219,12.21854385,64.3795,1558.42,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,10/14/15,13:15,NA,499,615,15.2,4.99,50.8,NA,NA,NA,10.984,13.8823,159.1225,0.0222,7.8441,0.1338,9.049544,0.395457,0.0360823,0.3593747,18.64,NA,1.943024496,46.87499575,0.698,16.9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,10/14/15,14:45,113.8,481,611,14,6.09,59.1,NA,1.985815603,NA,8.864,8.5929,158.4996,0.1073,8.2627,0.2317,8.626307,0.477223,0.1158929,0.3613301,17.23,NA,0.78505839,18.93934368,0.0507,1.23,NA,84.67689648,1.681527022,15.32310352,0.304288581,0.468721095,0.043052262,0.520275262,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,10/14/15,15:00,NA,487,615,14.1,9.2,89.7,NA,NA,NA,9.663,9.0765,158.2413,0.1072,8.1752,0.1216,8.70997,0.475424,0.1162765,0.3591475,23.45,NA,0.320716572,7.737209674,0.8889,21.52,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,10/14/15,15:15,111.9,498,625,14.5,5.6,54.9,NA,1.714285714,NA,12.891,10.5727,138.0807,0.1217,6.6521,0.1158,7.365207,0.469577,0.1322727,0.3373043,54.98,NA,0.998205428,24.0814644,64.827,1569.26,4,100,1.714285714,0,0,0.382540538,0.030271975,0.499848975,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,10/14/15,16:10,337.8,386,486.3,14.3,8.91,87,NA,1.142857143,NA,8.28002,9.688,113.5192,0.0429,6.5242,0.0234,7.818935,0.427406,0.052588,0.374818,5.81,0.59091367,0.43635382,10.5269303,0.1331,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,10/14/15,16:30,387.5,371.2,466.6,14.3,7.98,77.9,NA,1.714285714,NA,8.96697,19.177799,109.2547,0.0395,5.6718,0.0237,7.64574,0.410471,0.058677799,0.351793201,3.1,0.6778539,0.775098248,18.69905767,0.0474,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,10/14/15,16:45,43.3,346.4,434.8,14.3,5.61,55,NA,2,NA,9.837858,11.5997,108.196,0.0117,2.2789,0.0311,8.059748,0.398596,0.0232997,0.3752963,13.27,0.075744707,1.00746836,24.30493039,20.8912,505.71,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_OUT,CCBP,OUT,10/28/15,10:00,1.72665,260.4,402.5,6.7,6.54,53.4,NA,NA,NA,11.553356,128.565704,95.0498,0.0177,3.5797,0.0136,7.822494,0.530939,0.146265704,0.384673296,24.91,NA,13.81120332,334.8918966,0.03753976,0.907177831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_SIDE,CCBP,SIDE,10/28/15,10:15,NA,283.4,450,5.4,5.01,39.6,NA,NA,NA,15.58121,3.935799,109.197,0.0127,2.4349,0.0322,9.594781,0.456927,0.016635799,0.440291201,19,NA,3.202680826,77.65810345,0.049542363,1.19723016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,10/28/15,10:30,0.078275,466,718,6.8,2.55,20.8,NA,NA,NA,11.084128,24.216499,210.6029,0.048,0.5773,0.0345,7.676583,0.444801,0.072216499,0.372584501,99.6,NA,0.669296325,16.22899255,0.049023382,1.184688589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,10/28/15,10:45,0.554225,751,1138,7.3,1.26,10.5,NA,NA,NA,9.556321,8.1265,336.7383,0.0114,0.2271,0.0529,23.719698,0.4586,0.0195265,0.4390735,131.52,NA,98.21343652,2381.464038,0.040783174,0.985557466,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,10/28/15,10:55,0.91245,178.6,266.1,8,7.35,62.1,NA,NA,NA,8.156144,172.676605,59.7126,0.0148,3.8434,0.0253,5.826002,0.487452,0.187476605,0.299975395,16.88,NA,2.31527323,56.14038294,0.040769449,0.985225788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,10/28/15,11:15,4.63,179.4,285.1,5.3,6.1,48.1,NA,NA,NA,14.331186,10.3738,50.8596,0.0119,2.5699,0.0506,6.751292,0.234516,0.0222738,0.2122422,64.22,NA,0.587956487,14.25667688,0.042795617,1.034189739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,10/28/15,12:15,NA,514,695,10.5,4.38,38.7,NA,NA,NA,20.078,6.1914,166.5183,0.0068,6.2682,0.0547,9.744687,0.368157,0.0129914,0.3551656,46.16,NA,29.5059762,715.4562933,0.042767309,1.033505654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,10/28/15,12:35,113.8,453.1,666,8.4,4.64,39.6,NA,1.714285714,NA,11.937,3.7971,168.2653,0.0335,7.115,0.3483,7.453791,0.389745,0.0372971,0.3524479,20.63,NA,1.230039113,29.82579592,0.043571943,1.052950271,NA,84.62934163,1.450788714,15.37065837,0.263497001,0.367345917,0.037370567,0.427115567,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,10/28/15,12:50,NA,460,663,9,9.16,79.2,NA,NA,NA,10.369,9.064,171.1267,0.048,7.1473,0.0981,7.945928,0.390195,0.057064,0.333131,15.03,NA,0.379184235,9.194399982,0.041355339,0.999384289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,10/28/15,13:15,111.9,462,685,8.2,4.95,42.1,NA,2,NA,9.508,15.8348,176.328,0.1,7.0907,0.218,7.181886,0.429909,0.1158348,0.3140742,49.29,NA,0.735874489,17.84336946,0.048627928,1.17513212,NA,56.75324675,1.135064935,43.24675325,0.864935065,0.43674108,0.032652732,0.462561732,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,10/28/15,14:10,337.8,303,456.2,7.5,8.09,67.4,NA,0.714285714,NA,9.837858,8.0557,102.1176,0.0545,5.3399,0.0311,8.126179,0.412269,0.0625557,0.3497133,32.51,0.159546691,0.874152215,21.1963061,0.045815997,1.107179609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,10/28/15,14:40,387.5,336.1,473.6,9.9,7.06,62.3,NA,1.571428571,NA,10.05558,8.581,111.8083,0.0451,4.6893,0.0264,7.4073,0.431044,0.053681,0.377363,59.26,0.183020553,1.223311003,29.66265376,0.046541712,1.124717078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,10/28/15,14:55,43.3,306.7,458.8,7.6,7.81,65.3,NA,1.285714286,NA,9.931703,8.6873,114.8429,0.0118,1.8072,0.0332,6.347961,0.383334,0.0204873,0.3628467,10.82,0.019693624,1.20824807,29.29741011,0.040675946,0.982966233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRDS,BRDS,UP_1,11/2/15,12:30,4.9014,228.1,327.9,9.1,9.55,84.5,NA,2.166666667,61.156,17,4,7.669,0.098,5.287,NA,NA,0.404,0.1019379,0.302,NA,0.026128672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH_OUT,LH,OUT,11/2/15,12:45,1.113657,208.4,309.3,7.9,6.44,56.9,NA,14.81481481,51.108,27,10,9.470,0.022,3.837,NA,NA,0.427,0.0315752,0.396,NA,0.005735503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH_IN,LH,UP,11/2/15,12:55,1.061859,302.7,425.1,9.9,8.93,79.1,NA,1.833333333,82.594,10,14,4.172,0.111,4.754,NA,NA,0.277,0.1249464,0.152,NA,0.005468735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LH_EDGE,LH,NA,11/2/15,13:05,0.647475,240.5,339.9,9.8,7.58,67,NA,1.285714286,60.592,13,26,4.957,0.078,3.426,NA,NA,0.292,0.103734999,0.188,NA,0.003334595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTEB,BRDS,UP_2,11/2/15,13:15,2.51,467,652,10.4,10.13,91.2,NA,1.333333333,190.221,29,7,4.994,0.362,5.324,NA,NA,0.595,0.368985,0.226,NA,0.012926881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRDS_OUT,BRDS,OUT,11/2/15,13:30,8.32,259.4,360.2,10.4,6.82,61.3,NA,5.4,73.400,11,41,7.130,0.046,4.015,NA,NA,0.397,0.086857001,0.310,NA,0.042849264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OMPD,OMPD,OUT,11/2/15,13:40,50.59,190.6,275.2,9,8.64,78.1,NA,5.571428571,51.436,12,11,8.167,0.078,3.571,NA,NA,0.485,0.088786,0.396,NA,0.260546184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLGB,OMPD,UP_2,11/2/15,13:45,2.006,937,1286,10.9,8.89,81.1,NA,2,341.523,14,18,3.964,0.915,9.005,NA,NA,1.183,0.932624099,0.250,NA,0.010331205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OMPD_IN,OMPD,UP_1,11/2/15,14:00,43.173633,177.6,258.9,8.6,10.38,89.2,NA,3.666666667,51.432,9,2,9.076,0.101,3.553,NA,NA,0.400,0.103477,0.297,NA,0.222350767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAM,OMPD,UP_3,11/2/15,14:05,1.7364,271.2,384.6,9.6,7.86,69,NA,3,69.269,13,28,6.892,0.328,7.573,NA,NA,0.681,0.355247501,0.326,NA,0.008942724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCLN_OUT,MCLN,OUT,11/2/15,14:15,549.0588,107,152.6,9.4,10.12,88.4,NA,2.833333333,29.668,12,4,6.972,0.039,2.430,NA,NA,0.419,0.0430909,0.375,NA,3.569309621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piscassic,MCLN,UP_2,11/2/15,14:30,56.9778,187.2,269.9,9.2,7.86,68.4,NA,2.142857143,47.270,6,6,9.355,0.015,8.119,NA,NA,0.317,0.0214459,0.295,NA,0.370400055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sidetrib_IN,MCLN,UP_3,11/2/15,14:40,1.735233,98.3,145.5,8,4.76,40.4,NA,12,13.550,16,11,4.404,0.021,3.309,NA,NA,0.240,0.0314866,0.208,NA,0.011280365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCLN_IN,MCLN,UP_1,11/2/15,14:45,480.037965,132.1,189.2,9.2,11.16,97.2,NA,1.166666667,43.408,6,4,5.748,0.069,2.621,NA,NA,0.285,0.0728843,0.212,NA,3.120620464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMPD,LMPD,OUT,11/2/15,15:00,475.3,131.7,190.4,8.8,10.05,87.3,NA,1.714285714,39.104,6,0,5.593,0.055,2.426,NA,NA,0.266,0.054742,0.211,NA,3.089820003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LMPD_IN,LMPD,UP,11/2/15,15:15,471.2,128.8,183.5,9.3,10.41,92.9,NA,1.276595745,33.849,7,4,5.370,0.057,2.048,NA,NA,0.288,0.0609535,0.227,NA,3.063166811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_OUT,CCBP,OUT,11/18/15,10:15,1.72665,313.4,522,4.1,7,53.5,NA,NA,NA,22.293049,177.608994,143.1668,0.0288,1.5636,0.0319,7.720475,0.543065,0.206408994,0.336656006,29.05,NA,1.890638374,45.92147346,0.035227453,0.858525763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_SIDE,CCBP,SIDE,11/18/15,10:30,NA,338.8,562,5.2,5.19,39.9,NA,NA,NA,10.90019,138.022095,154.6768,0.0122,1.5383,0.0366,7.993317,0.545992,0.150222095,0.395769905,18.61,NA,2.740448425,66.56240102,0.034217535,0.833913113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,11/18/15,10:45,0.078275,396.6,734.4,2,9.18,66.3,NA,NA,NA,7.938422,49.5751,202.103,0.0676,0.4582,0.0313,7.607779,0.484107,0.1171751,0.3669319,50.3,NA,0.337416445,8.195464837,0.037734668,0.919628911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,11/18/15,11:00,0.554225,634,1067,4,2.53,19.4,NA,NA,NA,8.186175,25.867599,348.1468,0.0121,0.7693,0.0092,7.769112,0.415113,0.037967599,0.377145401,31.56,NA,6.750541462,163.9630375,0.033088225,0.806390788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,11/18/15,11:10,0.91245,158.5,257.7,4.8,10.16,79.4,NA,NA,NA,13.831928,63.768002,55.7479,0.0159,3.7337,0.0379,4.821217,0.33567,0.079668002,0.256001998,19.27,NA,1.798632469,43.68675382,0.035449881,0.863946525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,11/18/15,11:25,4.63,159.1,282.5,2.3,10.14,74.1,NA,NA,NA,9.52629,16.0235,97.7455,0.0353,1.8733,0.0298,4.661615,0.275548,0.0513235,0.2242245,92.27,NA,0.419650179,10.19282949,0.036436902,0.888001156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,11/18/15,12:25,NA,442.6,649,9.5,4.74,41.5,NA,NA,NA,20.913,11.3601,165.6839,0.0455,3.7016,0.1419,9.316528,0.459233,0.0568601,0.4023729,110.25,NA,6.829825107,165.8887478,0.029550649,0.720176758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,11/18/15,12:35,113.8,383.7,627,4.8,8.84,68.8,NA,1.166666667,NA,12.552,15.322,163.1329,0.0805,3.7136,0.1729,9.929238,0.488467,0.095822,0.392645,37.02,3.271382779,0.548532198,13.32322836,0.032479821,0.79156341,NA,100,1.166666667,0,0,0.441250642,0.035669235,0.524136235,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,11/18/15,12:55,NA,380.7,615,5.2,11.18,88.2,NA,1.428571429,NA,14.892,14.8706,164.5645,0.0737,3.7199,0.2134,9.859109,0.517252,0.0885706,0.4286814,47.06,3.3130656,0.293533869,7.129606569,0.035265887,0.859462439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,11/18/15,13:15,111.9,384.6,631,4.5,9.1,70.3,NA,1.428571429,NA,16.588,35.410999,166.6098,0.1175,3.9551,0.1481,9.563827,0.51995,0.152910999,0.367039001,24.2,3.21676391,0.788595702,19.15410006,0.041776795,1.018139302,NA,77.92682927,1.113240418,22.07317073,0.31533101,0.37239288,0.029528434,0.549478434,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,11/18/15,14:05,337.8,317.7,516,5,11.59,90.8,NA,0.714285714,NA,9.931703,9.9026,114.712,0.0294,4.8038,0.0252,6.623239,0.347963,0.0393026,0.3086604,11.77,1.034098923,0.3520747,8.551497326,0.035104791,0.855536373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,11/18/15,14:40,387.5,307.6,489,5.7,10.75,85.7,NA,1.142857143,NA,9.462475,7.7262,115.4419,0.0316,4.4276,0.0391,6.840569,0.376358,0.0393262,0.3370318,76.97,1.152351629,0.439747662,10.68097466,0.039397149,0.960145121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,11/18/15,14:55,43.3,255.4,419.7,4.6,9.89,76.6,NA,0.714285714,NA,11.271819,9.8652,102.9252,0.0177,2.2223,0.0239,6.264419,0.323637,0.0275652,0.2960718,82.93,0.128766001,0.814408982,19.78107551,1.982197299,48.30798965,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTEB,BRDS,UP_2,2/1/16,14:10,2.51,331.2,514,6.3,11.52,93.9,NA,6.5,165.941,20,30,5.677,0.371,4.364,NA,NA,0.641,0.401699599,0.240,NA,0.038553856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRDS,BRDS,UP_1,2/1/16,14:20,4.9014,202.4,346.6,3.2,12.3,92.4,NA,1.714285714,70.785,11,55,2.612,0.572,3.411,NA,NA,0.751,0.626506201,0.124,NA,0.075286004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRDS_OUT,BRDS,OUT,2/1/16,14:35,8.32,254.9,456,2.1,12.38,88.7,NA,60.6557377,91.037,10,35,3.071,0.534,3.873,NA,NA,0.735,0.569161799,0.166,NA,0.135313464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OMPD,OMPD,OUT,2/1/16,14:45,50.59,192.1,NA,1.5,12.8,89.5,NA,12.62411348,41.319,15,20,4.278,0.293,2.660,NA,NA,0.503,0.3131183,0.190,NA,0.822777422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLGB,OMPD,UP_2,2/1/16,14:55,2.006,592,973,4.5,12.47,96.4,NA,15.28571429,275.614,13,18,3.379,1.100,6.906,NA,NA,1.267,1.117602701,0.150,NA,0.032624857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OMPD_IN,OMPD,UP_1,2/1/16,15:05,43.173633,109.1,NA,0.7,13.25,92.8,NA,1.833333333,37.184,11,12,4.553,0.274,2.520,NA,NA,0.451,0.2868825,0.164,NA,0.702160318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAM,OMPD,UP_3,2/1/16,15:15,1.7364,134.9,238.7,2.1,10.42,75.4,NA,2.166666667,40.352,12,51,4.843,0.394,2.536,NA,NA,0.638,0.445386799,0.192,NA,0.02824018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCLN_OUT,MCLN,OUT,2/1/16,15:25,549.0588,86.1,NA,0.4,13.28,92.1,NA,1.166666667,29.930,8,17,4.703,0.177,2.629,NA,NA,0.438,0.194356299,0.244,NA,7.527998474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piscassic,MCLN,UP_2,2/1/16,15:40,56.9778,121,NA,0.3,13.1,90.8,NA,5.333333333,40.201,11,10,5.671,0.150,4.149,NA,NA,0.356,0.1604663,0.196,NA,0.781207389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sidetrib_IN,MCLN,UP_3,2/1/16,15:50,1.735233,68.4,119.7,2.6,9.22,67.5,NA,14.25,11.495,18,13,5.922,0.095,2.226,NA,NA,0.388,0.1078951,0.280,NA,0.023791316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
