Sample,Site,Location,Date,Time,CArea.km2,Cond.uScm,Sp_Cond.uScm,Temp.C,DO.mgL,DO.pct,pH,TSS.mgL,Chl.mgL,UNH_ID,PO4.ugL,NH4.ugL,Cl.mgL,NO3.mgL,SO4.mgL,Br.mgL,DOC.mgL,TDN.mgL,DIN.mgL,DON.mgL,TDP.mgL,Q_est.m3s,CH4.mM,CH4.uatm,N2O.mM,N2O.uatm,CO2.ppm,Gas_Flag,AFDM.pct,AFDM.mgL,Ash.pct,Ash.mgL,PC.mgL,PN.mgL,TN.mgL,NAr_sat,NAr_calc.A,NAr_calc.B,NAr_calc.C,NArcalc.mean,N2.mM.A,N2.mM.B,N2.mM.C,N2.mM.mean,Notes
SMD_UP_Storm,SMD,UP,11/10/2017,6:00,111.9,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/10/2017,12:00,113.8,NA,NA,NA,NA,NA,NA,3.72549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/10/2017,12:00,111.9,NA,NA,NA,NA,NA,NA,12.527473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/10/2017,18:00,113.8,NA,NA,NA,NA,NA,NA,4.038462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/10/2017,18:00,111.9,NA,NA,NA,NA,NA,NA,7.291667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/11/2017,0:00,113.8,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/11/2017,0:00,111.9,NA,NA,NA,NA,NA,NA,8.247423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/11/2017,6:00,113.8,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/11/2017,6:00,111.9,NA,NA,NA,NA,NA,NA,11.910112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/11/2017,18:00,113.8,NA,NA,NA,NA,NA,NA,4.158416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/11/2017,18:00,111.9,NA,NA,NA,NA,NA,NA,13.265306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/12/2017,0:00,113.8,NA,NA,NA,NA,NA,NA,2.93578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/12/2017,0:00,111.9,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/12/2017,18:00,113.8,NA,NA,NA,NA,NA,NA,3.434343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/12/2017,18:00,111.9,NA,NA,NA,NA,NA,NA,8.349515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/13/2017,0:00,113.8,NA,NA,NA,NA,NA,NA,2.689076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/13/2017,0:00,111.9,NA,NA,NA,NA,NA,NA,14.845361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/13/2017,6:00,113.8,NA,NA,NA,NA,NA,NA,4.754098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/13/2017,6:00,111.9,NA,NA,NA,NA,NA,NA,8.686869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT_Storm,SMD,OUT,11/13/2017,12:00,113.8,NA,NA,NA,NA,NA,NA,3.015873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP_Storm,SMD,UP,11/13/2017,12:00,111.9,NA,NA,NA,NA,NA,NA,7.010309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Storm,PD,OUT,11/17/2017,18:02,63.9,NA,NA,NA,NA,NA,NA,13.608247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP_Storm,PD,UP_1,11/17/2017,18:02,55.7,NA,NA,NA,NA,NA,NA,38.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Storm,PD,OUT,11/18/2017,0:02,63.9,NA,NA,NA,NA,NA,NA,9.310345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP_Storm,PD,UP_1,11/18/2017,0:02,55.7,NA,NA,NA,NA,NA,NA,25.352113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Storm,PD,OUT,11/18/2017,12:02,63.9,NA,NA,NA,NA,NA,NA,7.433628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP_Storm,PD,UP_1,11/18/2017,12:02,55.7,NA,NA,NA,NA,NA,NA,7.567568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Storm,PD,OUT,11/18/2017,18:02,63.9,NA,NA,NA,NA,NA,NA,3.838384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP_Storm,PD,UP_1,11/18/2017,18:02,55.7,NA,NA,NA,NA,NA,NA,2.782609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Storm,PD,OUT,11/19/2017,0:02,63.9,NA,NA,NA,NA,NA,NA,0.740741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP_Storm,PD,UP_1,11/19/2017,0:02,55.7,NA,NA,NA,NA,NA,NA,3.174603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Storm,PD,OUT,11/19/2017,6:02,63.9,NA,NA,NA,NA,NA,NA,2.434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP_Storm,PD,UP_1,11/19/2017,6:02,55.7,NA,NA,NA,NA,NA,NA,3.194444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Storm,PD,OUT,11/19/2017,12:02,63.9,NA,NA,NA,NA,NA,NA,4.070796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP_Storm,PD,UP_1,11/19/2017,12:02,55.7,NA,NA,NA,NA,NA,NA,2.362205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Storm,PD,OUT,11/19/2017,18:02,63.9,NA,NA,NA,NA,NA,NA,1.917808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP_Storm,PD,UP_1,11/19/2017,18:02,55.7,NA,NA,NA,NA,NA,NA,2.237762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Storm,PD,OUT,11/20/2017,0:02,63.9,NA,NA,NA,NA,NA,NA,3.063063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP_Storm,PD,UP_1,11/20/2017,0:02,55.7,NA,NA,NA,NA,NA,NA,4.036697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Storm,PD,OUT,11/20/2017,6:02,63.9,NA,NA,NA,NA,NA,NA,4.385965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP_Storm,PD,UP_1,11/20/2017,6:02,55.7,NA,NA,NA,NA,NA,NA,1.986755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Storm,PD,OUT,11/20/2017,12:02,63.9,NA,NA,NA,NA,NA,NA,3.148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP_Storm,PD,UP_1,11/20/2017,12:02,55.7,NA,NA,NA,NA,NA,NA,2.753623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_Storm,PD,OUT,11/20/2017,18:02,63.9,NA,NA,NA,NA,NA,NA,1.694915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP_Storm,PD,UP_1,11/20/2017,18:02,55.7,NA,NA,NA,NA,NA,NA,1.896552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,12/4/2017,11:30,111.9,NA,555,3,10.71,79,NA,NA,NA,158740,NA,38.06281242,145.0007,0.1776,5.8269,NA,9.681334912,0.589148274,0.215662812,0.373485462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,12/4/2017,11:45,113.8,NA,566,3.4,10.54,79.2,NA,NA,NA,158741,NA,33.63618899,144.502,0.1757,5.7921,NA,9.736844605,0.6265432,0.209336189,0.417207011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_OUT,CCBP,OUT,12/13/2017,7:55,1.72665,NA,389.1,1.1,8.49,59.8,6.281,1.4,NA,159506,NA,9.21773835,180.0774,0.0416,1.152,0.039,9.830522155,0.372921823,0.050817738,0.322104085,NA,NA,1.956892692,47.12927424,0.030039438,0.723461696,5565.840469,NA,100,1.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_SIDE,CCBP,SIDE,12/13/2017,8:15,3.962682,NA,554,0.6,8.29,57,6.093,NA,NA,168816,NA,23.14356112,140.5944,0.0431,1.0335,0.0538,9.286808644,0.479911882,0.066243561,0.41366832,NA,NA,1.582420354,38.11058375,0.051468523,1.239553987,6528.856241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,12/13/2017,8:30,0.078275,NA,864,1.1,6.49,46.6,6.187,3,NA,159507,NA,22.60232463,233.5661,0.0329,0.6012,0.0852,13.97288783,0.543570156,0.055502325,0.488067831,NA,NA,8.354508052,201.207712,0.026891985,0.647659281,7598.033837,NA,100,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,12/13/2017,8:40,0.554225,NA,1052,1.6,6.27,45,6.281,1.666666667,NA,159508,NA,9.865379622,285.8072,0.0216,1.2123,0.0568,12.1411481,0.439853584,0.03146538,0.408388204,NA,NA,4.45259092,107.2349953,0.023961309,0.577077694,7840.582159,NA,100,1.666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,12/13/2017,8:50,0.91245,NA,287.3,0.7,8.86,64.6,6.218,1,NA,159509,NA,2.5,73.6677,0.0298,1.3215,0.0231,6.833891724,0.243206964,0.0323,0.210906964,NA,NA,0.46492051,11.1970198,0.03175143,0.764692855,4584.135321,NA,64.21052632,0.642105263,35.78947368,0.357894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,12/13/2017,9:10,4.63,NA,486,0.8,10.62,74.5,6.415,2.4,NA,168850,NA,11.68039982,129.9335,0.0084,1.0994,0.0527,10.34883558,0.41750288,0.0200804,0.397422481,NA,NA,0.576501432,13.88430455,0.032774874,0.78934119,3515.97523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,12/13/2017,9:40,63.9,NA,340.9,1.6,11.52,82.3,6.728,NA,NA,164019,NA,38.57232031,63.7068,0.1636,1.8261,0.0779,8.917372118,0.589874983,0.20217232,0.387702662,NA,NA,15.55260115,374.564639,0.036206501,0.871987575,3891.71762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,12/13/2017,9:50,6,NA,654,0.9,11.5,80.9,6.821,36.66666667,NA,164020,NA,82.8643377,169.8634,1.2551,4.5425,0.076,5.230405796,1.50157003,1.337964338,0.163605692,NA,NA,1.274727507,30.70019247,0.053841967,1.296715367,2728.49421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,12/13/2017,10:05,55.7,NA,252.3,1.4,12.94,92,6.978,NA,NA,164021,NA,9.620465034,50.0148,0.0415,1.6822,0.0832,9.821722348,0.420207353,0.051120465,0.369086888,NA,NA,0.326289667,7.858272077,0.033153541,0.798460906,2043.008645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,12/13/2017,10:50,111.9,NA,555,1,11.06,77.6,6.562,1.666666667,NA,158742,NA,39.61213062,143.3808,0.2131,5.7455,NA,9.228005744,0.638509576,0.252712131,0.385797446,NA,NA,1.288252467,31.02592395,0.046065742,1.109434875,3228.933029,NA,100,1.666666667,0,0,0.978266667,0.0858,0.724309576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,12/13/2017,11:15,NA,NA,526,2.6,7.44,54.7,6.184,NA,NA,168817,NA,10.61496126,130.363,0.64,6.0199,0.0554,5.850517785,0.916216761,0.650614961,0.2656018,NA,NA,2.415097902,58.16456459,0.126604418,3.04910656,9572.950923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,12/13/2017,11:30,113.8,NA,559,1,11.22,79.1,6.634,1.6,NA,158743,NA,41.60411117,143.6589,0.2099,5.5465,NA,9.21991058,0.653467546,0.251504111,0.401963435,NA,NA,1.282335297,30.88341643,0.0457239,1.10120203,2727.354681,NA,100,1.6,0,0,1.09944,0.09608,0.749547546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_BD,SMD,OUT,12/13/2017,11:35,NA,NA,560,1,12.45,87.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,12/13/2017,11:45,114.9955,NA,555,1,12.74,89.8,6.721,1.6,NA,168851,NA,44.01577469,142.7988,0.2539,5.9761,0.0646,9.421200941,0.571191388,0.297915775,0.273275614,NA,NA,0.686391735,16.53087287,0.040510105,0.975634409,1967.331534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,12/13/2017,12:45,337.8,NA,450,1,12.55,88.5,6.873,1,NA,164022,NA,14.58981333,104.5611,0.1158,4.7725,0.0769,8.621443105,0.479913177,0.130389813,0.349523364,NA,NA,0.518175041,12.47958752,0.034775209,0.83751672,2149.724524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,12/13/2017,13:10,387.5,NA,439.5,1.2,12.19,86.4,6.828,NA,NA,164023,NA,15.88616506,105.4533,0.1282,4.7911,0.073,8.820201397,0.51330978,0.144086165,0.369223615,NA,NA,0.852917808,20.54144178,0.035319934,0.850635725,2411.859745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,12/13/2017,13:20,43.3,NA,343.1,0.7,10.99,77.1,6.657,0.833333333,NA,164024,NA,10.2686409,81.5512,0.0657,3.267,0.0843,7.057877872,0.377146138,0.075968641,0.301177498,NA,NA,0.703297935,16.93803722,0.034932234,0.841298474,3203.35809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,1/3/2018,7:45,43.3,NA,580,0.1,NA,NA,NA,16.8627451,NA,168875,NA,18.87230009,156.5937,0.0087,3.6111,0.0795,7.643558119,0.41886646,0.0275723,0.39129416,NA,NA,18.9592493,456.6094316,0.029128214,0.70151602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,1/3/2018,8:35,337.8,NA,596,0,NA,NA,NA,3.888888889,NA,168876,NA,60.05541391,196.1238,0.2742,5.7428,0.0819,8.419279273,0.740461363,0.334255414,0.406205949,NA,NA,0.840653962,20.24608263,0.073932808,1.780577751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,1/3/2018,9:35,114.9955,NA,923,0,NA,NA,NA,15.2173913,NA,168877,NA,177.5624908,241.6192,0.2494,6.1954,0.0797,8.097437518,0.714937958,0.426962491,0.287975467,NA,NA,1.40731072,33.8932907,0.143907167,3.465821292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,1/3/2018,9:50,113.8,NA,924,0.1,NA,NA,NA,13.6,NA,159510,NA,171.5598171,233.4195,0.2227,6.6274,0.0615,8.674011969,0.762066401,0.394259817,0.367806584,NA,NA,0.460620688,11.09346404,0.157150705,3.78477507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,1/3/2018,10:30,111.9,NA,875,0,NA,NA,NA,13.09090909,NA,159511,NA,180.4109145,231.9425,0.2311,6.8208,0.0715,8.474076978,0.730536563,0.411510914,0.319025648,NA,NA,3.817298517,91.93478489,0.219482711,5.285962244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,1/3/2018,11:30,55.7,NA,346.6,0.1,NA,NA,NA,NA,NA,168878,NA,19.87836188,66.8066,0.0661,2.0105,0.0838,9.215631309,0.465495758,0.085978362,0.379517396,NA,NA,4.177821154,100.6175146,0.030006188,0.722660921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,1/3/2018,12:00,63.9,NA,386,0.3,NA,NA,NA,NA,NA,168879,NA,42.55895577,78.3715,0.2724,2.1776,0.1363,8.604957209,0.593210949,0.314958956,0.278251994,NA,NA,0.897489296,21.61488943,0.053102706,1.278911205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,1/3/2018,12:35,4.63,NA,647,0.2,NA,NA,NA,17.43589744,NA,168880,NA,59.6234026,175.1799,0.002,1.3561,0.0837,7.660062824,0.365463644,0.061623403,0.303840241,NA,NA,9.24380043,222.6251891,0.029058478,0.699836521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,1/3/2018,12:50,0.91245,NA,485,0.3,NA,NA,NA,12.97297297,NA,168881,NA,27.43855984,130.9808,0.002,1.5135,0.0891,3.718532863,0.218556815,0.02943856,0.189118255,NA,NA,1.025580868,24.69981221,0.034783095,0.837706647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,1/3/2018,13:05,0.554225,NA,1647,0.2,NA,NA,NA,20.64516129,NA,168882,NA,286.8613528,461.248,0.002,2.3752,0.0826,7.992220021,0.577013404,0.288861353,0.288152051,NA,NA,52.22446543,1257.759899,0.030006188,0.722660921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,1/3/2018,13:20,0.078275,NA,1372,0.1,NA,NA,NA,41.6,NA,168883,NA,252.5164535,371.195,0.002,0.8134,0.079,13.67190177,0.749296387,0.254516453,0.494779934,NA,NA,127.8773186,3079.76275,0.053102706,1.278911205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
