"Date","Year","Discharge.m3s","CArea.km2.UP","CArea.km2.OUT","DIN.mgL.UP","DON.mgL.UP","PN.mgL.UP","TDN.mgL.UP","TN.mgL.UP","DINCA.UP","DONCA.UP","PNCA.UP","TDNCA.UP","TDNCA.UP.1","DIN.mgL.OUT","DON.mgL.OUT","PN.mgL.OUT","TDN.mgL.OUT","TN.mgL.OUT","DINCA.OUT","DONCA.OUT","PNCA.OUT","TDNCA.OUT","TNCA.OUT","RDIN","RDON","RPN","RTDN","RTN","Date3","Time2.OUT","HL.myr2","RDIN2","RDON2","RPN2","DIN.mgL.OUT2","DON.mgL.OUT2","PN.mgL.OUT2"
2015-11-18,"2015",0.724910589641141,111.9,113.8,0.152910999,0.367039001,0.029528434,0.51995,0.549478434,17.1107407881,41.0716642119,3.3042317646,58.182405,58.182405,0.095822,0.392645,0.035669235,0.488467,0.524136235,10.9045436,44.683001,4.059158943,55.5875446,59.646703543,0.362707685480001,-0.0879276955875984,-0.228472828839653,0.0445987133051652,0.029924115521949,"20151118","1235",1344.75178558371,11.3326884969292,-5.80650108482456,-10.2669445086046,0.13331839925367,0.381867230579257,0.032016479844527
2016-03-09,"2016",1.39885090344814,111.9,113.8,0.32,0.223775764,0.032167111,0.543775764,0.575942875,35.808,25.0405079916,3.5994997209,60.8485079916,60.8485079916,0.355084468,0.213122648,0.033231025,0.568207116,0.601438141,40.4086124584,24.2533573424,3.781690645,64.6619698008,68.4436604458,-0.128480017269884,0.0314350910717968,-0.0506156238996583,-0.0626714102788917,-0.0619980799270701,"20160309","1245",2594.95071124356,9.34973840584856,-5.10205278560591,-9.26262225342583,0.285237659680437,0.231266150501892,0.0345598223467494
2016-04-06,"2016",2.67310779930171,111.9,113.8,0.18,0.257424595,0.056892218,0.437424595,0.494316813,20.142,28.8058121805,6.3662391942,48.9478121805,48.9478121805,0.21,0.276187578,0.052103094,0.486187578,0.538290672,23.898,31.4301463764,5.9293320972,55.3281463764,61.2574784736,-0.186476020256181,-0.0911043292046643,0.0686287592520945,-0.13034973192207,-0.107448775694243,"20160406","1545",4958.77220933992,7.73583431900438,-4.49169216780946,-8.36933552502431,0.163302708712356,0.264496314499872,0.0606243507266099
2016-05-26,"2016",0.273823648508978,111.9,113.8,0.329270508,0.408460271,0.062074739,0.737730779,0.799805518,36.8453698452,45.7067043249,6.9461632941,82.5520741701,82.5520741701,0.309310605,0.414459402,0.07104841,0.723770007,0.794818417,35.199546849,47.1654799476,8.085309058,82.3650267966,90.4503358546,0.0446683803993465,-0.031916009789953,-0.163996398539548,0.00226581070651937,-0.0106381803416055,"20160526","1300",507.958975257596,15.0677421264191,-7.03239191424956,-11.9578694431889,0.27498773753427,0.429885579122269,0.0683372269957749
2016-06-09,"2016",0.385108750746856,111.9,113.8,0.242308202,0.465008038,0.053951429,0.70731624,0.761267669,27.1142878038,52.0343994522,6.0371649051,79.148687256,79.148687256,0.226996254,0.445916654,0.074868943,0.672912908,0.747781851,25.8321737052,50.7453152252,8.5200857134,76.5774889304,85.0975746438,0.0472855532063916,0.0247736927988222,-0.411272649882813,0.0324856724064628,0.00103629317616091,"20160609","1310",714.399386091344,13.6367375013526,-6.57600211886582,-11.3359885935243,0.205771384451973,0.487312677176764,0.0590644747813215
2016-06-28,"2016",0.0523861168295356,111.9,113.8,0.171724403,0.378533148,0.038620923,0.550257551,0.588878474,19.2159606957,42.3578592612,4.3216812837,61.5738199569,61.5738199569,0,0.435180899,0.06921355,0.435180899,0.504394449,0,49.5235863062,7.87650199,49.5235863062,57.4000882962,1,-0.169171133054966,-0.82255503655664,0.195703850421085,0.128922502818231,"20160628","1200",97.1793282550726,24.4460962609922,-9.73687707309983,-15.4928922561437,0.127578281604172,0.408455113780841,0.0438597074572721
2016-07-14,"2016",0.0322811746949571,111.9,113.8,0.174823039,0.312511317,0.044997438,0.487334356,0.532331794,19.5626980641,34.9700163723,5.0352133122,54.5327144364,54.5327144364,0,0.406511456,0.071010482,0.406511456,0.477521938,0,46.2610036928,8.0809928516,46.2610036928,54.3419965444,1,-0.322876237754457,-0.604895830732785,0.15168345880246,0.0877306195081266,"20160714","1140",59.8834779517745,28.1665467830845,-10.7100055327837,-16.7132262974683,0.123484723742019,0.340204807210797,0.0516411239686137
2016-07-26,"2016",0.0113267279631428,111.9,113.8,0.012207163,0.354615812,0.091356,0.366822975,0.458178975,1.3659815397,39.6815093628,10.2227364,41.0474909025,41.0474909025,0.124603301,0.313968072,0.19367682,0.438571373,0.632248193,14.1798556538,35.7295665936,22.040422116,49.9094222474,71.9498443634,NA,0.0995915435843982,-1.15601980268219,-0.215894593069031,-0.40334553109913,"20160726","1400",21.0117466497454,38.2667176368767,-13.1607433936908,-19.691962436164,0.00741006362856889,0.394586036773124,0.10752015651877
2016-08-10,"2016",0.0455900800516499,111.9,113.8,0.032388396,0.3944659,0.09918542,0.426854296,0.526039716,3.6242615124,44.14073421,11.098848498,47.7649957224,47.7649957224,0.182046774,0.400619713,0.161262397,0.582666487,0.743928884,20.7169228812,45.5905233394,18.3516607786,66.3074462206,84.6591069992,NA,-0.032844699014353,-0.653474302483447,-0.388201657254714,-0.438219132991323,"20160810","1125",84.5722802652253,25.4604874399463,-10.0067427119488,-15.8337090772154,0.0237390761445043,0.426694058994375,0.112971949737208
2016-08-23,"2016",0.00736237317604284,111.9,113.8,0,0.351815145,0.14429844,0.351815145,0.496113585,0,39.3681147255,16.146995436,39.3681147255,39.3681147255,0,0.398134993,0.169647178,0.398134993,0.567782171,0,45.3077622034,19.3058488564,45.3077622034,64.6136110598,NA,-0.150874572463403,-0.195631034449746,-0.150874572463403,-0.163892332588936,"20160823","1230",13.6576353223345,43.4072990759634,-14.3248379754883,-21.0662273575383,0,0.395496778329809,0.171779949085757
2016-09-07,"2016",0.00509702758341427,111.9,113.8,0.064561611,0.347484294,0.154294552,0.412045905,0.566340457,7.2244442709,38.8834924986,17.2655603688,46.1079367695,46.1079367695,0.022167065,0.379158962,0.108595959,0.401326027,0.509921986,2.522611997,43.1482898756,12.3582201342,45.6709018726,58.0291220068,0.65082269273485,-0.109681438136082,0.284227104697273,0.00947851774597507,0.0843313904523364,"20160907","1145",9.45528599238544,48.338284145527,-15.3996503160974,-22.3149500473092,0.0327967651256337,0.394300653550706,0.185574354485815
2016-09-21,"2016",0.00339801838894285,111.9,113.8,0.120638592,0.331245374,NA,0.451883966,NA,13.4994584448,37.0663573506,NA,50.5658157954,50.5658157954,0.022609728,0.399757177,NA,0.422366905,NA,2.5729870464,45.4923667426,NA,48.065353789,NA,0.809400721005137,-0.227322294238433,NA,0.0494496522416924,NA,"20160921","1410",6.30352399492363,54.4271423525266,-16.6784932886708,-23.7778076854282,0.0540605358543808,0.380039255480444,NA
2016-10-05,"2016",0.000849504597235712,111.9,113.8,0.082750864,0.376961107,0.118334666,0.459711971,0.578046637,9.2598216816,42.1819478733,13.2416491254,51.4417695549,51.4417695549,0.001100507,0.365672608,0.10271198,0.366773115,0.469485095,0.1252376966,41.6135427904,11.688623324,41.738780487,53.427403811,0.986475150288384,0.0134750790695418,0.117283412865925,0.188620826069071,0.174017006196491,"20161005","1000",1.57588099873091,81.6541544890089,-21.9084734603062,-29.5429870979067,0.0149278785615079,0.451874944887189,0.150734866591098
2016-10-19,"2016",0.00396435478709999,111.9,113.8,0.01,0.257402332,0.155339241,0.267402332,0.422741573,1.119,28.8033209508,17.3824610679,29.9223209508,29.9223209508,0.01,0.283379341,0.098484922,0.293379341,0.391864263,1.138,32.2485690058,11.2075841236,33.3865690058,44.5941531294,-0.0169794459338694,-0.119612875920973,0.355236057781431,-0.115774710815251,0.0573013715236753,"20161019","1310",7.3541113274109,52.0267745270157,-16.1802427754207,-23.2106842115457,0.00471722665239626,0.294057717117953,0.188199026490028
2016-11-02,"2016",0.713583861677998,111.9,113.8,0.068625767,0.426785893,0.076079344,0.49541166,0.571491004,7.6792233273,47.7573414267,8.5132785936,55.436564754,55.436564754,0.074199143,0.439162081,0.08583964,0.513361224,0.599200864,8.4438624734,49.9766448178,9.768551032,58.4205072912,68.1890583232,-0.099572458503931,-0.0464704132349215,-0.147448767780685,-0.0538262525905285,-0.0662896850670565,"20161102","1245",1323.74003893396,11.3850296776909,-5.82452036778082,-10.2922960202227,0.0597973767352437,0.444103493015894,0.0825087032291702
2016-11-16,"2016",1.17797970816685,111.9,113.8,0.194823039,0.383854656,0.091828722,0.578677695,0.670506417,21.8006980641,42.9533360064,10.2756339918,64.7540340705,64.7540340705,0.183495052,0.360779311,0.106551724,0.544274363,0.650826087,20.8817369176,41.0566855918,12.1255861912,61.9384225094,74.0640087006,0.0421528312441192,0.0441560677456439,-0.180032901218189,0.0434816394301325,0.012870366971345,"20161116","1355",2185.22165157352,9.83189556345887,-5.27751057104157,-9.51528011403992,0.172735291725243,0.397365578688513,0.09888742837973
2016-12-14,"2016",0.801366003392355,111.9,113.8,0.253454955,0.374584042,0.03321202,0.628038997,0.661251017,28.3616094645,41.9159542998,3.716425038,70.2775637643,70.2775637643,0.263897617,0.348684811,0.028540845,0.612582428,0.641123273,30.0315488146,39.6803314918,3.247948161,69.7118803064,72.9598284674,-0.0588802744847837,0.0533358441993214,0.126055785387807,0.00804927529641212,0.0139762749871901,"20161214","1245",1486.58107546949,11.0050305942225,-5.69307288028328,-10.1069900346414,0.221796183356044,0.389299298124375,0.035958205151455
2017-06-21,"2017",1.76696956225028,111.9,113.8,0.142590475,0.674916146,0.082506593,0.817506621,0.900013214,15.9558741525,75.5231167374,9.2324877567,91.4789908899,91.4789908899,0.140598495,0.610095859,0.079495507,0.750694354,0.830189861,16.000108731,69.4289087542,9.0465886966,85.4290174852,94.4756061818,-0.0027723068054574,0.0806932797065311,0.0201353161790108,0.0661351130554281,0.0619181899481576,"20170621","1515",3277.83247736029,8.73198446387951,-4.87285127780418,-8.92988130949851,0.127966693325374,0.695986343553392,0.0883737957406616
2017-07-26,"2017",1.19213811812078,111.9,113.8,0.168545572,0.528300088,0.138506639,0.69684566,0.835352299,18.8602495068,59.1167798472,15.4988929041,77.977029354,77.977029354,0.177398819,0.531911817,0.116661264,0.709310636,0.8259719,20.1879856022,60.5315647746,13.2760518432,80.7195503768,93.99560222,-0.0703986495470958,-0.0239320364041616,0.143419344507631,-0.0351708835989314,-0.00555950612035779,"20170726","1350",2211.48633488571,9.79758464123425,-5.26511937533749,-9.49749376435055,0.149493854110925,0.54683083371714,0.149129167761074
2017-08-30,"2017",0.0416257252645499,111.9,113.8,0.115406838,0.409920763,0.121286699,0.525327601,0.6466143,12.9140251722,45.8701333797,13.5719816181,58.7841585519,58.7841585519,0.091462975,0.505662883,0.134241822,0.597125858,0.73136768,10.408486555,57.5444360854,15.2767193436,67.9529226404,83.229641984,0.194016860257766,-0.254507712220137,-0.125607134865738,-0.155973383210121,-0.150277527082744,"20170830","1400",77.2181689378144,26.1473038141241,-10.187462874426,-16.0608933660703,0.0838080472389491,0.444140036803222,0.138416196075973
2017-10-11,"2017",0.0266178107133856,111.9,113.8,0,0.310531147,0.247729857,0.310531147,0.558261004,0,34.7484353493,27.7209709983,34.7484353493,34.7484353493,0.017479013,0.433008876,0.074687456,0.450487889,0.525175345,1.9891116794,49.2764100888,8.4994324928,51.2655217682,59.764954261,NA,-0.418090040413652,0.693393406265559,-0.475333241709046,0.0432924249600127,"20171011","1200",49.3776046269017,29.8020922915387,-11.1243032554707,-17.2258147107258,0,0.339314206274932,0.285554781181733
2017-11-08,"2017",0.467227528479642,111.9,113.8,0.086553591,0.541485406,0.158851834,0.628038997,0.786890831,9.6853468329,60.5922169314,17.7755202246,70.2775637643,70.2775637643,0.075446936,0.516692932,0.168534351,0.592139868,0.760674219,8.5858613168,58.7996556616,19.1792091438,67.3855169784,86.5647261222,0.113520510423558,0.0295840185519117,-0.0789675295836009,0.0411517791880134,0.0169029612510519,"20171108","1225",866.734549301999,12.8868912378481,-6.33061290399449,-10.9979972722621,0.0741406565952181,0.566151806988362,0.173378483778839
2017-12-04,"2017",0.455900800516499,111.9,113.8,0.218062812,0.371085462,NA,0.589148274,NA,24.4012286628,41.5244631978,NA,65.9256918606,65.9256918606,0.213636189,0.412907011,NA,0.6265432,NA,24.3117983082,46.9888178518,NA,71.30061616,NA,0.00366499391632434,-0.131593625376222,NA,-0.081530040075503,NA,"20171204","1145",845.722802652253,12.9797615438052,-6.36125395035499,-11.0403454124663,0.186590574416607,0.388101403807854,NA
2017-12-13,"2017",0.945781784922426,111.9,113.8,0.249612131,0.388897445,0.043905469,0.638509576,0.682415045,27.9315974589,43.5176240955,4.9130219811,71.4492215544,71.4492215544,0.251604111,0.401863435,0.046920271,0.653467546,0.700387817,28.6325478318,45.732058903,5.3395268398,74.3646067348,79.7041335746,-0.0250952482732652,-0.0508859307815239,-0.0868111032966529,-0.0408035961340779,-0.04376364397343,"20171213","1130",1754.48084525374,10.4842109113509,-5.51046955576587,-9.84811012976431,0.219711686031629,0.403476709338095,0.0474240931150989
2018-01-03,"2018",0.379445386765285,111.9,113.8,0.411510914,0.325110354,NA,0.736621268,NA,46.0480712766,36.3798486126,NA,82.4279198892,82.4279198892,0.394259817,-0.181697643,NA,0.212562174,NA,44.8667671746,-20.6771917734,NA,24.1895754012,NA,0.0256537151122832,NA,NA,0.706536626986151,NA,"20180103","950",703.893512766472,13.6959796256984,-6.59519826137365,-11.362319100228,0.349220885909752,0.340766008398845,NA
2018-02-13,"2018",5.4085126024007,111.9,113.8,0.442630629,0.29620326,NA,0.738833889,NA,49.5303673851,33.145144794,NA,82.6755121791,82.6755121791,0.469668836,-0.274862939,NA,0.194805897,NA,53.4483135368,-31.2794024582,NA,22.1689110786,NA,-0.0791018996737467,NA,NA,0.731856380513549,NA,"20180213","1135",10033.1090252534,6.29438932964885,-3.91014092176373,-7.4948296805158,0.407844755935645,0.302646455748401,NA
2018-03-06,"2018",6.45623493899141,111.9,113.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20180306","1145",11976.6955903549,5.97657300743504,-3.77626134943161,-7.28985678352086,NA,NA,NA
