Date,Time,Location,Species,Discharge.m3s,Flux_kg.day
20161216,1200,UP,PN,0.57483104,3.24
20161217,1200,UP,PN,0.80986048,4.37
20161218,1200,UP,PN,0.68243488,3.77
20161219,1200,UP,PN,0.55500928,3.15
20161220,1200,UP,PN,0.44457376,2.59
20161221,1200,UP,PN,0.50120736,2.88
20161222,1200,UP,PN,0.8919792,4.76
20161223,1200,UP,PN,0.88065248,4.70
20161224,1200,UP,PN,0.9486128,5.02
20161225,1200,UP,PN,0.95993952,5.07
20161226,1200,UP,PN,0.60314784,3.38
20161227,1200,UP,PN,0.73057344,4.00
20161228,1200,UP,PN,0.90896928,4.83
20161229,1200,UP,PN,0.94294944,4.99
20161230,1200,UP,PN,1.98783936,9.54
20161231,1200,UP,PN,1.81510688,8.81
20160101,1200,UP,TDN,2.22003712,132.85
20160102,1200,UP,TDN,1.99916608,118.61
20160103,1200,UP,TDN,1.67918624,98.22
20160104,1200,UP,TDN,1.37053312,78.84
20160105,1200,UP,TDN,1.29407776,74.10
20160106,1200,UP,TDN,0.920296,51.25
20160107,1200,UP,TDN,0.227667072,11.30
20160108,1200,UP,TDN,0.196518592,9.64
20160109,1200,UP,TDN,0.54934592,29.32
20160110,1200,UP,TDN,1.5149488,87.87
20160111,1200,UP,TDN,4.1908864,264.13
20160112,1200,UP,TDN,2.83168,172.85
20160113,1200,UP,TDN,2.9449472,180.34
20160114,1200,UP,TDN,2.46639328,148.86
20160115,1200,UP,TDN,2.05013632,121.89
20160116,1200,UP,TDN,2.13508672,127.36
20160117,1200,UP,TDN,2.49754176,150.90
20160118,1200,UP,TDN,2.18605696,130.65
20160119,1200,UP,TDN,2.35878944,141.85
20160120,1200,UP,TDN,2.20304704,131.75
20160121,1200,UP,TDN,1.40451328,80.96
20160122,1200,UP,TDN,1.05055328,59.14
20160123,1200,UP,TDN,0.97126624,54.32
20160124,1200,UP,TDN,0.81552384,44.96
20160125,1200,UP,TDN,0.65694976,35.58
20160126,1200,UP,TDN,0.566336,30.31
20160127,1200,UP,TDN,0.69942496,38.08
20160128,1200,UP,TDN,0.8070288,44.46
20160129,1200,UP,TDN,0.77021696,42.27
20160130,1200,UP,TDN,0.74473184,40.76
20160131,1200,UP,TDN,0.72774176,39.75
20160201,1200,UP,TDN,0.81835552,45.13
20160202,1200,UP,TDN,0.89481088,49.71
20160203,1200,UP,TDN,0.8211872,45.30
20160204,1200,UP,TDN,1.03639488,58.27
20160205,1200,UP,TDN,1.29407776,74.10
20160206,1200,UP,TDN,1.46964192,85.03
20160207,1200,UP,TDN,1.39601824,80.43
20160208,1200,UP,TDN,1.33938464,76.91
20160209,1200,UP,TDN,1.07887008,60.86
20160210,1200,UP,TDN,1.06754336,60.17
20160211,1200,UP,TDN,0.920296,51.25
20160212,1200,UP,TDN,0.69659328,37.91
20160213,1200,UP,TDN,0.5946528,31.95
20160214,1200,UP,TDN,0.55500928,29.65
20160215,1200,UP,TDN,0.80419712,44.29
20160216,1200,UP,TDN,1.1043552,62.42
20160217,1200,UP,TDN,3.0298976,185.97
20160218,1200,UP,TDN,3.2847488,202.95
20160219,1200,UP,TDN,3.0298976,185.97
20160220,1200,UP,TDN,3.2847488,202.95
20160221,1200,UP,TDN,3.7661344,235.30
20160222,1200,UP,TDN,3.822768,239.13
20160223,1200,UP,TDN,3.4546496,214.32
20160224,1200,UP,TDN,3.3130656,204.84
20160225,1200,UP,TDN,4.7289056,300.98
20160226,1200,UP,TDN,5.1819744,332.29
20160227,1200,UP,TDN,4.6156384,293.19
20160228,1200,UP,TDN,4.5023712,285.42
20160229,1200,UP,TDN,4.0776192,256.42
20160301,1200,UP,TDN,3.5396,220.03
20160302,1200,UP,TDN,3.5679168,221.93
20160303,1200,UP,TDN,3.7378176,233.39
20160304,1200,UP,TDN,3.2281152,199.17
20160305,1200,UP,TDN,2.8599968,174.72
20160306,1200,UP,TDN,2.6051456,157.94
20160307,1200,UP,TDN,2.15774016,128.82
20160308,1200,UP,TDN,1.58290912,92.14
20160309,1200,UP,TDN,1.39884992,80.61
20160310,1200,UP,TDN,1.33655296,76.73
20160311,1200,UP,TDN,2.01615616,119.70
20160312,1200,UP,TDN,2.06995808,123.16
20160313,1200,UP,TDN,1.82077024,107.21
20160314,1200,UP,TDN,1.6140576,94.10
20160315,1200,UP,TDN,2.47772,149.60
20160316,1200,UP,TDN,4.0493024,254.49
20160317,1200,UP,TDN,4.1908864,264.13
20160318,1200,UP,TDN,4.672272,297.09
20160319,1200,UP,TDN,4.3607872,275.73
20160320,1200,UP,TDN,3.822768,239.13
20160321,1200,UP,TDN,3.5112832,218.13
20160322,1200,UP,TDN,3.4829664,216.23
20160323,1200,UP,TDN,3.4263328,212.43
20160324,1200,UP,TDN,3.4263328,212.43
20160325,1200,UP,TDN,3.256432,201.06
20160326,1200,UP,TDN,3.0865312,189.74
20160327,1200,UP,TDN,2.81185824,171.54
20160328,1200,UP,TDN,2.8883136,176.59
20160329,1200,UP,TDN,3.681184,229.56
20160330,1200,UP,TDN,3.4829664,216.23
20160331,1200,UP,TDN,3.1997984,197.28
20160401,1200,UP,TDN,3.0298976,185.97
20160402,1200,UP,TDN,2.82318496,172.29
20160403,1200,UP,TDN,2.82035328,172.10
20160404,1200,UP,TDN,2.7892048,170.05
20160405,1200,UP,TDN,2.6759376,162.59
20160406,1200,UP,TDN,2.67310592,162.40
20160407,1200,UP,TDN,3.0865312,189.74
20160408,1200,UP,TDN,5.8615776,379.65
20160409,1200,UP,TDN,5.4368256,349.99
20160410,1200,UP,TDN,5.0687072,324.44
20160411,1200,UP,TDN,4.7289056,300.98
20160412,1200,UP,TDN,4.3324704,273.79
20160413,1200,UP,TDN,4.0776192,256.42
20160414,1200,UP,TDN,3.6528672,227.66
20160415,1200,UP,TDN,3.2281152,199.17
20160416,1200,UP,TDN,2.8599968,174.72
20160417,1200,UP,TDN,2.57966048,156.27
20160418,1200,UP,TDN,2.38427456,143.51
20160419,1200,UP,TDN,2.2228688,133.03
20160420,1200,UP,TDN,2.08694816,124.26
20160421,1200,UP,TDN,1.86324544,109.91
20160422,1200,UP,TDN,1.66785952,97.50
20160423,1200,UP,TDN,1.68768128,98.76
20160424,1200,UP,TDN,1.6140576,94.10
20160425,1200,UP,TDN,1.48096864,85.74
20160426,1200,UP,TDN,1.46114688,84.50
20160427,1200,UP,TDN,1.63104768,95.18
20160428,1200,UP,TDN,1.51778048,88.05
20160429,1200,UP,TDN,1.38469152,79.73
20160430,1200,UP,TDN,1.26292928,72.17
20160501,1200,UP,TDN,1.15249376,65.37
20160502,1200,UP,TDN,1.20063232,68.33
20160503,1200,UP,TDN,1.58290912,92.14
20160504,1200,UP,TDN,1.90288896,112.45
20160505,1200,UP,TDN,2.7184128,165.38
20160506,1200,UP,TDN,3.0865312,189.74
20160507,1200,UP,TDN,2.9449472,180.34
20160508,1200,UP,TDN,2.63063072,159.62
20160509,1200,UP,TDN,2.29932416,137.99
20160510,1200,UP,TDN,1.9680176,116.61
20160511,1200,UP,TDN,1.69617632,99.29
20160512,1200,UP,TDN,1.44132512,83.26
20160513,1200,UP,TDN,1.20629568,68.68
20160514,1200,UP,TDN,1.13833536,64.50
20160515,1200,UP,TDN,0.991088,55.52
20160516,1200,UP,TDN,0.81552384,44.96
20160517,1200,UP,TDN,0.70508832,38.41
20160518,1200,UP,TDN,0.60314784,32.44
20160519,1200,UP,TDN,0.53518752,28.51
20160520,1200,UP,TDN,0.47572224,25.10
20160521,1200,UP,TDN,0.4105936,21.40
20160522,1200,UP,TDN,0.35679168,18.38
20160523,1200,UP,TDN,0.30865312,15.71
20160524,1200,UP,TDN,0.30298976,15.40
20160525,1200,UP,TDN,0.3256432,16.65
20160526,1200,UP,TDN,0.273823456,13.80
20160527,1200,UP,TDN,0.234463104,11.67
20160528,1200,UP,TDN,0.209261152,10.32
20160529,1200,UP,TDN,0.177829504,8.65
20160530,1200,UP,TDN,0.227383904,11.29
20160531,1200,UP,TDN,0.247205664,12.36
20160601,1200,UP,TDN,0.191421568,9.37
20160602,1200,UP,TDN,0.153477056,7.38
20160603,1200,UP,TDN,0.138185984,6.58
20160604,1200,UP,TDN,0.131106784,6.22
20160605,1200,UP,TDN,0.177546336,8.64
20160606,1200,UP,TDN,0.71641504,39.08
20160607,1200,UP,TDN,0.62580128,33.76
20160608,1200,UP,TDN,0.4672272,24.61
20160609,1200,UP,TDN,0.38510848,19.97
20160610,1200,UP,TDN,0.30298976,15.40
20160611,1200,UP,TDN,0.24918784,12.47
20160612,1200,UP,TDN,0.234746272,11.69
20160613,1200,UP,TDN,0.204447296,10.06
20160614,1200,UP,TDN,0.184342368,9.00
20160615,1200,UP,TDN,0.19255424,9.43
20160616,1200,UP,TDN,0.196518592,9.64
20160617,1200,UP,TDN,0.1840592,8.98
20160618,1200,UP,TDN,0.165936448,8.03
20160619,1200,UP,TDN,0.146397856,7.01
20160620,1200,UP,TDN,0.122894912,5.80
20160621,1200,UP,TDN,0.11468304,5.38
20160622,1200,UP,TDN,0.111285024,5.21
20160623,1200,UP,TDN,0.097976128,4.54
20160624,1200,UP,TDN,0.078720704,3.58
20160625,1200,UP,TDN,0.069092992,3.11
20160626,1200,UP,TDN,0.05946528,2.64
20160627,1200,UP,TDN,0.050120736,2.20
20160628,1200,UP,TDN,0.05238608,2.30
20160629,1200,UP,TDN,0.053518752,2.36
20160630,1200,UP,TDN,0.051536576,2.26
20160701,1200,UP,TDN,0.048988064,2.14
20160702,1200,UP,TDN,0.049271232,2.16
20160703,1200,UP,TDN,0.043324704,1.88
20160704,1200,UP,TDN,0.036528672,1.56
20160705,1200,UP,TDN,0.037378176,1.60
20160706,1200,UP,TDN,0.046439552,2.02
20160707,1200,UP,TDN,0.046156384,2.01
20160708,1200,UP,TDN,0.0424752,1.84
20160709,1200,UP,TDN,0.045023712,1.96
20160710,1200,UP,TDN,0.054651424,2.41
20160711,1200,UP,TDN,0.051819744,2.28
20160712,1200,UP,TDN,0.045590048,1.98
20160713,1200,UP,TDN,0.037095008,1.59
20160714,1200,UP,TDN,0.032281152,1.36
20160715,1200,UP,TDN,0.030582144,1.29
20160716,1200,UP,TDN,0.023219776,0.95
20160717,1200,UP,TDN,0.020104928,0.82
20160718,1200,UP,TDN,0.023786112,0.98
20160719,1200,UP,TDN,0.027467296,1.15
20160720,1200,UP,TDN,0.022087104,0.90
20160721,1200,UP,TDN,0.01982176,0.80
20160722,1200,UP,TDN,0.01840592,0.74
20160723,1200,UP,TDN,0.01557424,0.62
20160724,1200,UP,TDN,0.015857408,0.63
20160725,1200,UP,TDN,0.015857408,0.63
20160726,1200,UP,TDN,0.01132672,0.44
20160727,1200,UP,TDN,0.011609888,0.45
20160728,1200,UP,TDN,0.011609888,0.45
20160729,1200,UP,TDN,0.01132672,0.44
20160730,1200,UP,TDN,0.01132672,0.44
20160731,1200,UP,TDN,0.029449472,1.24
20160801,1200,UP,TDN,0.009627712,0.37
20160802,1200,UP,TDN,0.009061376,0.34
20160803,1200,UP,TDN,0.009061376,0.34
20160804,1200,UP,TDN,0.009061376,0.34
20160805,1200,UP,TDN,0.009061376,0.34
20160806,1200,UP,TDN,0.010760384,0.42
20160807,1200,UP,TDN,0.009061376,0.34
20160808,1200,UP,TDN,0.009061376,0.34
20160809,1200,UP,TDN,0.009061376,0.34
20160810,1200,UP,TDN,0.045590048,1.98
20160811,1200,UP,TDN,0.009344544,0.36
20160812,1200,UP,TDN,0.009061376,0.34
20160813,1200,UP,TDN,0.011043552,0.43
20160814,1200,UP,TDN,0.011609888,0.45
20160815,1200,UP,TDN,0.008778208,0.33
20160816,1200,UP,TDN,0.01274256,0.50
20160817,1200,UP,TDN,0.009344544,0.36
20160818,1200,UP,TDN,0.01132672,0.44
20160819,1200,UP,TDN,0.012176224,0.47
20160820,1200,UP,TDN,0.01132672,0.44
20160821,1200,UP,TDN,0.01274256,0.50
20160822,1200,UP,TDN,0.0141584,0.56
20160823,1200,UP,TDN,0.007362368,0.28
20160824,1200,UP,TDN,0.0070792,0.26
20160825,1200,UP,TDN,0.00849504,0.32
20160826,1200,UP,TDN,0.008211872,0.31
20160827,1200,UP,TDN,0.005380192,0.20
20160828,1200,UP,TDN,0.005380192,0.20
20160829,1200,UP,TDN,0.005380192,0.20
20160830,1200,UP,TDN,0.005380192,0.20
20160831,1200,UP,TDN,0.005380192,0.20
20160901,1200,UP,TDN,0.005380192,0.20
20160902,1200,UP,TDN,0.005380192,0.20
20160903,1200,UP,TDN,0.005097024,0.18
20160904,1200,UP,TDN,0.003964352,0.14
20160905,1200,UP,TDN,0.003964352,0.14
20160906,1200,UP,TDN,0.006512864,0.24
20160907,1200,UP,TDN,0.005097024,0.18
20160908,1200,UP,TDN,0.003964352,0.14
20160909,1200,UP,TDN,0.00424752,0.15
20160910,1200,UP,TDN,0.003964352,0.14
20160911,1200,UP,TDN,0.00424752,0.15
20160912,1200,UP,TDN,0.00424752,0.15
20160913,1200,UP,TDN,0.00424752,0.15
20160914,1200,UP,TDN,0.003114848,0.11
20160915,1200,UP,TDN,0.00283168,0.10
20160916,1200,UP,TDN,0.00283168,0.10
20160917,1200,UP,TDN,0.00283168,0.10
20160918,1200,UP,TDN,0.003398016,0.12
20160919,1200,UP,TDN,0.007645536,0.29
20160920,1200,UP,TDN,0.003964352,0.14
20160921,1200,UP,TDN,0.003398016,0.12
20160922,1200,UP,TDN,0.003114848,0.11
20160923,1200,UP,TDN,0.008778208,0.33
20160924,1200,UP,TDN,0.016140576,0.64
20160925,1200,UP,TDN,0.005380192,0.20
20160926,1200,UP,TDN,0.004813856,0.17
20160927,1200,UP,TDN,0.009627712,0.37
20160928,1200,UP,TDN,0.00283168,0.10
20160929,1200,UP,TDN,0.001132672,0.04
20160930,1200,UP,TDN,0.000283168,0.01
20161001,1200,UP,TDN,0.00991088,0.38
20161002,1200,UP,TDN,0.002548512,0.09
20161003,1200,UP,TDN,0.001699008,0.06
20161004,1200,UP,TDN,0.001132672,0.04
20161005,1200,UP,TDN,0.000849504,0.03
20161006,1200,UP,TDN,0.001132672,0.04
20161007,1200,UP,TDN,0.001132672,0.04
20161008,1200,UP,TDN,0.00424752,0.15
20161009,1200,UP,TDN,0.013025728,0.51
20161010,1200,UP,TDN,0.007362368,0.28
20161011,1200,UP,TDN,0.004530688,0.16
20161012,1200,UP,TDN,0.005097024,0.18
20161013,1200,UP,TDN,0.004813856,0.17
20161014,1200,UP,TDN,0.005380192,0.20
20161015,1200,UP,TDN,0.006512864,0.24
20161016,1200,UP,TDN,0.00566336,0.21
20161017,1200,UP,TDN,0.00566336,0.21
20161018,1200,UP,TDN,0.004530688,0.16
20161019,1200,UP,TDN,0.003964352,0.14
20161020,1200,UP,TDN,0.006796032,0.25
20161021,1200,UP,TDN,0.039077184,1.68
20161022,1200,UP,TDN,0.074473184,3.37
20161023,1200,UP,TDN,0.090896928,4.18
20161024,1200,UP,TDN,0.172166144,8.35
20161025,1200,UP,TDN,0.190288896,9.31
20161026,1200,UP,TDN,0.203597792,10.02
20161027,1200,UP,TDN,0.192837408,9.44
20161028,1200,UP,TDN,0.56067264,29.98
20161029,1200,UP,TDN,0.48988064,25.90
20161030,1200,UP,TDN,0.56067264,29.98
20161031,1200,UP,TDN,0.69092992,37.58
20161101,1200,UP,TDN,0.81835552,45.13
20161102,1200,UP,TDN,0.71358336,38.92
20161103,1200,UP,TDN,0.61447456,33.10
20161104,1200,UP,TDN,0.55500928,29.65
20161105,1200,UP,TDN,0.47289056,24.93
20161106,1200,UP,TDN,0.41342528,21.56
20161107,1200,UP,TDN,0.36528672,18.86
20161108,1200,UP,TDN,0.3398016,17.44
20161109,1200,UP,TDN,0.33130656,16.97
20161110,1200,UP,TDN,0.30865312,15.71
20161111,1200,UP,TDN,0.28883136,14.62
20161112,1200,UP,TDN,0.28599968,14.47
20161113,1200,UP,TDN,0.30865312,15.71
20161114,1200,UP,TDN,0.32281152,16.50
20161115,1200,UP,TDN,0.43041536,22.52
20161116,1200,UP,TDN,1.17797888,66.93
20161117,1200,UP,TDN,1.08170176,61.04
20161118,1200,UP,TDN,0.991088,55.52
20161119,1200,UP,TDN,0.94011776,52.44
20161120,1200,UP,TDN,0.8919792,49.54
20161121,1200,UP,TDN,0.80136544,44.12
20161122,1200,UP,TDN,0.68243488,37.08
20161123,1200,UP,TDN,0.60031616,32.28
20161124,1200,UP,TDN,0.54651424,29.16
20161125,1200,UP,TDN,0.52952416,28.18
20161126,1200,UP,TDN,0.54934592,29.32
20161127,1200,UP,TDN,0.54651424,29.16
20161128,1200,UP,TDN,0.51253408,27.20
20161129,1200,UP,TDN,0.56350432,30.14
20161130,1200,UP,TDN,0.90047424,50.05
20161201,1200,UP,TDN,2.08977984,124.44
20161202,1200,UP,TDN,2.12376,126.63
20161203,1200,UP,TDN,1.86041376,109.73
20161204,1200,UP,TDN,1.6848496,98.58
20161205,1200,UP,TDN,1.5007904,86.98
20161206,1200,UP,TDN,1.29124608,73.92
20161207,1200,UP,TDN,1.10152352,62.25
20161208,1200,UP,TDN,0.97126624,54.32
20161209,1200,UP,TDN,0.8353456,46.15
20161210,1200,UP,TDN,0.64562304,34.92
20161211,1200,UP,TDN,0.5238608,27.85
20161212,1200,UP,TDN,0.57766272,30.96
20161213,1200,UP,TDN,0.72774176,39.75
20161214,1200,UP,TDN,0.80136544,44.12
20161215,1200,UP,TDN,0.67393984,36.58
20161216,1200,UP,TDN,0.57483104,30.80
20161217,1200,UP,TDN,0.80986048,44.63
20161218,1200,UP,TDN,0.68243488,37.08
20161219,1200,UP,TDN,0.55500928,29.65
20161220,1200,UP,TDN,0.44457376,23.32
20161221,1200,UP,TDN,0.50120736,26.55
20161222,1200,UP,TDN,0.8919792,49.54
20161223,1200,UP,TDN,0.88065248,48.86
20161224,1200,UP,TDN,0.9486128,52.95
20161225,1200,UP,TDN,0.95993952,53.64
20161226,1200,UP,TDN,0.60314784,32.44
20161227,1200,UP,TDN,0.73057344,39.92
20161228,1200,UP,TDN,0.90896928,50.56
20161229,1200,UP,TDN,0.94294944,52.61
20161230,1200,UP,TDN,1.98783936,117.89
20161231,1200,UP,TDN,1.81510688,106.85
20160101,1200,UP,TN,2.22003712,136.30
20160102,1200,UP,TN,1.99916608,122.15
20160103,1200,UP,TN,1.67918624,101.78
20160104,1200,UP,TN,1.37053312,82.29
20160105,1200,UP,TN,1.29407776,77.50
20160106,1200,UP,TN,0.920296,54.25
20160107,1200,UP,TN,0.227667072,12.58
20160108,1200,UP,TN,0.196518592,10.78
20160109,1200,UP,TN,0.54934592,31.62
20160110,1200,UP,TN,1.5149488,91.39
20160111,1200,UP,TN,4.1908864,264.95
20160112,1200,UP,TN,2.83168,175.82
20160113,1200,UP,TN,2.9449472,183.18
20160114,1200,UP,TN,2.46639328,152.16
20160115,1200,UP,TN,2.05013632,125.41
20160116,1200,UP,TN,2.13508672,130.85
20160117,1200,UP,TN,2.49754176,154.18
20160118,1200,UP,TN,2.18605696,134.12
20160119,1200,UP,TN,2.35878944,145.23
20160120,1200,UP,TN,2.20304704,135.21
20160121,1200,UP,TN,1.40451328,84.43
20160122,1200,UP,TN,1.05055328,62.31
20160123,1200,UP,TN,0.97126624,57.40
20160124,1200,UP,TN,0.81552384,47.80
20160125,1200,UP,TN,0.65694976,38.12
20160126,1200,UP,TN,0.566336,32.64
20160127,1200,UP,TN,0.69942496,40.71
20160128,1200,UP,TN,0.8070288,47.28
20160129,1200,UP,TN,0.77021696,45.03
20160130,1200,UP,TN,0.74473184,43.47
20160131,1200,UP,TN,0.72774176,42.43
20160201,1200,UP,TN,0.81835552,47.98
20160202,1200,UP,TN,0.89481088,52.68
20160203,1200,UP,TN,0.8211872,48.15
20160204,1200,UP,TN,1.03639488,61.43
20160205,1200,UP,TN,1.29407776,77.50
20160206,1200,UP,TN,1.46964192,88.53
20160207,1200,UP,TN,1.39601824,83.89
20160208,1200,UP,TN,1.33938464,80.34
20160209,1200,UP,TN,1.07887008,64.07
20160210,1200,UP,TN,1.06754336,63.36
20160211,1200,UP,TN,0.920296,54.25
20160212,1200,UP,TN,0.69659328,40.54
20160213,1200,UP,TN,0.5946528,34.35
20160214,1200,UP,TN,0.55500928,31.96
20160215,1200,UP,TN,0.80419712,47.11
20160216,1200,UP,TN,1.1043552,65.65
20160217,1200,UP,TN,3.0298976,188.71
20160218,1200,UP,TN,3.2847488,205.35
20160219,1200,UP,TN,3.0298976,188.71
20160220,1200,UP,TN,3.2847488,205.35
20160221,1200,UP,TN,3.7661344,236.93
20160222,1200,UP,TN,3.822768,240.66
20160223,1200,UP,TN,3.4546496,216.47
20160224,1200,UP,TN,3.3130656,207.20
20160225,1200,UP,TN,4.7289056,300.63
20160226,1200,UP,TN,5.1819744,330.82
20160227,1200,UP,TN,4.6156384,293.10
20160228,1200,UP,TN,4.5023712,285.58
20160229,1200,UP,TN,4.0776192,257.46
20160301,1200,UP,TN,3.5396,222.04
20160302,1200,UP,TN,3.5679168,223.90
20160303,1200,UP,TN,3.7378176,235.06
20160304,1200,UP,TN,3.2281152,201.64
20160305,1200,UP,TN,2.8599968,177.66
20160306,1200,UP,TN,2.6051456,161.13
20160307,1200,UP,TN,2.15774016,132.30
20160308,1200,UP,TN,1.58290912,95.68
20160309,1200,UP,TN,1.39884992,84.07
20160310,1200,UP,TN,1.33655296,80.16
20160311,1200,UP,TN,2.01615616,123.24
20160312,1200,UP,TN,2.06995808,126.68
20160313,1200,UP,TN,1.82077024,110.77
20160314,1200,UP,TN,1.6140576,97.65
20160315,1200,UP,TN,2.47772,152.90
20160316,1200,UP,TN,4.0493024,255.59
20160317,1200,UP,TN,4.1908864,264.95
20160318,1200,UP,TN,4.672272,296.86
20160319,1200,UP,TN,4.3607872,276.19
20160320,1200,UP,TN,3.822768,240.66
20160321,1200,UP,TN,3.5112832,220.18
20160322,1200,UP,TN,3.4829664,218.33
20160323,1200,UP,TN,3.4263328,214.61
20160324,1200,UP,TN,3.4263328,214.61
20160325,1200,UP,TN,3.256432,203.49
20160326,1200,UP,TN,3.0865312,192.40
20160327,1200,UP,TN,2.81185824,174.53
20160328,1200,UP,TN,2.8883136,179.50
20160329,1200,UP,TN,3.681184,231.34
20160330,1200,UP,TN,3.4829664,218.33
20160331,1200,UP,TN,3.1997984,199.79
20160401,1200,UP,TN,3.0298976,188.71
20160402,1200,UP,TN,2.82318496,175.26
20160403,1200,UP,TN,2.82035328,175.08
20160404,1200,UP,TN,2.7892048,173.06
20160405,1200,UP,TN,2.6759376,165.71
20160406,1200,UP,TN,2.67310592,165.53
20160407,1200,UP,TN,3.0865312,192.40
20160408,1200,UP,TN,5.8615776,376.33
20160409,1200,UP,TN,5.4368256,347.85
20160410,1200,UP,TN,5.0687072,323.26
20160411,1200,UP,TN,4.7289056,300.63
20160412,1200,UP,TN,4.3324704,274.32
20160413,1200,UP,TN,4.0776192,257.46
20160414,1200,UP,TN,3.6528672,229.48
20160415,1200,UP,TN,3.2281152,201.64
20160416,1200,UP,TN,2.8599968,177.66
20160417,1200,UP,TN,2.57966048,159.48
20160418,1200,UP,TN,2.38427456,146.87
20160419,1200,UP,TN,2.2228688,136.48
20160420,1200,UP,TN,2.08694816,127.77
20160421,1200,UP,TN,1.86324544,113.47
20160422,1200,UP,TN,1.66785952,101.06
20160423,1200,UP,TN,1.68768128,102.31
20160424,1200,UP,TN,1.6140576,97.65
20160425,1200,UP,TN,1.48096864,89.24
20160426,1200,UP,TN,1.46114688,87.99
20160427,1200,UP,TN,1.63104768,98.73
20160428,1200,UP,TN,1.51778048,91.56
20160429,1200,UP,TN,1.38469152,83.18
20160430,1200,UP,TN,1.26292928,75.54
20160501,1200,UP,TN,1.15249376,68.65
20160502,1200,UP,TN,1.20063232,71.65
20160503,1200,UP,TN,1.58290912,95.68
20160504,1200,UP,TN,1.90288896,116.00
20160505,1200,UP,TN,2.7184128,168.47
20160506,1200,UP,TN,3.0865312,192.40
20160507,1200,UP,TN,2.9449472,183.18
20160508,1200,UP,TN,2.63063072,162.78
20160509,1200,UP,TN,2.29932416,141.40
20160510,1200,UP,TN,1.9680176,120.16
20160511,1200,UP,TN,1.69617632,102.85
20160512,1200,UP,TN,1.44132512,86.74
20160513,1200,UP,TN,1.20629568,72.00
20160514,1200,UP,TN,1.13833536,67.77
20160515,1200,UP,TN,0.991088,58.62
20160516,1200,UP,TN,0.81552384,47.80
20160517,1200,UP,TN,0.70508832,41.05
20160518,1200,UP,TN,0.60314784,34.86
20160519,1200,UP,TN,0.53518752,30.76
20160520,1200,UP,TN,0.47572224,27.20
20160521,1200,UP,TN,0.4105936,23.31
20160522,1200,UP,TN,0.35679168,20.13
20160523,1200,UP,TN,0.30865312,17.29
20160524,1200,UP,TN,0.30298976,16.96
20160525,1200,UP,TN,0.3256432,18.29
20160526,1200,UP,TN,0.273823456,15.26
20160527,1200,UP,TN,0.234463104,12.97
20160528,1200,UP,TN,0.209261152,11.51
20160529,1200,UP,TN,0.177829504,9.71
20160530,1200,UP,TN,0.227383904,12.56
20160531,1200,UP,TN,0.247205664,13.71
20160601,1200,UP,TN,0.191421568,10.49
20160602,1200,UP,TN,0.153477056,8.32
20160603,1200,UP,TN,0.138185984,7.46
20160604,1200,UP,TN,0.131106784,7.06
20160605,1200,UP,TN,0.177546336,9.69
20160606,1200,UP,TN,0.71641504,41.74
20160607,1200,UP,TN,0.62580128,36.24
20160608,1200,UP,TN,0.4672272,26.69
20160609,1200,UP,TN,0.38510848,21.80
20160610,1200,UP,TN,0.30298976,16.96
20160611,1200,UP,TN,0.24918784,13.82
20160612,1200,UP,TN,0.234746272,12.99
20160613,1200,UP,TN,0.204447296,11.24
20160614,1200,UP,TN,0.184342368,10.08
20160615,1200,UP,TN,0.19255424,10.55
20160616,1200,UP,TN,0.196518592,10.78
20160617,1200,UP,TN,0.1840592,10.07
20160618,1200,UP,TN,0.165936448,9.03
20160619,1200,UP,TN,0.146397856,7.92
20160620,1200,UP,TN,0.122894912,6.60
20160621,1200,UP,TN,0.11468304,6.14
20160622,1200,UP,TN,0.111285024,5.95
20160623,1200,UP,TN,0.097976128,5.20
20160624,1200,UP,TN,0.078720704,4.14
20160625,1200,UP,TN,0.069092992,3.61
20160626,1200,UP,TN,0.05946528,3.08
20160627,1200,UP,TN,0.050120736,2.58
20160628,1200,UP,TN,0.05238608,2.70
20160629,1200,UP,TN,0.053518752,2.76
20160630,1200,UP,TN,0.051536576,2.66
20160701,1200,UP,TN,0.048988064,2.52
20160702,1200,UP,TN,0.049271232,2.53
20160703,1200,UP,TN,0.043324704,2.21
20160704,1200,UP,TN,0.036528672,1.85
20160705,1200,UP,TN,0.037378176,1.90
20160706,1200,UP,TN,0.046439552,2.38
20160707,1200,UP,TN,0.046156384,2.37
20160708,1200,UP,TN,0.0424752,2.17
20160709,1200,UP,TN,0.045023712,2.31
20160710,1200,UP,TN,0.054651424,2.82
20160711,1200,UP,TN,0.051819744,2.67
20160712,1200,UP,TN,0.045590048,2.34
20160713,1200,UP,TN,0.037095008,1.88
20160714,1200,UP,TN,0.032281152,1.63
20160715,1200,UP,TN,0.030582144,1.54
20160716,1200,UP,TN,0.023219776,1.15
20160717,1200,UP,TN,0.020104928,0.99
20160718,1200,UP,TN,0.023786112,1.18
20160719,1200,UP,TN,0.027467296,1.37
20160720,1200,UP,TN,0.022087104,1.09
20160721,1200,UP,TN,0.01982176,0.98
20160722,1200,UP,TN,0.01840592,0.90
20160723,1200,UP,TN,0.01557424,0.76
20160724,1200,UP,TN,0.015857408,0.77
20160725,1200,UP,TN,0.015857408,0.77
20160726,1200,UP,TN,0.01132672,0.54
20160727,1200,UP,TN,0.011609888,0.56
20160728,1200,UP,TN,0.011609888,0.56
