Date,Time,Location,Species,Discharge.m3s,Flux_kg.day
20160729,1200,UP,TN,0.01132672,0.54
20160730,1200,UP,TN,0.01132672,0.54
20160731,1200,UP,TN,0.029449472,1.48
20160801,1200,UP,TN,0.009627712,0.46
20160802,1200,UP,TN,0.009061376,0.43
20160803,1200,UP,TN,0.009061376,0.43
20160804,1200,UP,TN,0.009061376,0.43
20160805,1200,UP,TN,0.009061376,0.43
20160806,1200,UP,TN,0.010760384,0.52
20160807,1200,UP,TN,0.009061376,0.43
20160808,1200,UP,TN,0.009061376,0.43
20160809,1200,UP,TN,0.009061376,0.43
20160810,1200,UP,TN,0.045590048,2.34
20160811,1200,UP,TN,0.009344544,0.44
20160812,1200,UP,TN,0.009061376,0.43
20160813,1200,UP,TN,0.011043552,0.53
20160814,1200,UP,TN,0.011609888,0.56
20160815,1200,UP,TN,0.008778208,0.42
20160816,1200,UP,TN,0.01274256,0.61
20160817,1200,UP,TN,0.009344544,0.44
20160818,1200,UP,TN,0.01132672,0.54
20160819,1200,UP,TN,0.012176224,0.59
20160820,1200,UP,TN,0.01132672,0.54
20160821,1200,UP,TN,0.01274256,0.61
20160822,1200,UP,TN,0.0141584,0.69
20160823,1200,UP,TN,0.007362368,0.35
20160824,1200,UP,TN,0.0070792,0.33
20160825,1200,UP,TN,0.00849504,0.40
20160826,1200,UP,TN,0.008211872,0.39
20160827,1200,UP,TN,0.005380192,0.25
20160828,1200,UP,TN,0.005380192,0.25
20160829,1200,UP,TN,0.005380192,0.25
20160830,1200,UP,TN,0.005380192,0.25
20160831,1200,UP,TN,0.005380192,0.25
20160901,1200,UP,TN,0.005380192,0.25
20160902,1200,UP,TN,0.005380192,0.25
20160903,1200,UP,TN,0.005097024,0.24
20160904,1200,UP,TN,0.003964352,0.18
20160905,1200,UP,TN,0.003964352,0.18
20160906,1200,UP,TN,0.006512864,0.30
20160907,1200,UP,TN,0.005097024,0.24
20160908,1200,UP,TN,0.003964352,0.18
20160909,1200,UP,TN,0.00424752,0.19
20160910,1200,UP,TN,0.003964352,0.18
20160911,1200,UP,TN,0.00424752,0.19
20160912,1200,UP,TN,0.00424752,0.19
20160913,1200,UP,TN,0.00424752,0.19
20160914,1200,UP,TN,0.003114848,0.14
20160915,1200,UP,TN,0.00283168,0.13
20160916,1200,UP,TN,0.00283168,0.13
20160917,1200,UP,TN,0.00283168,0.13
20160918,1200,UP,TN,0.003398016,0.15
20160919,1200,UP,TN,0.007645536,0.36
20160920,1200,UP,TN,0.003964352,0.18
20160921,1200,UP,TN,0.003398016,0.15
20160922,1200,UP,TN,0.003114848,0.14
20160923,1200,UP,TN,0.008778208,0.42
20160924,1200,UP,TN,0.016140576,0.79
20160925,1200,UP,TN,0.005380192,0.25
20160926,1200,UP,TN,0.004813856,0.22
20160927,1200,UP,TN,0.009627712,0.46
20160928,1200,UP,TN,0.00283168,0.13
20160929,1200,UP,TN,0.001132672,0.05
20160930,1200,UP,TN,0.000283168,0.01
20161001,1200,UP,TN,0.00991088,0.47
20161002,1200,UP,TN,0.002548512,0.11
20161003,1200,UP,TN,0.001699008,0.07
20161004,1200,UP,TN,0.001132672,0.05
20161005,1200,UP,TN,0.000849504,0.04
20161006,1200,UP,TN,0.001132672,0.05
20161007,1200,UP,TN,0.001132672,0.05
20161008,1200,UP,TN,0.00424752,0.19
20161009,1200,UP,TN,0.013025728,0.63
20161010,1200,UP,TN,0.007362368,0.35
20161011,1200,UP,TN,0.004530688,0.21
20161012,1200,UP,TN,0.005097024,0.24
20161013,1200,UP,TN,0.004813856,0.22
20161014,1200,UP,TN,0.005380192,0.25
20161015,1200,UP,TN,0.006512864,0.30
20161016,1200,UP,TN,0.00566336,0.26
20161017,1200,UP,TN,0.00566336,0.26
20161018,1200,UP,TN,0.004530688,0.21
20161019,1200,UP,TN,0.003964352,0.18
20161020,1200,UP,TN,0.006796032,0.32
20161021,1200,UP,TN,0.039077184,1.99
20161022,1200,UP,TN,0.074473184,3.90
20161023,1200,UP,TN,0.090896928,4.81
20161024,1200,UP,TN,0.172166144,9.39
20161025,1200,UP,TN,0.190288896,10.42
20161026,1200,UP,TN,0.203597792,11.19
20161027,1200,UP,TN,0.192837408,10.57
20161028,1200,UP,TN,0.56067264,32.30
20161029,1200,UP,TN,0.48988064,28.04
20161030,1200,UP,TN,0.56067264,32.30
20161031,1200,UP,TN,0.69092992,40.19
20161101,1200,UP,TN,0.81835552,47.98
20161102,1200,UP,TN,0.71358336,41.57
20161103,1200,UP,TN,0.61447456,35.55
20161104,1200,UP,TN,0.55500928,31.96
20161105,1200,UP,TN,0.47289056,27.03
20161106,1200,UP,TN,0.41342528,23.48
20161107,1200,UP,TN,0.36528672,20.63
20161108,1200,UP,TN,0.3398016,19.12
20161109,1200,UP,TN,0.33130656,18.62
20161110,1200,UP,TN,0.30865312,17.29
20161111,1200,UP,TN,0.28883136,16.13
20161112,1200,UP,TN,0.28599968,15.97
20161113,1200,UP,TN,0.30865312,17.29
20161114,1200,UP,TN,0.32281152,18.13
20161115,1200,UP,TN,0.43041536,24.49
20161116,1200,UP,TN,1.17797888,70.24
20161117,1200,UP,TN,1.08170176,64.24
20161118,1200,UP,TN,0.991088,58.62
20161119,1200,UP,TN,0.94011776,55.47
20161120,1200,UP,TN,0.8919792,52.50
20161121,1200,UP,TN,0.80136544,46.94
20161122,1200,UP,TN,0.68243488,39.67
20161123,1200,UP,TN,0.60031616,34.69
20161124,1200,UP,TN,0.54651424,31.45
20161125,1200,UP,TN,0.52952416,30.42
20161126,1200,UP,TN,0.54934592,31.62
20161127,1200,UP,TN,0.54651424,31.45
20161128,1200,UP,TN,0.51253408,29.40
20161129,1200,UP,TN,0.56350432,32.47
20161130,1200,UP,TN,0.90047424,53.03
20161201,1200,UP,TN,2.08977984,127.95
20161202,1200,UP,TN,2.12376,130.12
20161203,1200,UP,TN,1.86041376,113.29
20161204,1200,UP,TN,1.6848496,102.13
20161205,1200,UP,TN,1.5007904,90.49
20161206,1200,UP,TN,1.29124608,77.32
20161207,1200,UP,TN,1.10152352,65.47
20161208,1200,UP,TN,0.97126624,57.40
20161209,1200,UP,TN,0.8353456,49.02
20161210,1200,UP,TN,0.64562304,37.44
20161211,1200,UP,TN,0.5238608,30.08
20161212,1200,UP,TN,0.57766272,33.32
20161213,1200,UP,TN,0.72774176,42.43
20161214,1200,UP,TN,0.80136544,46.94
20161215,1200,UP,TN,0.67393984,39.16
20161216,1200,UP,TN,0.57483104,33.15
20161217,1200,UP,TN,0.80986048,47.46
20161218,1200,UP,TN,0.68243488,39.67
20161219,1200,UP,TN,0.55500928,31.96
20161220,1200,UP,TN,0.44457376,25.34
20161221,1200,UP,TN,0.50120736,28.72
20161222,1200,UP,TN,0.8919792,52.50
20161223,1200,UP,TN,0.88065248,51.81
20161224,1200,UP,TN,0.9486128,56.00
20161225,1200,UP,TN,0.95993952,56.70
20161226,1200,UP,TN,0.60314784,34.86
20161227,1200,UP,TN,0.73057344,42.61
20161228,1200,UP,TN,0.90896928,53.55
20161229,1200,UP,TN,0.94294944,55.65
20161230,1200,UP,TN,1.98783936,121.43
20161231,1200,UP,TN,1.81510688,110.41
20160101,1200,OUT,DIN,2.22003712,51.96
20160102,1200,OUT,DIN,1.99916608,44.60
20160103,1200,OUT,DIN,1.67918624,34.59
20160104,1200,OUT,DIN,1.37053312,25.72
20160105,1200,OUT,DIN,1.29407776,23.65
20160106,1200,OUT,DIN,0.920296,14.37
20160107,1200,OUT,DIN,0.227667072,1.85
20160108,1200,OUT,DIN,0.196518592,1.49
20160109,1200,OUT,DIN,0.54934592,6.75
20160110,1200,OUT,DIN,1.5149488,29.77
20160111,1200,OUT,DIN,4.1908864,130.88
20160112,1200,OUT,DIN,2.83168,74.05
20160113,1200,OUT,DIN,2.9449472,78.39
20160114,1200,OUT,DIN,2.46639328,60.56
20160115,1200,OUT,DIN,2.05013632,46.27
20160116,1200,OUT,DIN,2.13508672,49.09
20160117,1200,OUT,DIN,2.49754176,61.68
20160118,1200,OUT,DIN,2.18605696,50.81
20160119,1200,OUT,DIN,2.35878944,56.76
20160120,1200,OUT,DIN,2.20304704,51.38
20160121,1200,OUT,DIN,1.40451328,26.65
20160122,1200,OUT,DIN,1.05055328,17.44
20160123,1200,OUT,DIN,0.97126624,15.55
20160124,1200,OUT,DIN,0.81552384,12.04
20160125,1200,OUT,DIN,0.65694976,8.77
20160126,1200,OUT,DIN,0.566336,7.05
20160127,1200,OUT,DIN,0.69942496,9.61
20160128,1200,OUT,DIN,0.8070288,11.85
20160129,1200,OUT,DIN,0.77021696,11.07
20160130,1200,OUT,DIN,0.74473184,10.54
20160131,1200,OUT,DIN,0.72774176,10.19
20160201,1200,OUT,DIN,0.81835552,12.10
20160202,1200,OUT,DIN,0.89481088,13.79
20160203,1200,OUT,DIN,0.8211872,12.16
20160204,1200,OUT,DIN,1.03639488,17.09
20160205,1200,OUT,DIN,1.29407776,23.65
20160206,1200,OUT,DIN,1.46964192,28.47
20160207,1200,OUT,DIN,1.39601824,26.42
20160208,1200,OUT,DIN,1.33938464,24.87
20160209,1200,OUT,DIN,1.07887008,18.13
20160210,1200,OUT,DIN,1.06754336,17.85
20160211,1200,OUT,DIN,0.920296,14.37
20160212,1200,OUT,DIN,0.69659328,9.55
20160213,1200,OUT,DIN,0.5946528,7.58
20160214,1200,OUT,DIN,0.55500928,6.85
20160215,1200,OUT,DIN,0.80419712,11.79
20160216,1200,OUT,DIN,1.1043552,18.76
20160217,1200,OUT,DIN,3.0298976,81.70
20160218,1200,OUT,DIN,3.2847488,91.88
20160219,1200,OUT,DIN,3.0298976,81.70
20160220,1200,OUT,DIN,3.2847488,91.88
20160221,1200,OUT,DIN,3.7661344,112.07
20160222,1200,OUT,DIN,3.822768,114.53
20160223,1200,OUT,DIN,3.4546496,98.87
20160224,1200,OUT,DIN,3.3130656,93.03
20160225,1200,OUT,DIN,4.7289056,155.96
20160226,1200,OUT,DIN,5.1819744,178.08
20160227,1200,OUT,DIN,4.6156384,150.57
20160228,1200,OUT,DIN,4.5023712,145.24
20160229,1200,OUT,DIN,4.0776192,125.78
20160301,1200,OUT,DIN,3.5396,102.42
20160302,1200,OUT,DIN,3.5679168,103.61
20160303,1200,OUT,DIN,3.7378176,110.85
20160304,1200,OUT,DIN,3.2281152,89.59
20160305,1200,OUT,DIN,2.8599968,75.13
20160306,1200,OUT,DIN,2.6051456,65.59
20160307,1200,OUT,DIN,2.15774016,49.85
20160308,1200,OUT,DIN,1.58290912,31.73
20160309,1200,OUT,DIN,1.39884992,26.49
20160310,1200,OUT,DIN,1.33655296,24.79
20160311,1200,OUT,DIN,2.01615616,45.16
20160312,1200,OUT,DIN,2.06995808,46.92
20160313,1200,OUT,DIN,1.82077024,38.92
20160314,1200,OUT,DIN,1.6140576,32.65
20160315,1200,OUT,DIN,2.47772,60.97
20160316,1200,OUT,DIN,4.0493024,124.52
20160317,1200,OUT,DIN,4.1908864,130.88
20160318,1200,OUT,DIN,4.672272,153.25
20160319,1200,OUT,DIN,4.3607872,138.66
20160320,1200,OUT,DIN,3.822768,114.53
20160321,1200,OUT,DIN,3.5112832,101.23
20160322,1200,OUT,DIN,3.4829664,100.05
20160323,1200,OUT,DIN,3.4263328,97.69
20160324,1200,OUT,DIN,3.4263328,97.69
20160325,1200,OUT,DIN,3.256432,90.73
20160326,1200,OUT,DIN,3.0865312,83.93
20160327,1200,OUT,DIN,2.81185824,73.29
20160328,1200,OUT,DIN,2.8883136,76.21
20160329,1200,OUT,DIN,3.681184,108.42
20160330,1200,OUT,DIN,3.4829664,100.05
20160331,1200,OUT,DIN,3.1997984,88.45
20160401,1200,OUT,DIN,3.0298976,81.70
20160402,1200,OUT,DIN,2.82318496,73.72
20160403,1200,OUT,DIN,2.82035328,73.62
20160404,1200,OUT,DIN,2.7892048,72.44
20160405,1200,OUT,DIN,2.6759376,68.20
20160406,1200,OUT,DIN,2.67310592,68.09
20160407,1200,OUT,DIN,3.0865312,83.93
20160408,1200,OUT,DIN,5.8615776,212.91
20160409,1200,OUT,DIN,5.4368256,190.92
20160410,1200,OUT,DIN,5.0687072,172.47
20160411,1200,OUT,DIN,4.7289056,155.96
20160412,1200,OUT,DIN,4.3324704,137.35
20160413,1200,OUT,DIN,4.0776192,125.78
20160414,1200,OUT,DIN,3.6528672,107.21
20160415,1200,OUT,DIN,3.2281152,89.59
20160416,1200,OUT,DIN,2.8599968,75.13
20160417,1200,OUT,DIN,2.57966048,64.65
20160418,1200,OUT,DIN,2.38427456,57.65
20160419,1200,OUT,DIN,2.2228688,52.06
20160420,1200,OUT,DIN,2.08694816,47.49
20160421,1200,OUT,DIN,1.86324544,40.25
20160422,1200,OUT,DIN,1.66785952,34.25
20160423,1200,OUT,DIN,1.68768128,34.84
20160424,1200,OUT,DIN,1.6140576,32.65
20160425,1200,OUT,DIN,1.48096864,28.80
20160426,1200,OUT,DIN,1.46114688,28.24
20160427,1200,OUT,DIN,1.63104768,33.15
20160428,1200,OUT,DIN,1.51778048,29.85
20160429,1200,OUT,DIN,1.38469152,26.10
20160430,1200,OUT,DIN,1.26292928,22.82
20160501,1200,OUT,DIN,1.15249376,19.96
20160502,1200,OUT,DIN,1.20063232,21.19
20160503,1200,OUT,DIN,1.58290912,31.73
20160504,1200,OUT,DIN,1.90288896,41.51
20160505,1200,OUT,DIN,2.7184128,69.78
20160506,1200,OUT,DIN,3.0865312,83.93
20160507,1200,OUT,DIN,2.9449472,78.39
20160508,1200,OUT,DIN,2.63063072,66.52
20160509,1200,OUT,DIN,2.29932416,54.69
20160510,1200,OUT,DIN,1.9680176,43.59
20160511,1200,OUT,DIN,1.69617632,35.10
20160512,1200,OUT,DIN,1.44132512,27.68
20160513,1200,OUT,DIN,1.20629568,21.34
20160514,1200,OUT,DIN,1.13833536,19.61
20160515,1200,OUT,DIN,0.991088,16.01
20160516,1200,OUT,DIN,0.81552384,12.04
20160517,1200,OUT,DIN,0.70508832,9.73
20160518,1200,OUT,DIN,0.60314784,7.74
20160519,1200,OUT,DIN,0.53518752,6.49
20160520,1200,OUT,DIN,0.47572224,5.46
20160521,1200,OUT,DIN,0.4105936,4.40
20160522,1200,OUT,DIN,0.35679168,3.58
20160523,1200,OUT,DIN,0.30865312,2.89
20160524,1200,OUT,DIN,0.30298976,2.81
20160525,1200,OUT,DIN,0.3256432,3.13
20160526,1200,OUT,DIN,0.273823456,2.42
20160527,1200,OUT,DIN,0.234463104,1.93
20160528,1200,OUT,DIN,0.209261152,1.63
20160529,1200,OUT,DIN,0.177829504,1.28
20160530,1200,OUT,DIN,0.227383904,1.84
20160531,1200,OUT,DIN,0.247205664,2.08
20160601,1200,OUT,DIN,0.191421568,1.43
20160602,1200,OUT,DIN,0.153477056,1.03
20160603,1200,OUT,DIN,0.138185984,0.88
20160604,1200,OUT,DIN,0.131106784,0.82
20160605,1200,OUT,DIN,0.177546336,1.28
20160606,1200,OUT,DIN,0.71641504,9.96
20160607,1200,OUT,DIN,0.62580128,8.17
20160608,1200,OUT,DIN,0.4672272,5.32
20160609,1200,OUT,DIN,0.38510848,4.00
20160610,1200,OUT,DIN,0.30298976,2.81
20160611,1200,OUT,DIN,0.24918784,2.11
20160612,1200,OUT,DIN,0.234746272,1.93
20160613,1200,OUT,DIN,0.204447296,1.58
20160614,1200,OUT,DIN,0.184342368,1.35
20160615,1200,OUT,DIN,0.19255424,1.44
20160616,1200,OUT,DIN,0.196518592,1.49
20160617,1200,OUT,DIN,0.1840592,1.35
20160618,1200,OUT,DIN,0.165936448,1.16
20160619,1200,OUT,DIN,0.146397856,0.96
20160620,1200,OUT,DIN,0.122894912,0.74
20160621,1200,OUT,DIN,0.11468304,0.67
20160622,1200,OUT,DIN,0.111285024,0.64
20160623,1200,OUT,DIN,0.097976128,0.53
20160624,1200,OUT,DIN,0.078720704,0.38
20160625,1200,OUT,DIN,0.069092992,0.32
20160626,1200,OUT,DIN,0.05946528,0.25
20160627,1200,OUT,DIN,0.050120736,0.20
20160628,1200,OUT,DIN,0.05238608,0.21
20160629,1200,OUT,DIN,0.053518752,0.22
20160630,1200,OUT,DIN,0.051536576,0.20
20160701,1200,OUT,DIN,0.048988064,0.19
20160702,1200,OUT,DIN,0.049271232,0.19
20160703,1200,OUT,DIN,0.043324704,0.16
20160704,1200,OUT,DIN,0.036528672,0.12
20160705,1200,OUT,DIN,0.037378176,0.13
20160706,1200,OUT,DIN,0.046439552,0.18
20160707,1200,OUT,DIN,0.046156384,0.17
20160708,1200,OUT,DIN,0.0424752,0.15
20160709,1200,OUT,DIN,0.045023712,0.17
20160710,1200,OUT,DIN,0.054651424,0.22
20160711,1200,OUT,DIN,0.051819744,0.21
20160712,1200,OUT,DIN,0.045590048,0.17
20160713,1200,OUT,DIN,0.037095008,0.13
20160714,1200,OUT,DIN,0.032281152,0.10
20160715,1200,OUT,DIN,0.030582144,0.09
20160716,1200,OUT,DIN,0.023219776,0.06
20160717,1200,OUT,DIN,0.020104928,0.05
20160718,1200,OUT,DIN,0.023786112,0.06
20160719,1200,OUT,DIN,0.027467296,0.08
20160720,1200,OUT,DIN,0.022087104,0.06
20160721,1200,OUT,DIN,0.01982176,0.05
20160722,1200,OUT,DIN,0.01840592,0.04
20160723,1200,OUT,DIN,0.01557424,0.03
20160724,1200,OUT,DIN,0.015857408,0.04
20160725,1200,OUT,DIN,0.015857408,0.04
20160726,1200,OUT,DIN,0.01132672,0.02
20160727,1200,OUT,DIN,0.011609888,0.02
20160728,1200,OUT,DIN,0.011609888,0.02
20160729,1200,OUT,DIN,0.01132672,0.02
20160730,1200,OUT,DIN,0.01132672,0.02
20160731,1200,OUT,DIN,0.029449472,0.09
20160801,1200,OUT,DIN,0.009627712,0.02
20160802,1200,OUT,DIN,0.009061376,0.02
20160803,1200,OUT,DIN,0.009061376,0.02
20160804,1200,OUT,DIN,0.009061376,0.02
20160805,1200,OUT,DIN,0.009061376,0.02
20160806,1200,OUT,DIN,0.010760384,0.02
20160807,1200,OUT,DIN,0.009061376,0.02
20160808,1200,OUT,DIN,0.009061376,0.02
20160809,1200,OUT,DIN,0.009061376,0.02
20160810,1200,OUT,DIN,0.045590048,0.17
20160811,1200,OUT,DIN,0.009344544,0.02
20160812,1200,OUT,DIN,0.009061376,0.02
20160813,1200,OUT,DIN,0.011043552,0.02
20160814,1200,OUT,DIN,0.011609888,0.02
20160815,1200,OUT,DIN,0.008778208,0.01
20160816,1200,OUT,DIN,0.01274256,0.03
20160817,1200,OUT,DIN,0.009344544,0.02
20160818,1200,OUT,DIN,0.01132672,0.02
20160819,1200,OUT,DIN,0.012176224,0.02
20160820,1200,OUT,DIN,0.01132672,0.02
20160821,1200,OUT,DIN,0.01274256,0.03
20160822,1200,OUT,DIN,0.0141584,0.03
20160823,1200,OUT,DIN,0.007362368,0.01
20160824,1200,OUT,DIN,0.0070792,0.01
20160825,1200,OUT,DIN,0.00849504,0.01
20160826,1200,OUT,DIN,0.008211872,0.01
20160827,1200,OUT,DIN,0.005380192,0.01
20160828,1200,OUT,DIN,0.005380192,0.01
20160829,1200,OUT,DIN,0.005380192,0.01
20160830,1200,OUT,DIN,0.005380192,0.01
20160831,1200,OUT,DIN,0.005380192,0.01
20160901,1200,OUT,DIN,0.005380192,0.01
20160902,1200,OUT,DIN,0.005380192,0.01
20160903,1200,OUT,DIN,0.005097024,0.01
20160904,1200,OUT,DIN,0.003964352,0.00
20160905,1200,OUT,DIN,0.003964352,0.00
20160906,1200,OUT,DIN,0.006512864,0.01
20160907,1200,OUT,DIN,0.005097024,0.01
20160908,1200,OUT,DIN,0.003964352,0.00
20160909,1200,OUT,DIN,0.00424752,0.00
20160910,1200,OUT,DIN,0.003964352,0.00
20160911,1200,OUT,DIN,0.00424752,0.00
20160912,1200,OUT,DIN,0.00424752,0.00
20160913,1200,OUT,DIN,0.00424752,0.00
20160914,1200,OUT,DIN,0.003114848,0.00
20160915,1200,OUT,DIN,0.00283168,0.00
20160916,1200,OUT,DIN,0.00283168,0.00
20160917,1200,OUT,DIN,0.00283168,0.00
20160918,1200,OUT,DIN,0.003398016,0.00
20160919,1200,OUT,DIN,0.007645536,0.01
20160920,1200,OUT,DIN,0.003964352,0.00
20160921,1200,OUT,DIN,0.003398016,0.00
20160922,1200,OUT,DIN,0.003114848,0.00
20160923,1200,OUT,DIN,0.008778208,0.01
20160924,1200,OUT,DIN,0.016140576,0.04
20160925,1200,OUT,DIN,0.005380192,0.01
20160926,1200,OUT,DIN,0.004813856,0.01
20160927,1200,OUT,DIN,0.009627712,0.02
20160928,1200,OUT,DIN,0.00283168,0.00
20160929,1200,OUT,DIN,0.001132672,0.00
20160930,1200,OUT,DIN,0.000283168,0.00
20161001,1200,OUT,DIN,0.00991088,0.02
20161002,1200,OUT,DIN,0.002548512,0.00
20161003,1200,OUT,DIN,0.001699008,0.00
20161004,1200,OUT,DIN,0.001132672,0.00
20161005,1200,OUT,DIN,0.000849504,0.00
20161006,1200,OUT,DIN,0.001132672,0.00
20161007,1200,OUT,DIN,0.001132672,0.00
20161008,1200,OUT,DIN,0.00424752,0.00
20161009,1200,OUT,DIN,0.013025728,0.03
20161010,1200,OUT,DIN,0.007362368,0.01
20161011,1200,OUT,DIN,0.004530688,0.01
20161012,1200,OUT,DIN,0.005097024,0.01
20161013,1200,OUT,DIN,0.004813856,0.01
20161014,1200,OUT,DIN,0.005380192,0.01
20161015,1200,OUT,DIN,0.006512864,0.01
20161016,1200,OUT,DIN,0.00566336,0.01
20161017,1200,OUT,DIN,0.00566336,0.01
20161018,1200,OUT,DIN,0.004530688,0.01
20161019,1200,OUT,DIN,0.003964352,0.00
20161020,1200,OUT,DIN,0.006796032,0.01
20161021,1200,OUT,DIN,0.039077184,0.14
20161022,1200,OUT,DIN,0.074473184,0.35
20161023,1200,OUT,DIN,0.090896928,0.48
20161024,1200,OUT,DIN,0.172166144,1.22
20161025,1200,OUT,DIN,0.190288896,1.42
20161026,1200,OUT,DIN,0.203597792,1.57
20161027,1200,OUT,DIN,0.192837408,1.45
20161028,1200,OUT,DIN,0.56067264,6.95
20161029,1200,OUT,DIN,0.48988064,5.70
20161030,1200,OUT,DIN,0.56067264,6.95
20161031,1200,OUT,DIN,0.69092992,9.44
20161101,1200,OUT,DIN,0.81835552,12.10
20161102,1200,OUT,DIN,0.71358336,9.90
20161103,1200,OUT,DIN,0.61447456,7.95
20161104,1200,OUT,DIN,0.55500928,6.85
20161105,1200,OUT,DIN,0.47289056,5.41
20161106,1200,OUT,DIN,0.41342528,4.44
20161107,1200,OUT,DIN,0.36528672,3.70
20161108,1200,OUT,DIN,0.3398016,3.33
20161109,1200,OUT,DIN,0.33130656,3.21
20161110,1200,OUT,DIN,0.30865312,2.89
20161111,1200,OUT,DIN,0.28883136,2.62
20161112,1200,OUT,DIN,0.28599968,2.58
20161113,1200,OUT,DIN,0.30865312,2.89
20161114,1200,OUT,DIN,0.32281152,3.09
20161115,1200,OUT,DIN,0.43041536,4.71
20161116,1200,OUT,DIN,1.17797888,20.61
20161117,1200,OUT,DIN,1.08170176,18.20
20161118,1200,OUT,DIN,0.991088,16.01
20161119,1200,OUT,DIN,0.94011776,14.82
20161120,1200,OUT,DIN,0.8919792,13.72
20161121,1200,OUT,DIN,0.80136544,11.73
20161122,1200,OUT,DIN,0.68243488,9.27
20161123,1200,OUT,DIN,0.60031616,7.68
20161124,1200,OUT,DIN,0.54651424,6.69
20161125,1200,OUT,DIN,0.52952416,6.39
20161126,1200,OUT,DIN,0.54934592,6.75
20161127,1200,OUT,DIN,0.54651424,6.69
20161128,1200,OUT,DIN,0.51253408,6.09
20161129,1200,OUT,DIN,0.56350432,7.00
20161130,1200,OUT,DIN,0.90047424,13.92
20161201,1200,OUT,DIN,2.08977984,47.58
20161202,1200,OUT,DIN,2.12376,48.71
20161203,1200,OUT,DIN,1.86041376,40.16
20161204,1200,OUT,DIN,1.6848496,34.76
20161205,1200,OUT,DIN,1.5007904,29.36
20161206,1200,OUT,DIN,1.29124608,23.57
20161207,1200,OUT,DIN,1.10152352,18.69
20161208,1200,OUT,DIN,0.97126624,15.55
20161209,1200,OUT,DIN,0.8353456,12.47
20161210,1200,OUT,DIN,0.64562304,8.55
20161211,1200,OUT,DIN,0.5238608,6.29
20161212,1200,OUT,DIN,0.57766272,7.26
20161213,1200,OUT,DIN,0.72774176,10.19
20161214,1200,OUT,DIN,0.80136544,11.73
20161215,1200,OUT,DIN,0.67393984,9.10
20161216,1200,OUT,DIN,0.57483104,7.21
20161217,1200,OUT,DIN,0.80986048,11.92
20161218,1200,OUT,DIN,0.68243488,9.27
20161219,1200,OUT,DIN,0.55500928,6.85
20161220,1200,OUT,DIN,0.44457376,4.94
20161221,1200,OUT,DIN,0.50120736,5.90
20161222,1200,OUT,DIN,0.8919792,13.72
20161223,1200,OUT,DIN,0.88065248,13.47
20161224,1200,OUT,DIN,0.9486128,15.02
20161225,1200,OUT,DIN,0.95993952,15.28
20161226,1200,OUT,DIN,0.60314784,7.74
20161227,1200,OUT,DIN,0.73057344,10.25
20161228,1200,OUT,DIN,0.90896928,14.11
20161229,1200,OUT,DIN,0.94294944,14.89
20161230,1200,OUT,DIN,1.98783936,44.24
20161231,1200,OUT,DIN,1.81510688,38.75
20160101,1200,OUT,DON,2.22003712,84.83
20160102,1200,OUT,DON,1.99916608,76.29
20160103,1200,OUT,DON,1.67918624,63.94
20160104,1200,OUT,DON,1.37053312,52.05
20160105,1200,OUT,DON,1.29407776,49.11
20160106,1200,OUT,DON,0.920296,34.77
20160107,1200,OUT,DON,0.227667072,8.45
20160108,1200,OUT,DON,0.196518592,7.28
20160109,1200,OUT,DON,0.54934592,20.62
20160110,1200,OUT,DON,1.5149488,57.61
20160111,1200,OUT,DON,4.1908864,161.41
20160112,1200,OUT,DON,2.83168,108.53
20160113,1200,OUT,DON,2.9449472,112.93
20160114,1200,OUT,DON,2.46639328,94.37
20160115,1200,OUT,DON,2.05013632,78.26
20160116,1200,OUT,DON,2.13508672,81.54
20160117,1200,OUT,DON,2.49754176,95.57
20160118,1200,OUT,DON,2.18605696,83.51
20160119,1200,OUT,DON,2.35878944,90.20
20160120,1200,OUT,DON,2.20304704,84.17
20160121,1200,OUT,DON,1.40451328,53.36
20160122,1200,OUT,DON,1.05055328,39.76
20160123,1200,OUT,DON,0.97126624,36.72
20160124,1200,OUT,DON,0.81552384,30.77
20160125,1200,OUT,DON,0.65694976,24.71
20160126,1200,OUT,DON,0.566336,21.26
20160127,1200,OUT,DON,0.69942496,26.33
20160128,1200,OUT,DON,0.8070288,30.44
20160129,1200,OUT,DON,0.77021696,29.03
20160130,1200,OUT,DON,0.74473184,28.06
20160131,1200,OUT,DON,0.72774176,27.41
20160201,1200,OUT,DON,0.81835552,30.87
20160202,1200,OUT,DON,0.89481088,33.80
20160203,1200,OUT,DON,0.8211872,30.98
20160204,1200,OUT,DON,1.03639488,39.22
20160205,1200,OUT,DON,1.29407776,49.11
20160206,1200,OUT,DON,1.46964192,55.86
20160207,1200,OUT,DON,1.39601824,53.03
20160208,1200,OUT,DON,1.33938464,50.85
20160209,1200,OUT,DON,1.07887008,40.85
20160210,1200,OUT,DON,1.06754336,40.41
20160211,1200,OUT,DON,0.920296,34.77
20160212,1200,OUT,DON,0.69659328,26.23
20160213,1200,OUT,DON,0.5946528,22.34
20160214,1200,OUT,DON,0.55500928,20.83
20160215,1200,OUT,DON,0.80419712,30.33
20160216,1200,OUT,DON,1.1043552,41.82
20160217,1200,OUT,DON,3.0298976,116.23
20160218,1200,OUT,DON,3.2847488,126.13
20160219,1200,OUT,DON,3.0298976,116.23
20160220,1200,OUT,DON,3.2847488,126.13
20160221,1200,OUT,DON,3.7661344,144.86
