Sample,date,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,K600,K600.lower,K600.upper
SMD_SIDE,7/25/18,2.917996195,-1.279068554,6.848967849,1.152925362,-4.795225732,7.152951079,0.747935951,0.399957814,1.054596536
SMD_SIDE,7/26/18,1.483073215,-2.030010227,4.816774754,-5.220735029,-10.97718275,0.530939588,0.559901435,0.239171796,0.826965057
SMD_SIDE,7/27/18,0.782586402,-2.642966133,4.50972963,-1.068211019,-6.41889936,4.900739262,0.519978471,0.210813133,0.784939531
SMD_SIDE,7/28/18,0.585556546,-2.841210276,4.039547338,-1.052369125,-6.734084163,4.503048349,0.625613678,0.308548148,0.892334338
SMD_SIDE,7/29/18,1.208963943,-2.570416809,4.943869991,-1.54777137,-7.646964055,4.174063614,0.717368575,0.366573703,1.009243326
SMD_SIDE,7/30/18,1.40577755,-2.213930501,4.849007784,-1.438989603,-7.0021951,4.241253516,0.826907602,0.44993653,1.188238785
SMD_SIDE,7/31/18,1.393572603,-2.200934757,5.089473641,-1.433652532,-7.392815629,4.374551775,0.936161339,0.561931159,1.398021413
SMD_SIDE,8/1/18,6.325992522,2.23727212,9.884275852,-5.806295528,-11.43665963,0.079653444,1.010259078,0.641108476,1.510813921
SMD_SIDE,8/2/18,0.716245213,-3.073056175,4.226504356,-1.128615025,-6.830924326,4.896856348,1.041421263,0.675312049,1.49254651
SMD_SIDE,8/3/18,1.04820343,-2.567355692,4.721742282,-1.255563819,-7.353952288,4.596816533,1.040154378,0.673005151,1.513803061
SMD_SIDE,8/4/18,5.000168747,1.362804922,8.670547405,-3.340840785,-9.664428709,2.439074541,1.039687466,0.671891484,1.513818801
SMD_SIDE,8/5/18,0.831847532,-3.156095898,4.634778932,-1.535034567,-7.559900638,4.091599417,1.047600275,0.672341774,1.492047345
SMD_SIDE,8/7/18,0.710430228,-3.024602718,4.238905901,-1.046547215,-6.981672603,5.045554508,1.222407459,0.750918099,1.781766205
SMD_SIDE,8/8/18,0.818466354,-2.719052461,4.287125396,-0.907999253,-6.657801617,4.671305002,1.311026564,0.724281486,2.048711031
SMD_SIDE,8/9/18,0.786564533,-2.621514093,4.298151918,-0.886221864,-6.832831948,4.855726268,1.261804327,0.742251093,1.891298351
SMD_SIDE,8/10/18,0.660507462,-2.710725978,4.425401752,-0.749210942,-6.520101532,5.10763532,1.35113844,0.73903136,2.164231907
SMD_SIDE,8/11/18,0.298461867,-3.4597049,4.272247478,-0.564560732,-6.795159219,5.504353339,1.245256562,0.740909927,1.863937538
SMD_SIDE,8/12/18,-0.463491882,-3.081729445,2.175835162,6.930844646,1.481863387,12.42305557,0.237179182,0.080093836,0.426927133
SMD_SIDE,8/13/18,-1.092093232,-3.828008523,1.763181668,-0.601557407,-6.043798137,4.69671982,0.22433871,0.090590341,0.40571279
SMD_SIDE,8/14/18,1.915274559,-0.99161513,4.918616955,-3.734402805,-9.737359954,1.827064652,0.217204965,0.05705676,0.411257763
SMD_SIDE,8/15/18,-5.211841633,-7.790360555,-2.641901746,3.204704284,-2.583452912,8.728990825,0.218905292,0.077129255,0.406668213
SMD_SIDE,8/16/18,3.375357471,0.378063567,6.256841601,-4.318718402,-9.81944006,1.219039623,0.223338403,0.060671605,0.431562576
SMD_SIDE,8/17/18,2.919680906,0.235804551,5.786380368,-3.291569979,-8.751903834,2.031591589,0.254492995,0.103138019,0.449372282
SMD_SIDE,8/18/18,0.435248457,-2.560668756,3.223270033,-1.094244079,-6.460497661,4.364876437,0.263570811,0.106475069,0.45953108
SMD_SIDE,8/19/18,2.019412304,-1.746792435,5.486059112,-2.205616444,-8.020525096,4.279082392,0.27105336,0.106125114,0.469483111
SMD_SIDE,8/20/18,0.75389644,-2.540629172,4.414585167,-0.987860578,-6.860001272,4.831150986,0.291633874,0.115253497,0.494123993
SMD_SIDE,8/21/18,0.330425619,-3.455887052,4.091793668,-1.198741485,-7.41354798,4.812077861,0.321256733,0.12869495,0.531824025
SMD_SIDE,8/22/18,0.60458423,-2.737039958,3.799185686,-0.929325692,-6.379551093,4.866573306,0.2975645,0.118422298,0.490695112
SMD_SIDE,8/23/18,1.070552946,-2.501535281,4.624930771,0.878896295,-5.10246634,6.477435688,0.275666476,0.119875015,0.46773627
SMD_SIDE,8/24/18,0.628973172,-2.947529258,4.270185161,-1.042617807,-6.949371207,4.62748162,0.295380746,0.127747752,0.499175525
SMD_SIDE,8/25/18,1.556488682,-2.110491371,5.103889666,-2.002879261,-7.449327019,4.229983095,0.326739509,0.140683372,0.553304678
SMD_SIDE,8/26/18,3.699878326,-0.030672905,7.21731706,-5.383548553,-11.17272836,1.044119797,0.371068944,0.146944341,0.600158979
SMD_SIDE,8/27/18,0.906177379,-2.688776546,4.641411905,-1.78497929,-7.908049927,3.856906224,0.421957325,0.140758365,0.694171384
SMD_SIDE,8/28/18,0.694674075,-3.009771354,4.674976568,-1.264126958,-7.578158813,4.68151281,0.506519139,0.194332798,0.762071337
SMD_SIDE,8/29/18,0.482578085,-2.728854067,3.665905479,-1.074117788,-6.675486163,4.306584097,0.592862468,0.270909449,0.861554361
SMD_SIDE,8/30/18,0.525781213,-2.813812177,3.922504273,-0.899089103,-6.594234761,4.492979036,0.696634095,0.347554048,0.979604582
SMD_SIDE,8/31/18,0.598298096,-2.733733638,3.938682182,-1.132355742,-6.727619726,4.842570154,0.801746701,0.448788098,1.153168858
SMD_SIDE,9/1/18,0.550072037,-2.810071871,4.08043705,-0.605271409,-6.419125893,5.070612609,0.920135599,0.567822184,1.358773419
SMD_SIDE,9/2/18,0.666327364,-3.02049895,4.144798115,-1.009532538,-6.826600282,4.542471021,1.016768591,0.643089366,1.50895302
SMD_SIDE,9/3/18,0.908852156,-2.957247064,4.320463426,-1.265808472,-7.534588257,4.563635877,1.061761885,0.686227464,1.508545045
SMD_SIDE,9/6/18,0.324409864,-3.107861426,3.58554374,-0.940786414,-6.383414056,4.8707072,1.183759909,0.734258865,1.665281791
SMD_SIDE,9/7/18,0.951309542,-2.70996127,4.3905593,-1.105131729,-7.107881823,4.510742041,1.226629955,0.736278055,1.800926807
SMD_SIDE,9/8/18,1.877820713,-1.512446901,5.007153352,0.577154872,-5.220236004,6.334155304,1.258959127,0.724809804,1.877945744
SMD_SIDE,9/9/18,6.35667698,2.775183882,10.10071048,-0.608877182,-6.46758995,5.768931263,1.322041839,0.724235437,2.071188364
SMD_SIDE,9/10/18,4.431350039,0.788594679,7.907734377,7.2715526,1.230110838,13.4849133,1.160798934,0.732138247,1.63827887
SMD_SIDE,9/11/18,-1.943643649,-5.363344947,1.24487792,2.534750441,-3.680045237,8.674590588,0.421556679,0.153202916,0.672225783
SMD_SIDE,9/12/18,-1.171411497,-3.828966366,1.475559332,1.984572445,-3.573378939,7.559833001,0.402438061,0.136136362,0.648950822
SMD_SIDE,9/13/18,-2.29446283,-5.451427405,1.026961865,3.53122216,-2.173407368,9.574606068,0.292544667,0.129310259,0.483133406
SMD_SIDE,9/14/18,2.018122877,-1.057737842,5.240667067,-1.066487225,-6.799272169,4.332573651,0.300299759,0.129538922,0.50525469
SMD_SIDE,9/15/18,3.600792132,0.055416801,7.388946934,-3.346116919,-9.200171648,2.65256009,0.332173655,0.12592382,0.53460775
SMD_SIDE,9/16/18,2.520245205,-0.616484911,5.891495904,0.449754904,-5.183560543,6.746407702,0.393498014,0.138633626,0.6299446
SMD_SIDE,9/17/18,1.259391455,-1.377951235,3.886117337,-0.26372204,-5.98279474,5.211037456,0.495372814,0.200229496,0.751174638
SMD_SIDE,9/18/18,1.38649186,-0.36298657,3.127603595,2.805244512,-2.456085805,8.553071232,0.217823589,0.076710258,0.391994217
SMD_SIDE,9/19/18,0.35210158,-2.808345308,3.311471672,0.584181172,-5.349671281,6.303190631,0.234849443,0.083104617,0.428553979
SMD_SIDE,9/20/18,-0.297654845,-3.909230855,3.091706154,1.456655198,-4.594097735,7.311043325,0.223876645,0.06156596,0.401000507
SMD_SIDE,9/21/18,0.667663319,-2.125935562,3.43421783,-0.41027009,-6.275982609,5.127693495,0.220267174,0.074588037,0.404044503
SMD_SIDE,9/22/18,2.291186059,-1.248101289,6.176055788,-0.743772619,-6.648446408,5.272693543,0.21667165,0.072352451,0.421475074
SMD_SIDE,9/23/18,1.259357959,-2.330157218,4.998726072,0.576201044,-5.474730698,6.52453133,0.237004163,0.091176721,0.414750026
SMD_SIDE,9/24/18,2.772943247,-1.005499854,6.427874779,-0.314154733,-6.531207557,5.820714764,0.271708513,0.091577395,0.462011961
SMD_SIDE,9/25/18,4.849775039,1.417930054,8.042857978,-0.387700686,-5.734965123,5.371975671,0.28236433,0.131760627,0.467056616
SMD_SIDE,9/26/18,2.13479841,-1.235071586,5.663821441,-2.617339144,-8.798002707,3.192820958,0.216667157,0.06813234,0.417829329
SMD_SIDE,9/27/18,0.249165915,-1.84640769,2.274814074,0.309179561,-5.22542863,5.474747304,0.217560659,0.068017538,0.414491218
SMD_SIDE,9/28/18,0.72880854,-2.223420898,3.829085767,0.854324671,-4.663613433,6.798356753,0.21721902,0.071165839,0.413158331
SMD_SIDE,9/29/18,1.251096904,-2.495304183,5.036568646,0.607173993,-5.05434152,6.626305302,0.216243575,0.067937792,0.404861665
SMD_SIDE,9/30/18,1.914093659,-1.408824755,5.317677959,-0.286496254,-6.403252605,5.744636555,0.22392971,0.06548192,0.417225196
SMD_SIDE,10/1/18,2.795200295,-0.620298065,6.174105932,-1.811464006,-7.786015259,4.28481161,0.248203582,0.08578601,0.433652763
SMD_SIDE,10/2/18,2.140425339,-1.117729521,5.437792878,-0.500891494,-6.321402451,5.214515455,0.247711155,0.100863121,0.450717875
SMD_SIDE,10/3/18,1.676226043,-2.100249381,5.202597949,0.321905235,-5.672809199,6.347335476,0.232719823,0.081096955,0.432640959
SMD_SIDE,10/4/18,3.955126747,0.318790883,7.494977852,-1.983578236,-8.116726025,4.339889738,0.238958983,0.067266538,0.442476516
SMD_SIDE,10/5/18,2.368310119,-0.926493596,5.687639623,-1.85213222,-7.460698847,4.06775183,0.258849846,0.106357992,0.452534656
SMD_SIDE,10/6/18,1.585739495,-1.193077595,4.304778769,1.402501058,-4.039741001,6.874571258,0.266308882,0.104638234,0.460401132
SMD_SIDE,10/7/18,0.568516418,-1.766078373,2.895329189,0.341505086,-4.695970345,5.884206189,0.282800611,0.114904907,0.477720943
SMD_SIDE,10/8/18,5.283611721,2.17386172,8.498253683,-8.349038444,-14.37885017,-2.332439848,0.316285797,0.129489891,0.52517629
SMD_SIDE,10/9/18,1.113417942,-2.20683825,4.419891811,-0.185075211,-5.786765707,5.722745515,0.330227741,0.11495561,0.548284494
SMD_SIDE,10/10/18,-0.1098357,-2.930673452,2.858019703,4.176509861,-1.212568955,10.05279388,0.356804457,0.145422096,0.577486623
SMD_SIDE,10/11/18,-2.235192057,-5.163796278,0.644990579,4.454231909,-1.548197873,10.26692154,0.307714852,0.117925466,0.501857028
SMD_SIDE,10/12/18,0.429495987,-2.200056662,3.118509658,-1.225172864,-6.528679718,4.267465849,0.21774083,0.079449865,0.404350946
SMD_SIDE,10/13/18,-0.214099897,-3.626830426,2.997053161,2.886323504,-2.822284564,8.743056483,0.216945876,0.058770604,0.400150141
SMD_SIDE,10/14/18,2.319440785,-1.033225872,5.738709765,-0.358537563,-6.085335446,5.154379754,0.221924678,0.074609939,0.413030807
SMD_SIDE,10/15/18,0.765601963,-2.218656913,4.085161365,1.478961397,-4.003866628,7.127737791,0.221296439,0.04855151,0.416235171
SMD_SIDE,10/16/18,6.989416512,3.539292569,10.46385084,-6.276910166,-11.8652002,-0.041855882,0.235289505,0.065421821,0.428861158
SMD_SIDE,10/18/18,2.938141146,-0.431709865,6.368633995,-0.725718637,-6.629151767,5.635806564,0.275345798,0.112965332,0.462712399
SMD_SIDE,10/19/18,3.708548393,0.076817749,7.181937811,-1.003587529,-7.217435953,4.93080397,0.286700726,0.108727043,0.469432946
SMD_SIDE,10/20/18,2.6566179,-0.592479612,5.768007162,-0.40156868,-6.221118321,5.032171095,0.31254301,0.124330675,0.515060651
SMD_SIDE,10/21/18,0.891135134,-2.096099705,3.697365766,2.879035387,-2.755935425,8.531784216,0.337099514,0.128382235,0.538324863
SMD_SIDE,10/22/18,0.838433091,-2.750938659,4.30674335,0.607482069,-5.35651242,6.725647354,0.368364343,0.132824237,0.590523205
SMD_SIDE,10/23/18,4.301160962,1.095957121,7.576234435,0.596191627,-5.546866981,6.324860787,0.382766318,0.126751763,0.617308018
SMD_SIDE,10/24/18,2.200143342,-1.294539153,5.630281043,-0.307057555,-6.418962464,5.697904762,0.369929833,0.113890712,0.595921505
SMD_SIDE,10/25/18,2.491809256,-0.797992559,5.715643604,1.252382526,-4.9674466,7.513623398,0.378679028,0.145468758,0.613701861
SMD_SIDE,10/26/18,0.626279185,-2.592120098,4.085419133,2.157638032,-3.8945687,7.920244336,0.402055918,0.1298887,0.647916076
SMD_SIDE,10/27/18,3.333572652,-0.087359683,6.608166566,1.830559166,-4.198670546,8.395782547,0.310471192,0.104763416,0.518433998
SMD_SIDE,10/28/18,0.370271447,-2.531880817,3.29762822,-2.014882202,-7.362466056,3.791970017,0.215448333,0.075803126,0.400302288
SMD_SIDE,10/29/18,4.64820075,1.792580271,7.291458301,-2.658780807,-8.08234194,2.976269225,0.211402602,0.005427703,0.40698811
SMD_SIDE,10/30/18,2.568319644,-0.328371225,5.870233752,-1.976730936,-7.669418228,3.867376688,0.2210837,0.061795258,0.412699024
SMD_SIDE,10/31/18,1.102340984,-2.15336569,4.258868143,3.855662302,-1.67707329,10.01924501,0.216740235,0.066739892,0.407133088
SMD_SIDE,11/1/18,0.714524657,-2.929501616,4.338248033,0.104187488,-5.861190966,6.218185277,0.212466668,0.068658814,0.402909972
SMD_SIDE,11/2/18,1.573541442,-1.730607263,4.802837349,-0.811829033,-6.668502161,5.387141489,0.217116982,0.073485348,0.408215552
SMD_SIDE,11/4/18,0.812416428,-2.005200023,3.407065132,2.22052631,-3.600351262,7.938404028,0.241165007,0.074634303,0.461350988
SMD_SIDE,11/5/18,-0.08686742,-3.532246491,3.48108543,1.829224201,-4.44714519,7.963686837,0.239742604,0.069127559,0.450371733
SMD_SIDE,11/6/18,1.19566583,-1.65092814,3.953515336,0.278706354,-5.33011515,6.226830418,0.243029801,0.072787691,0.460156357
SMD_SIDE,11/7/18,1.315757679,-1.844108025,4.747566565,-0.194525917,-6.230723684,5.79097979,0.243794215,0.074912877,0.46983732
SMD_SIDE,11/8/18,0.22939391,-2.757910536,3.076823059,2.722860601,-3.547939902,8.801073214,0.236872387,0.070417932,0.449038888
SMD_SIDE,11/9/18,-0.099360876,-3.00380118,2.929915269,3.573833483,-1.931382402,9.456722057,0.233919209,0.074508604,0.434474626
SMD_SIDE,11/10/18,-0.724040649,-3.793703996,2.562230468,1.845286148,-4.453259204,8.040041708,0.240714747,0.057086229,0.48427773
SMD_SIDE,11/11/18,0.724945073,-2.274004861,3.587190612,2.792666128,-3.041195667,9.193001578,0.240167689,0.072695454,0.475009734
SMD_SIDE,11/12/18,0.189827992,-2.632439924,3.476537587,2.921956621,-2.94945218,8.905817254,0.236509832,0.068835624,0.439805096
CCBP_OUT,6/6/18,-0.025126262,-1.979185651,1.732123677,-6.652052363,-9.969364426,-2.404231362,1.905164909,1.24201225,2.375303602
CCBP_OUT,6/7/18,-0.265585125,-2.265784762,1.574155988,-4.32505945,-7.914987155,-0.453232374,1.689993158,1.149989529,2.212259806
CCBP_OUT,6/8/18,0.076048425,-1.796407707,2.111639062,-3.949565934,-7.491841075,-0.269500296,1.52298342,0.919026608,2.051541063
CCBP_OUT,6/9/18,1.555431513,-0.562259482,3.582002859,-5.155891273,-8.548274376,-1.526209273,1.312387182,0.760860716,1.79876636
CCBP_OUT,6/10/18,0.239365292,-1.669324945,2.117563318,-2.586230622,-6.006934653,0.850757728,1.183937332,0.68834302,1.81614849
CCBP_OUT,6/11/18,1.666176042,-0.197348812,3.672642791,-4.047146693,-7.330277459,-0.752025409,1.029485258,0.488960757,1.6451193
CCBP_OUT,6/12/18,2.240359953,0.275996206,4.241117103,-4.607163745,-8.520986273,-0.939296232,1.064262727,0.586906822,1.638194386
CCBP_OUT,6/13/18,0.32914317,-1.760622569,2.403259911,-1.830305408,-5.225763049,1.806277701,1.062864332,0.559927431,1.598000178
CCBP_OUT,6/14/18,2.62147503,0.621159353,4.65803618,-5.981584462,-9.364284632,-2.596481741,1.04823312,0.466824953,1.560383362
CCBP_OUT,6/15/18,0.793955108,-1.089814711,2.43826818,-5.250135317,-8.365709801,-1.836586653,1.144304779,0.723683413,1.616090255
CCBP_OUT,6/16/18,-0.011922115,-1.842309086,2.205286082,-2.791380741,-6.43188094,0.65922205,1.11658942,0.608654456,1.608296979
CCBP_OUT,6/17/18,2.012720295,-0.192323007,4.258393514,-3.68227581,-7.116796902,-0.263244775,1.087639957,0.501179412,1.513002603
CCBP_OUT,6/18/18,1.040174636,-1.166406028,3.082377425,-2.933579712,-6.613894752,0.388114783,1.086756484,0.650492163,1.637849713
CCBP_OUT,6/19/18,1.661784245,-0.435597347,3.682901432,-3.531405914,-7.142989989,-0.23201913,1.023658713,0.484206955,1.581691054
CCBP_OUT,6/20/18,2.162637291,0.059719721,4.28155662,-4.27117198,-7.979795872,-1.181698267,1.050929006,0.43901118,1.537063737
CCBP_OUT,6/21/18,3.308001212,1.362050769,5.320932182,-5.679530054,-9.23948094,-2.289814027,1.123471847,0.62936047,1.537455237
CCBP_OUT,6/22/18,3.152539951,1.077665073,5.210062351,-6.371535624,-9.829032987,-3.054623389,1.177781783,0.67638284,1.656691068
CCBP_OUT,6/23/18,3.515265376,1.351471155,5.77304889,-7.965765075,-12.15237896,-4.309371681,1.198412806,0.76533201,1.704283568
CCBP_OUT,6/24/18,1.174251392,-0.716189064,3.04723025,-2.868519114,-6.343860107,0.597416562,1.169431875,0.748127917,1.678561652
CCBP_OUT,6/25/18,1.308872853,-0.268857383,2.962618507,-5.787061927,-9.424469471,-2.679705719,1.319186844,0.76190431,1.862464453
CCBP_OUT,6/26/18,2.46066982,0.529412479,4.458462885,-5.937375775,-9.362657751,-2.421502406,1.019789928,0.484493543,1.472035805
CCBP_OUT,6/27/18,3.115244972,0.925169131,5.471562985,-4.364792932,-7.887276165,-0.701350203,1.10061971,0.54750691,1.565390389
CCBP_OUT,6/28/18,0.499550168,-1.654219385,2.537631452,-7.700477625,-11.30893482,-3.918241185,2.198582105,1.436401938,2.740550352
CCBP_OUT,6/29/18,-0.634108017,-2.487782247,1.453025715,-5.211655377,-8.699304141,-1.624767288,1.718611446,1.089897085,2.205060651
CCBP_OUT,6/30/18,2.155434144,0.119579238,4.153906847,-4.854097008,-8.797975371,-1.448218717,1.151587399,0.544707862,1.646546624
CCBP_OUT,7/1/18,3.041652573,0.775131559,5.098335227,-6.196653244,-9.555704707,-2.50644611,0.992716817,0.112876741,1.464755369
CCBP_OUT,7/2/18,2.557120236,0.720698742,4.648894407,-7.606974909,-10.86446109,-3.674636507,1.094077951,0.603165137,1.508741902
CCBP_OUT,7/3/18,0.327350996,-1.895563324,2.292923146,-5.256512832,-9.466370697,-0.634815278,1.177007746,0.748398974,1.688436263
CCBP_OUT,7/4/18,1.660644313,-0.284746392,3.693135488,-5.522294201,-9.051492912,-1.958479751,1.106354651,0.625136584,1.537457946
CCBP_OUT,7/5/18,2.945241681,1.004211348,4.928204653,-7.842459086,-11.56911012,-4.424061916,1.200140382,0.745185374,1.661082494
CCBP_OUT,7/6/18,-2.488578491,-4.802784071,-0.379231875,5.838241138,2.631852954,9.560934588,1.155456626,0.543714549,1.598160954
CCBP_OUT,7/7/18,-2.03875795,-3.898594144,-0.218498845,1.577278061,-1.706420025,4.896428205,1.30303636,0.791201047,1.998403604
CCBP_OUT,7/8/18,-1.369038149,-3.212625473,0.568250546,0.605024417,-2.622381283,3.680920381,1.310967896,0.801692292,1.961684985
CCBP_OUT,7/9/18,-1.694680431,-4.27869421,0.260667611,0.986619051,-2.620081097,6.380625867,1.313780071,0.831106845,1.894252812
CCBP_OUT,7/10/18,-1.540099872,-3.419478768,0.469903887,1.343309763,-2.046215488,4.193232261,1.314693402,0.791663728,1.950986903
CCBP_OUT,7/12/18,0.838955613,-0.97420433,2.744679716,-6.622060926,-10.42513822,-2.908836155,1.300978201,0.709331411,1.894429689
CCBP_OUT,7/13/18,1.518721007,-0.216693102,3.484603283,-6.866813224,-10.94266022,-3.621838355,1.293164895,0.732621092,1.918077484
CCBP_OUT,7/14/18,1.257741015,-0.945208271,3.476999792,-6.990113396,-11.41585792,-2.350348764,1.305463634,0.671857,1.947369047
CCBP_OUT,7/15/18,1.381398128,-0.34154938,3.287124586,-7.192118273,-11.33005331,-3.344503303,1.297914479,0.723578866,1.901852377
CCBP_OUT,7/16/18,1.24186901,-1.054109921,3.222995572,-6.407944285,-11.02878696,-2.67387587,1.309080704,0.742251885,1.917551335
CCBP_OUT,7/17/18,0.370823098,-1.155964858,1.874094477,-7.124683333,-10.74921129,-3.437847068,1.294444343,0.78548698,1.88638107
CCBP_OUT,7/18/18,2.144559421,0.334488011,4.072727723,-7.467186817,-11.57324049,-3.837028844,1.247674696,0.688044237,1.814383558
CCBP_OUT,7/21/18,0.730464376,-1.157455961,2.532511392,-6.585536231,-10.87425366,-2.883532076,1.294433106,0.818773545,1.847152978
CCBP_OUT,7/22/18,1.875590619,-0.291112315,4.043388798,-8.540974524,-13.07521795,-4.462391128,1.294707192,0.783813111,1.930252066
CCBP_OUT,7/24/18,1.954385611,0.236466342,3.833006244,-7.043800397,-11.34665449,-3.560987396,1.286436563,0.710140112,1.910449839
CCBP_OUT,7/25/18,-0.877987783,-2.744528825,1.193598353,-5.775636817,-10.08192253,-1.146134205,1.347036267,0.790450656,2.004169976
CCBP_OUT,7/26/18,0.368668819,-1.501001412,2.28657956,-7.017668198,-11.04120501,-3.12098077,1.28377346,0.803522981,1.888655902
CCBP_OUT,8/1/18,1.293578841,-0.984875083,3.501704468,-7.571300874,-12.69608255,-3.006945394,1.45035396,0.689479109,2.451007612
CCBP_OUT,8/2/18,2.899863803,1.046413136,4.686132982,-6.109512282,-9.645057747,-2.498831028,1.28964879,0.526315328,1.93560276
CCBP_OUT,8/3/18,0.828408655,-1.078273449,2.618716482,-6.228297516,-10.2838209,-2.650034701,1.314514007,0.736528643,1.948804381
CCBP_OUT,8/4/18,1.394454762,-0.703316441,3.490364707,-7.626779437,-11.84014374,-3.86473303,1.306881335,0.752969327,1.913607969
CCBP_OUT,8/5/18,1.956129228,0.030700189,3.846220801,-7.003473176,-11.12576824,-3.248264365,1.301071622,0.660514594,2.04193437
CCBP_OUT,8/15/18,1.161314141,-0.517740589,3.259874544,-5.826524716,-9.442823299,-2.277723811,1.221906034,0.767509623,1.732535234
CCBP_OUT,8/16/18,1.002638247,-0.834417129,2.926527643,-5.730181647,-9.461231848,-2.283747251,1.261959042,0.659769136,1.917942831
CCBP_OUT,8/17/18,2.175914656,0.226436641,4.038351075,-7.137323672,-11.22421709,-3.641241398,1.278490052,0.753943032,1.861070736
CCBP_OUT,8/22/18,1.22810255,-0.77874902,2.869766883,-6.814832517,-11.08996785,-3.029486055,1.238561557,0.786852388,1.793431302
CCBP_OUT,8/23/18,1.245327605,-0.482565463,3.123312689,-5.913881713,-10.2502199,-2.303765435,1.053572991,0.543293563,1.558794633
CCBP_OUT,8/24/18,1.074091661,-0.687930683,2.99727776,-6.312539639,-10.05250515,-2.471098754,1.189926173,0.743012901,1.682169121
CCBP_OUT,8/25/18,1.032626111,-0.785923488,2.809103274,-6.14299106,-10.04775304,-2.44076469,1.246328563,0.785217485,1.797356133
CCBP_OUT,8/26/18,1.200302054,-0.70635714,3.113409117,-6.390606454,-10.44613611,-2.227601868,1.270340644,0.780524459,1.910225728
CCBP_OUT,8/27/18,0.526627196,-1.178276675,2.648580447,-4.942319423,-8.800714037,-1.357672564,1.320645247,0.821479273,2.001314562
CCBP_OUT,8/28/18,1.41209786,-0.336418863,3.296787983,-6.798424181,-10.873746,-2.679086548,1.30197192,0.796595442,1.887689283
CCBP_OUT,8/29/18,1.020128137,-0.666461841,2.928390837,-6.559442193,-10.79389317,-2.766497817,1.303858095,0.754229123,1.934825656
CCBP_OUT,8/30/18,0.118360373,-1.677307515,1.941638169,-6.804554174,-10.86336039,-2.727541851,1.293292406,0.696698494,1.883352189
CCBP_OUT,9/2/18,1.621785534,-0.279694776,3.369958537,-7.268419234,-11.39273974,-3.279617853,1.312504573,0.765698515,1.90888907
CCBP_OUT,9/3/18,0.729350544,-1.006675837,2.395538833,-5.624040786,-10.56891686,-1.393895223,1.33180204,0.798292504,1.980615759
CCBP_OUT,9/5/18,1.164919757,-0.551734772,2.842284075,-6.857277316,-10.91113372,-3.073463322,1.32594196,0.825277558,1.910680216
CCBP_OUT,9/6/18,0.913934334,-0.484396695,2.575293065,-6.893719259,-10.64493999,-3.114299371,1.290051592,0.795233785,1.850889327
CCBP_OUT,9/9/18,2.378949662,0.214413362,4.646265912,-7.862296473,-12.06881253,-3.950844227,1.316450228,0.872920457,1.869498333
CCBP_OUT,9/10/18,0.766143233,-1.352014172,2.726603758,-5.153534153,-9.16865039,-0.781703615,1.294463019,0.736571742,1.940798647
CCBP_OUT,9/11/18,1.097451722,-0.891020568,3.031009023,-6.476853549,-10.61946926,-2.887692157,1.111460463,0.658387113,1.733002753
CCBP_OUT,9/12/18,-0.090868651,-2.365685907,2.190921508,-5.025972166,-9.244453062,-1.018964212,1.130760377,0.711146157,1.667503535
CCBP_OUT,9/13/18,1.264986419,-0.755031871,3.323118604,-7.042324941,-11.05043153,-3.56776903,1.216054829,0.752601423,1.708761532
CCBP_OUT,9/14/18,1.06885539,-0.599320204,2.703737537,-6.343897338,-10.30310862,-2.472437654,1.246633324,0.778328179,1.81701483
CCBP_OUT,9/15/18,1.009593877,-1.603730093,3.169082379,-8.05219973,-12.41112848,-4.031312386,1.246166369,0.815969143,1.80651243
CCBP_OUT,9/16/18,0.69166613,-0.951022501,2.355651521,-6.56696009,-10.68859185,-2.824948275,1.268565965,0.793473893,1.844313741
CCBP_OUT,9/17/18,0.795388416,-0.927387803,2.511910167,-5.764162732,-10.03313144,-1.979574517,1.246997346,0.743172301,1.79437144
CCBP_OUT,9/18/18,-0.775532743,-2.584096013,1.022742408,-9.709965735,-13.91266979,-5.61585549,2.440162499,1.657701696,3.059261386
CCBP_OUT,9/19/18,1.364380395,-0.488694248,3.218960956,-12.7707489,-17.26944324,-8.027718171,2.442614905,1.678068423,3.063392629
CCBP_OUT,9/20/18,0.316070705,-3.203291172,2.205181911,-11.95269253,-16.62340608,-7.461955364,2.446479705,1.710661421,3.061289401
CCBP_OUT,9/21/18,0.407970945,-1.216944888,1.979739743,-11.88385577,-16.60866632,-7.472944754,2.445575391,1.745419398,3.081833267
CCBP_OUT,9/22/18,-0.457646989,-2.317933939,1.325051099,-10.87811633,-14.98392336,-6.503488761,2.312861674,1.642366194,2.918146813
CCBP_OUT,9/23/18,0.041479263,-1.491875272,1.706820358,-9.918376629,-13.8570333,-5.998134355,1.887216895,1.300625772,2.346769624
CCBP_OUT,9/24/18,0.667543628,-0.932309027,2.633943734,-8.700697924,-12.6834471,-4.982166694,1.720784899,1.163278917,2.201801683
CCBP_OUT,9/30/18,0.033373577,-1.474140658,1.604464967,-11.67597185,-15.81123924,-6.46118552,2.201701426,1.456390181,2.767332655
CCBP_OUT,10/1/18,-0.048954903,-1.543899292,1.64950293,-11.5055156,-15.26073688,-6.38776633,2.253250608,1.535415698,2.827578585
CCBP_OUT,10/4/18,0.194254701,-1.709504344,2.153312233,-13.01796612,-17.50864077,-7.889395154,2.433385058,1.610186212,3.053308409
