"","Date","Discharge.m3s","Site"
"405",2016-02-09,0.0432992820359574,"CCBP"
"406",2016-02-10,0.0413217746703177,"CCBP"
"407",2016-02-11,0.0405161424407619,"CCBP"
"408",2016-02-12,0.0341580501551257,"CCBP"
"409",2016-02-13,0.0303441303982848,"CCBP"
"410",2016-02-14,0.02613031608165,"CCBP"
"411",2016-02-15,0.019206060495064,"CCBP"
"412",2016-02-16,0.0391085713044409,"CCBP"
"413",2016-02-17,0.108716455970669,"CCBP"
"414",2016-02-18,0.0981229961790224,"CCBP"
"415",2016-02-19,0.0552525822834204,"CCBP"
"416",2016-02-20,0.0672126487088371,"CCBP"
"417",2016-02-21,0.0909508117009322,"CCBP"
"418",2016-02-22,0.0716218666600411,"CCBP"
"419",2016-02-23,0.0516713383917566,"CCBP"
"420",2016-02-24,0.0704924884986007,"CCBP"
"421",2016-02-25,0.137878906996206,"CCBP"
"422",2016-02-26,0.0875463756567466,"CCBP"
"423",2016-02-27,0.061934053066112,"CCBP"
"424",2016-02-28,0.054972426668842,"CCBP"
"425",2016-02-29,0.0480272183351627,"CCBP"
"426",2016-03-01,0.0391505843405288,"CCBP"
"427",2016-03-02,0.0649716995324381,"CCBP"
"428",2016-03-03,0.0489611659765585,"CCBP"
"429",2016-03-04,0.0401303896409822,"CCBP"
"430",2016-03-05,0.0377911202813664,"CCBP"
"431",2016-03-06,0.0335443264483486,"CCBP"
"432",2016-03-07,0.0311394206816705,"CCBP"
"433",2016-03-08,0.0292272808683399,"CCBP"
"434",2016-03-09,0.0296013922573095,"CCBP"
"435",2016-03-10,0.0337567665124406,"CCBP"
"436",2016-03-11,0.0550954277183954,"CCBP"
"437",2016-03-12,0.0430280703228328,"CCBP"
"438",2016-03-13,0.0369003059041964,"CCBP"
"439",2016-03-14,0.0312612118848349,"CCBP"
"440",2016-03-15,0.0933129247527383,"CCBP"
"441",2016-03-16,0.0756614182875272,"CCBP"
"442",2016-03-17,0.071350179970186,"CCBP"
"443",2016-03-18,0.0548540409592172,"CCBP"
"444",2016-03-19,0.0415359712521301,"CCBP"
"445",2016-03-20,0.0350324106214046,"CCBP"
"446",2016-03-21,0.0456888630817074,"CCBP"
"447",2016-03-22,0.0450501627683653,"CCBP"
"448",2016-03-23,0.0405341109000956,"CCBP"
"449",2016-03-24,0.0351380615775565,"CCBP"
"450",2016-03-25,0.0384753735517126,"CCBP"
"451",2016-03-26,0.0356213996908945,"CCBP"
"452",2016-03-27,0.0322417341312966,"CCBP"
"453",2016-03-28,0.0450253116273517,"CCBP"
"454",2016-03-29,0.0502112330366755,"CCBP"
"455",2016-03-30,0.0385221990878813,"CCBP"
"456",2016-03-31,0.0357353224116175,"CCBP"
"457",2016-04-01,0.03446755574692,"CCBP"
"458",2016-04-02,0.0346989142238067,"CCBP"
"459",2016-04-03,0.041843119883922,"CCBP"
"460",2016-04-04,0.0389914044030302,"CCBP"
"461",2016-04-05,0.0420741646969301,"CCBP"
"462",2016-04-06,0.039126754847577,"CCBP"
"463",2016-04-07,0.0956455982090775,"CCBP"
"464",2016-04-08,0.117590589616099,"CCBP"
"465",2016-04-09,0.0746987121493724,"CCBP"
"466",2016-04-10,0.0554911819149913,"CCBP"
"467",2016-04-11,0.0462069193054986,"CCBP"
"468",2016-04-12,0.0462189819220887,"CCBP"
"469",2016-04-13,0.0395361847892817,"CCBP"
"470",2016-04-14,0.0343852772306395,"CCBP"
"471",2016-04-15,0.0310636215649403,"CCBP"
"472",2016-04-16,0.0280485230505761,"CCBP"
"473",2016-04-17,0.0265873960474331,"CCBP"
"474",2016-04-18,0.0247374244148495,"CCBP"
"475",2016-04-19,0.024748752161781,"CCBP"
"476",2016-04-20,NA,"CCBP"
"477",2016-04-21,NA,"CCBP"
"478",2016-04-22,NA,"CCBP"
"479",2016-04-23,NA,"CCBP"
"480",2016-04-24,NA,"CCBP"
"481",2016-04-25,NA,"CCBP"
"482",2016-04-26,NA,"CCBP"
"483",2016-04-27,NA,"CCBP"
"484",2016-04-28,NA,"CCBP"
"485",2016-04-29,NA,"CCBP"
"486",2016-04-30,NA,"CCBP"
"487",2016-05-01,NA,"CCBP"
"488",2016-05-02,NA,"CCBP"
"489",2016-05-03,NA,"CCBP"
"490",2016-05-04,NA,"CCBP"
"491",2016-05-05,NA,"CCBP"
"492",2016-05-06,NA,"CCBP"
"493",2016-05-07,NA,"CCBP"
"494",2016-05-08,NA,"CCBP"
"495",2016-05-09,NA,"CCBP"
"496",2016-05-10,NA,"CCBP"
"497",2016-05-11,NA,"CCBP"
"498",2016-05-12,NA,"CCBP"
"499",2016-05-13,NA,"CCBP"
"500",2016-05-14,NA,"CCBP"
"501",2016-05-15,NA,"CCBP"
"502",2016-05-16,NA,"CCBP"
"503",2016-05-17,NA,"CCBP"
"504",2016-05-18,NA,"CCBP"
"505",2016-05-19,NA,"CCBP"
"506",2016-05-20,NA,"CCBP"
"507",2016-05-21,NA,"CCBP"
"508",2016-05-22,NA,"CCBP"
"509",2016-05-23,NA,"CCBP"
"510",2016-05-24,NA,"CCBP"
"511",2016-05-25,NA,"CCBP"
"512",2016-05-26,0.00791525420659445,"CCBP"
"513",2016-05-27,0.00704671892663319,"CCBP"
"514",2016-05-28,0.00713858659577504,"CCBP"
"515",2016-05-29,0.00666988314283202,"CCBP"
"516",2016-05-30,0.0121650860983225,"CCBP"
"517",2016-05-31,0.0107566635886166,"CCBP"
"518",2016-06-01,0.00739633764759329,"CCBP"
"519",2016-06-02,0.00660477548345092,"CCBP"
"520",2016-06-03,0.00670574836689852,"CCBP"
"521",2016-06-04,0.00643916095552765,"CCBP"
"522",2016-06-05,0.0101812337605092,"CCBP"
"523",2016-06-06,0.0316406914070417,"CCBP"
